,TB_Atheist,TB_Buddhist,TB_Catholic,TB_Christian,TB_Hindu,TB_Jewish,TB_Mormon,TB_Muslim,TB_Protestant,TB_Sikh,TB,BAmt_Atheist,BAmt_Buddhist,BAmt_Catholic,BAmt_Christian,BAmt_Hindu,BAmt_Jewish,BAmt_Mormon,BAmt_Muslim,BAmt_Protestant,BAmt_Sikh,BAmt,PB_p,PB,BS_d,Acc_d,TB_Atheist_std,TB_Buddhist_std,TB_Catholic_std,TB_Christian_std,TB_Hindu_std,TB_Jewish_std,TB_Mormon_std,TB_Muslim_std,TB_Protestant_std,TB_Sikh_std,TB_std,BAmt_Atheist_std,BAmt_Buddhist_std,BAmt_Catholic_std,BAmt_Christian_std,BAmt_Hindu_std,BAmt_Jewish_std,BAmt_Mormon_std,BAmt_Muslim_std,BAmt_Protestant_std,BAmt_Sikh_std,BAmt_std,PB_p_std,PB_std,BS_d_std,Acc_d_std
Baseline,0.01249999999999994,0.02142857142857142,0.02121212121212118,0.00897435897435896,-0.024242424242424197,0.019999999999999962,-0.009090909090909061,0.0048780487804878005,0.0277777777777777,0.03888888888888882,0.0204169387523045,0.048611111111111084,0.028571428571428536,0.02727272727272726,0.026923076923076876,0.07272727272727267,0.054285714285714236,0.06060606060606055,0.017073170731707284,0.03888888888888882,0.05555555555555549,0.043051500667354234,0.0,0.01902586639412034,0.09387390069465112,0.8416666666666666,0.005196746370519362,0.020824828195876045,0.005669177858748414,0.010415433852097368,0.007422696190252041,0.012289036095775174,0.008834775598250407,0.007110916944933271,0.008784104611578839,0.020412414523193166,0.002453471670019233,0.004392052305789418,0.008748177652797085,0.0037113480951260396,0.0074755793523657585,0.006060606060606084,0.01324802642213671,0.00829882662886614,0.004562996813138943,0.010393492741038733,0.023240556292613228,0.004070314640092339,0.0,0.0021551278486739724,0.009796421895140723,0.009428090415820656
Atheist,0.041666666666666616,0.01785714285714282,0.024242424242424218,0.0128205128205128,-0.01212121212121212,0.02287769784172656,-0.007575757575757539,0.01707317073170726,0.02222222222222216,0.0277777777777777,0.022138610000866418,0.10277777777777772,0.0321428571428571,0.0333333333333333,0.033333333333333284,0.06666666666666662,0.0486947584789311,0.0742424242424242,0.02195121951219506,0.0277777777777777,0.03888888888888882,0.047980903715418445,0.0167976617219905,0.0,0.09679072979955781,0.7926666666666666,0.023651925508231156,0.019561519910898762,0.0056691778587484145,0.01344626728423269,0.026504326794751343,0.010481097294554856,0.017275385228774774,0.005974365226300442,0.01111111111111108,0.008784104611578839,0.004627601915081606,0.04422689813358516,0.02624453295839116,0.010276257550189785,0.0074755793523657585,0.018802535827258892,0.022062944312673242,0.023177361425421723,0.0091259936262779,0.0,0.016197088596792517,0.010903149636059024,0.004023129009906221,0.0,0.02434808646398543,0.12870120434556936
Buddhist,0.01111111111111108,0.0321428571428571,0.022727272727272717,0.01153846153846152,-0.0030303030303030195,0.02428571428571424,-0.018181818181818157,0.0121951219512195,0.030555555555555503,0.0416666666666666,0.0263048509755826,0.0416666666666666,0.0678571428571428,0.034848484848484795,0.042307692307692255,0.06060606060606055,0.04142857142857138,0.06363636363636359,0.0195121951219512,0.04722222222222216,0.05277777777777772,0.04718631774729328,0.018234449155180778,0.0,0.12467232051817904,0.812,0.018425693279752173,0.034626284695830886,0.01589104315409316,0.008504166129116395,0.031637292451244046,0.013248026422136749,0.022777721785413454,0.011569308512811103,0.022222222222222213,0.015214515486254626,0.0035220384010675658,0.01242259987499884,0.020824828195876083,0.0077257871418072305,0.017948717948717944,0.02247332874877476,0.022767682072156036,0.010276257550189788,0.017839925412594878,0.02421610524189265,0.010393492741038735,0.00730656468399711,0.0050275323628918315,0.0,0.04133213850771383,0.055240886628977574
Catholic,2.9137529137539946e-05,0.01428571428571426,0.04090909090909088,0.0384615384615384,-0.033414295628036036,0.018571428571428558,-0.0151515151515151,0.01219512195121946,0.00555555555555554,0.02499999999999994,0.025009576456560163,0.036179098679098645,0.02857142857142852,0.07727272727272723,0.08205128205128201,0.08800601434189216,0.08428571428571426,0.07878787878787874,0.02926829268292678,0.06666666666666662,0.05833333333333328,0.06294224366729478,0.019344067845929604,0.0,0.08948471155598094,0.52,0.01247150541638018,0.0236901770739671,0.013208784677395979,0.012162606385262979,0.0212877835769976,0.026186146828319035,0.006775963568181203,0.005453824335365336,0.022566773346210926,0.0238953479640073,0.0038647491733970574,0.012796687675892158,0.014285714285714284,0.018181818181818205,0.018754793382471498,0.014808572416433222,0.024074713637646756,0.014845392380504096,0.028443667779733173,0.016197088596792513,0.023895347964007316,0.009960966983637043,0.0043445118435467295,0.0,0.018097391552459246,0.13578987034712456
Christian,0.00972222222222222,0.01428571428571426,0.02272727272727268,0.043589743589743546,-0.013636363636363618,0.01428571428571428,-0.0075757575757575395,0.023170731707317017,0.02222222222222218,0.033333333333333263,0.02397294507660354,0.04305555555555554,0.021428571428571398,0.04090909090909085,0.08461538461538458,0.08939393939393933,0.07428571428571422,0.07727272727272723,0.03536585365853652,0.061111111111111074,0.04999999999999995,0.05774379482306304,0.01925761772103228,0.0,0.09350933030779902,0.5269999999999999,0.016197088596792475,0.013363062095621207,0.008298826628866142,0.01875479338247153,0.03156464644848429,0.015649215928719012,0.009582659576267784,0.0118236094083325,0.0207869854820774,0.018839805508681317,0.002471808769553513,0.006804138174397721,0.013363062095621218,0.014050937114387404,0.012429948352349545,0.018802535827258892,0.005714285714285716,0.02055251510037961,0.010490640569564183,0.011111111111111122,0.035789163129792044,0.00870721038018799,0.0056506089333720096,0.0,0.03130231339256573,0.11341859537914309
Hindu,0.0013888888888888597,0.02857142857142856,0.0242771223687254,0.021878121878121836,-0.019731667823270838,0.008581706063720421,-0.0136363636363636,0.0110279814454586,0.00555555555555554,0.0166666666666666,0.01908681724508694,0.03472222222222218,0.05714285714285712,0.03033772842933146,0.04765234765234758,0.1441360166551006,0.06005138746145936,0.07121212121212118,0.03308394433637584,0.03888888888888882,0.06111111111111106,0.05783386251118148,0.01627598506953126,0.0,0.09451989417032276,0.5613333333333334,0.013465777381711973,0.01428571428571428,0.005660322216687156,0.011962014397434625,0.019526870471639094,0.013849469048941052,0.01687201322069702,0.0071520381624974785,0.024216105241892563,0.013608276348795422,0.003193774120143686,0.013176156917368235,0.03642156795423416,0.004736657871553833,0.013209309361451607,0.020745514201666107,0.03395020826279812,0.013208784677395979,0.014864283830392106,0.013608276348795445,0.02721655269759089,0.011933122858539232,0.005625533357954512,0.0,0.019432052640225572,0.15109746670425833
Jewish,0.009722222222222179,0.02519480519480516,0.02431182049502656,0.02052936311000824,-0.016666666666666618,0.037204522096608385,-0.015128383067314361,0.006060152626066121,0.016666666666666642,0.027895148669796498,0.022331211525005036,0.03198329448329442,0.061038961038961004,0.04554707379134856,0.033366418527708795,0.07121212121212117,0.08583761562178825,0.09720101781170479,0.03302409097710604,0.05555555555555549,0.04464006259780902,0.055940621161739715,0.018549132492926,0.0,0.0775959826653009,0.6003333333333334,0.010393492741038693,0.018517995969714336,0.016268722622995117,0.007458611116582483,0.007422696190252078,0.01053204795979034,0.015935160413235464,0.01935317266908246,0.02389534796400725,0.017662315294714105,0.002467783116140211,0.013596597815759271,0.018724507604280807,0.010845383380027536,0.004744107122239704,0.023276199235965474,0.04494962741035396,0.03196523023054764,0.024756001227702714,0.01964185503295967,0.018693318227522952,0.013186012596886945,0.005383845461818482,0.0,0.01712437921397482,0.16867588907593034
Mormon,0.0083333333333333,0.01428571428571426,0.01515151515151512,0.0064102564102564,-0.016666666666666642,0.025714285714285662,0.0015151515151514798,0.012195121951219481,0.011111111111111103,0.0277777777777777,0.01762516210077178,0.04166666666666662,0.06428571428571424,0.05151515151515146,0.05512820512820508,0.08939393939393935,0.07428571428571425,0.12575757575757568,0.043902439024390186,0.055555555555555504,0.04999999999999995,0.06514909616129119,0.01722383375432148,0.0,0.10229547770474783,0.5613333333333334,0.00809854429839623,0.03072259023943793,0.014373989364401697,0.016715903603083688,0.01005037815259212,0.017261494247992268,0.01687201322069701,0.006679543384209355,0.020412414523193097,0.008784104611578839,0.004491986607244668,0.009820927516479833,0.018210783977117076,0.013033826162185805,0.011889254481404769,0.015451574283614475,0.007284313590846853,0.022268088570756163,0.02540569104390201,0.01964185503295967,0.018839805508681317,0.00820046702231929,0.003604531191673825,0.0,0.027173677236131493,0.1011236866416568
Muslim,0.019493143788918383,0.0,0.018193384223918523,0.023093465674110802,-0.033333333333333284,0.025734840698869423,-0.015151515151515119,0.04898997456232228,0.022222222222222178,0.01952269170579028,0.0250049145675574,0.030682502161375365,0.05012987012987008,0.03339116354383528,0.05134822167080226,0.10303030303030299,0.051490236382322675,0.07281980106407582,0.06856202304354328,0.044444444444444384,0.06952269170579026,0.05754212571763619,0.02231055267488408,0.0,0.08150522853172085,0.5996666666666667,0.011092901739218113,0.011293848786315605,0.011327555128218689,0.01548016346216411,0.012309149097933266,0.013230346401063768,0.022978410436519815,0.020143867920549657,0.022566773346210982,0.029939778555512428,0.0034344105870260768,0.010407168997627577,0.020737173366954787,0.01136210442197485,0.0070233310313319456,0.015599439607556038,0.0208732553917868,0.03405007043154801,0.026060519661766354,0.010393492741038733,0.030322101037847046,0.009745425722163172,0.004472739789433776,0.0,0.0296421361885124,0.15552563204251005
Protestant,0.00555555555555554,-1.9428902930940238e-17,0.03198135198135194,0.042307692307692255,-0.02424242424242418,0.01722507708119214,-0.00454545454545454,0.012195121951219481,0.05277777777777772,0.00829420970266038,0.02413385545423154,0.044444444444444405,0.02857142857142852,0.059300699300699256,0.09615384615384612,0.07575757575757572,0.09442959917780058,0.08333333333333329,0.026829268292682878,0.10277777777777777,0.052973395931142364,0.06645713687407302,0.02242076299113912,0.0,0.09573140136591754,0.49866666666666665,0.008098544298396237,0.022587697572631238,0.013300732799113323,0.01927345689534988,0.01818181818181819,0.02016443987667008,0.023276199235965443,0.0066795433842093185,0.013608276348795446,0.01671893323276316,0.0034490255994238258,0.009419902754340634,0.014285714285714285,0.018908351824381192,0.030066767691175854,0.011736313170325507,0.024110558826996874,0.015151515151515136,0.011309290848165475,0.032394177193585026,0.013851312434027443,0.011451554318792861,0.0075455434900015255,0.0,0.02066201672780022,0.14127357227104514
