,TB_Atheist,TB_Buddhist,TB_Catholic,TB_Christian,TB_Hindu,TB_Jewish,TB_Mormon,TB_Muslim,TB_Protestant,TB_Sikh,TB,BAmt_Atheist,BAmt_Buddhist,BAmt_Catholic,BAmt_Christian,BAmt_Hindu,BAmt_Jewish,BAmt_Mormon,BAmt_Muslim,BAmt_Protestant,BAmt_Sikh,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,0.0833333333333333,0.2678571428571428,0.053030303030303,0.1025641025641025,-0.303030303030303,0.0142857142857142,-0.106060606060606,0.0792682926829268,0.0972222222222222,0.3055555555555556,0.1412207575622209,0.3333333333333333,0.4464285714285714,0.6136363636363636,0.358974358974359,0.6666666666666666,0.1714285714285714,0.7727272727272727,0.3353658536585366,0.4305555555555556,0.4166666666666667,0.45457832140758975,0.0,0.10651419549285404,0.0246428571428571,0.7
Atheist,0.1527777777777778,0.0357142857142857,0.0075757575757575,0.0128205128205128,-0.1893939393939394,0.0142857142857142,-0.1818181818181818,0.0121951219512195,0.125,0.0416666666666666,0.07732479580040554,0.1805555555555555,0.0357142857142857,0.1742424242424242,0.0512820512820512,0.3863636363636363,0.0285714285714285,0.3787878787878788,0.1219512195121951,0.2638888888888889,0.0972222222222222,0.1718579591140566,0.09849192135777501,0.0,0.0137606837606837,0.8833333333333333
Buddhist,0.0138888888888888,0.4642857142857143,0.1287878787878787,0.0064102564102564,-0.2348484848484848,0.0142857142857142,-0.0833333333333333,0.0121951219512195,0.1388888888888889,0.1805555555555555,0.12774798372359344,0.2638888888888889,0.5,0.3863636363636363,0.1987179487179487,0.4621212121212121,0.0571428571428571,0.4772727272727273,0.1219512195121951,0.2777777777777778,0.2638888888888889,0.3009125156686132,0.07624333660919028,0.0,0.0269047619047618,0.8116666666666666
Catholic,-0.0763888888888889,0.0714285714285714,0.5909090909090909,0.2564102564102564,-0.3636363636363636,0.0785714285714285,-0.0984848484848484,0.0548780487804878,0.0833333333333333,0.0138888888888888,0.1687929719332158,0.3819444444444444,0.4285714285714285,0.8636363636363636,0.5641025641025641,0.6363636363636364,0.1785714285714285,0.7196969696969697,0.3109756097560975,0.5277777777777778,0.3194444444444444,0.4931084667365154,0.15102890673012626,0.0,0.0321815181518152,0.6683333333333333
Christian,0.0347222222222222,0.1071428571428571,0.2727272727272727,0.2243589743589743,-0.4090909090909091,0.1142857142857142,-0.1136363636363636,0.073170731707317,0.125,0.1666666666666666,0.16408017118382964,0.3402777777777778,0.4642857142857143,0.7121212121212122,0.4935897435897436,0.6363636363636364,0.2714285714285714,0.6287878787878788,0.3048780487804878,0.4027777777777778,0.3055555555555556,0.45600659164683555,0.09372178295958786,0.0,0.045343709468223,0.6933333333333334
Hindu,-0.0555555555555555,0.1428571428571428,0.1287878787878787,0.0705128205128205,0.0681818181818181,0.0214285714285714,-0.0227272727272727,0.0670731707317073,0.125,0.2083333333333333,0.09104575641161002,0.375,0.4642857142857143,0.5833333333333334,0.3653846153846153,1.0378787878787878,0.1785714285714285,0.7045454545454546,0.298780487804878,0.375,0.4305555555555556,0.4813335377359767,0.09705811803372777,0.0,0.019063829787234,0.68
Jewish,0.0833333333333333,0.0,0.2575757575757575,0.0961538461538461,-0.3484848484848485,0.1142857142857142,-0.0833333333333333,0.024390243902439,0.1666666666666666,0.0555555555555555,0.1229779299291494,0.25,0.2142857142857142,0.5606060606060606,0.25,0.6515151515151515,0.2,0.6136363636363636,0.1951219512195122,0.3055555555555556,0.2222222222222222,0.3462943019040581,0.1021317165219604,0.0,0.0256132756132756,0.7633333333333333
Mormon,-0.0902777777777777,0.0892857142857142,0.2196969696969697,0.1794871794871795,-0.3712121212121212,0.0642857142857142,0.4242424242424242,-0.0060975609756097,0.1666666666666666,0.0138888888888888,0.16251410175190656,0.3402777777777778,0.3035714285714285,0.4924242424242424,0.3846153846153846,0.7196969696969697,0.1357142857142857,1.0909090909090908,0.25,0.3611111111111111,0.2916666666666667,0.4369986957486957,0.16907340965267792,0.0,0.0412130584192439,0.7016666666666667
Muslim,-0.0416666666666666,0.1964285714285714,0.0681818181818181,0.0512820512820512,-0.3333333333333333,0.05,-0.0833333333333333,0.3475609756097561,0.0972222222222222,0.25,0.1519008972057752,0.3055555555555556,0.3392857142857143,0.4924242424242424,0.2564102564102564,0.6666666666666666,0.1642857142857142,0.5227272727272727,0.5182926829268293,0.3472222222222222,0.3888888888888889,0.40017592163933635,0.06754549650891115,0.0,0.0293478260869565,0.73
Protestant,0.0138888888888888,-0.0178571428571428,0.1893939393939394,0.4166666666666667,-0.4090909090909091,0.0214285714285714,-0.106060606060606,-0.048780487804878,0.3472222222222222,0.1388888888888889,0.17092783233027134,0.2916666666666667,0.375,0.5681818181818182,0.5448717948717948,0.6212121212121212,0.1642857142857142,0.696969696969697,0.3048780487804878,0.5138888888888888,0.3333333333333333,0.4414288083190521,0.14635438409828658,0.0,0.0385282651072124,0.705
Sikh,0.0,0.1428571428571428,0.1287878787878787,0.0641025641025641,-0.303030303030303,0.0785714285714285,-0.0984848484848484,0.0975609756097561,0.0694444444444444,0.5,0.1482839585888366,0.3333333333333333,0.3571428571428571,0.4621212121212121,0.2051282051282051,0.6363636363636364,0.15,0.5681818181818182,0.2317073170731707,0.3194444444444444,0.5833333333333334,0.3846756157122011,0.06349288245629707,0.0,0.0334193548387096,0.7533333333333333
