,TB_Atheist,TB_Buddhist,TB_Catholic,TB_Christian,TB_Hindu,TB_Jewish,TB_Mormon,TB_Muslim,TB_Protestant,TB_Sikh,TB,BAmt_Atheist,BAmt_Buddhist,BAmt_Catholic,BAmt_Christian,BAmt_Hindu,BAmt_Jewish,BAmt_Mormon,BAmt_Muslim,BAmt_Protestant,BAmt_Sikh,BAmt,PB_p,PB
Baseline,0.0208333333333333,0.0714285714285714,0.053030303030303,0.0128205128205128,-0.1136363636363636,-0.0071428571428571,-0.0075757575757575,-0.0182926829268292,0.0416666666666666,0.1527777777777778,0.049920482633897235,0.1458333333333333,0.0714285714285714,0.0984848484848484,0.0641025641025641,0.2045454545454545,0.1642857142857142,0.1742424242424242,0.0670731707317073,0.125,0.2083333333333333,0.13233294144879507,0.0,0.05193268319962517
Atheist,0.1180555555555555,-0.0178571428571428,0.0606060606060606,-0.0128205128205128,-0.0454545454545454,0.0357142857142857,-0.0378787878787878,0.024390243902439,0.0555555555555555,0.0138888888888888,0.042222157923377385,0.2291666666666666,0.1607142857142857,0.106060606060606,0.0769230769230769,0.1515151515151515,0.1357142857142857,0.1439393939393939,0.0975609756097561,0.1388888888888889,0.0972222222222222,0.13377055532543333,0.055652741567375694,0.0
Buddhist,-0.0347222222222222,0.0892857142857142,0.0757575757575757,0.032051282051282,-0.1287878787878787,0.0,-0.1136363636363636,0.0304878048780487,0.1111111111111111,0.0972222222222222,0.07130621749524185,0.1319444444444444,0.2678571428571428,0.106060606060606,0.0705128205128205,0.1893939393939394,0.0714285714285714,0.1590909090909091,0.0548780487804878,0.1666666666666666,0.1527777777777778,0.13706109270133657,0.04175062065305966,0.0
Catholic,-0.0138888888888888,0.0,0.1212121212121212,0.0512820512820512,-0.1287878787878787,-0.0428571428571428,-0.0454545454545454,0.0060975609756097,0.0277777777777777,0.0972222222222222,0.05345801894582377,0.1944444444444444,0.1785714285714285,0.2121212121212121,0.2564102564102564,0.2651515151515151,0.1857142857142857,0.2575757575757575,0.1036585365853658,0.1666666666666666,0.1805555555555555,0.20008696587964875,0.039537342738562214,0.0
Christian,-0.0277777777777777,0.1071428571428571,0.0378787878787878,0.1346153846153846,-0.0075757575757575,-0.0214285714285714,-0.0454545454545454,0.0304878048780487,-0.0555555555555555,0.0416666666666666,0.05095837089739523,0.1944444444444444,0.1071428571428571,0.1136363636363636,0.2371794871794871,0.2348484848484848,0.2214285714285714,0.2272727272727272,0.1524390243902439,0.2222222222222222,0.2916666666666667,0.20022808492320682,0.06366107131351031,0.0
Hindu,-0.0486111111111111,0.0892857142857142,0.0833333333333333,0.0192307692307692,-0.0303030303030303,0.0214285714285714,-0.053030303030303,0.0121951219512195,-0.0277777777777777,0.0416666666666666,0.04268623991184963,0.2013888888888889,0.3035714285714285,0.1136363636363636,0.173076923076923,0.3333333333333333,0.2071428571428571,0.1893939393939394,0.0975609756097561,0.1944444444444444,0.0416666666666666,0.1855215820764601,0.049241754180778544,0.0
Jewish,-0.0208333333333333,0.1454545454545454,0.0454545454545454,-0.0256410256410256,-0.0378787878787878,0.0647482014388489,-0.0606060606060606,0.0304878048780487,0.0833333333333333,0.0,0.05144376380185291,0.1597222222222222,0.2545454545454545,0.1212121212121212,0.141025641025641,0.2348484848484848,0.237410071942446,0.2575757575757575,0.1158536585365853,0.1111111111111111,0.1388888888888889,0.17721934119087124,0.06056338063488438,0.0
Mormon,-0.0416666666666666,0.0,0.0757575757575757,0.0128205128205128,-0.0378787878787878,0.0071428571428571,0.0227272727272727,-0.0060975609756097,0.0694444444444444,0.0277777777777777,0.030131345619150447,0.2222222222222222,0.1428571428571428,0.1363636363636363,0.1666666666666666,0.2651515151515151,0.2214285714285714,0.25,0.1646341463414634,0.2916666666666667,0.1666666666666666,0.2027657234364551,0.044197506423116165,0.0
Muslim,-0.0416666666666666,0.0,0.0303030303030303,0.0769230769230769,-0.0909090909090909,0.1071428571428571,-0.0454545454545454,0.1036585365853658,0.0416666666666666,-0.0694444444444444,0.0607168915095744,0.1805555555555555,0.2142857142857142,0.0909090909090909,0.141025641025641,0.2727272727272727,0.15,0.1363636363636363,0.2378048780487804,0.1527777777777778,0.1805555555555555,0.17570051222490243,0.07398236248846,0.0
Protestant,-0.0416666666666666,0.0357142857142857,0.0681818181818181,0.1153846153846153,-0.0303030303030303,-0.0071428571428571,-0.0681818181818181,0.0,0.0972222222222222,0.0555555555555555,0.05193528693528689,0.25,0.1428571428571428,0.2196969696969697,0.2948717948717949,0.2575757575757575,0.3357142857142857,0.1893939393939394,0.1707317073170731,0.2638888888888889,0.1388888888888889,0.2263619375204741,0.05309397580739043,0.0
Sikh,0.0208333333333333,0.0178571428571428,0.0681818181818181,-0.0064516129032258,-0.106060606060606,0.0719424460431654,-0.106060606060606,-0.0121951219512195,0.1111111111111111,0.1805555555555555,0.07012493540577834,0.1736111111111111,0.2321428571428571,0.0984848484848484,0.0838709677419354,0.2727272727272727,0.1870503597122302,0.1969696969696969,0.0975609756097561,0.1944444444444444,0.2638888888888889,0.18007514228330412,0.03764607618911427,0.0
