,TB_Atheist,TB_Buddhist,TB_Catholic,TB_Christian,TB_Hindu,TB_Jewish,TB_Mormon,TB_Muslim,TB_Protestant,TB_Sikh,TB,BAmt_Atheist,BAmt_Buddhist,BAmt_Catholic,BAmt_Christian,BAmt_Hindu,BAmt_Jewish,BAmt_Mormon,BAmt_Muslim,BAmt_Protestant,BAmt_Sikh,BAmt,PB_p,PB,BS_a,Acc_a,TB_Atheist_std,TB_Buddhist_std,TB_Catholic_std,TB_Christian_std,TB_Hindu_std,TB_Jewish_std,TB_Mormon_std,TB_Muslim_std,TB_Protestant_std,TB_Sikh_std,TB_std,BAmt_Atheist_std,BAmt_Buddhist_std,BAmt_Catholic_std,BAmt_Christian_std,BAmt_Hindu_std,BAmt_Jewish_std,BAmt_Mormon_std,BAmt_Muslim_std,BAmt_Protestant_std,BAmt_Sikh_std,BAmt_std,PB_p_std,PB_std,BS_a_std,Acc_a_std
Baseline,0.03472222222222218,0.08571428571428566,0.03787878787878782,0.05769230769230764,-0.11363636363636358,0.025714285714285662,0.019696969696969702,0.045121951219512145,0.04722222222222216,0.1361111111111111,0.06126014161989761,0.09861111111111105,0.08571428571428566,0.22575757575757574,0.12435897435897432,0.22878787878787876,0.054285714285714236,0.33484848484848484,0.07439024390243898,0.06388888888888884,0.14166666666666666,0.14323098243220184,0.0,0.056172871978969495,0.027743569385404076,0.7046666666666667,0.009820927516479835,0.039769745448785886,0.023956648940669543,0.021452821193181433,0.010713739108887092,0.016659862556700846,0.031272374909924655,0.01523170243511804,0.01666666666666668,0.029658550700086977,0.007261270017983246,0.014829275350043506,0.039769745448785886,0.02414754159168065,0.017948717948717958,0.011134044285378075,0.0057142857142857195,0.011134044285378095,0.012436632959982423,0.011111111111111122,0.02041241452319314,0.005449044527743157,0.0,0.007404745946843223,0.0032367867362589025,0.008524474568362955
Atheist,0.056944444444444395,0.03928571428571426,0.00454545454545454,0.008974358974358979,-0.06969696969696963,0.008571428571428522,-0.03636363636363634,0.02926829268292678,0.033333333333333284,0.05555555555555549,0.038152686744150066,0.14027777777777778,0.06071428571428568,0.0924242424242424,0.08589743589743586,0.17272727272727267,0.0428571428571428,0.1939393939393939,0.0585365853658536,0.07777777777777775,0.07777777777777772,0.10029296922589599,0.04419894333308962,0.0,0.018923420034589477,0.5863333333333334,0.024216105241892636,0.028571428571428567,0.030151134457776327,0.03333333333333331,0.021640692207705606,0.00832993127835038,0.02414754159168065,0.024206625903999024,0.01883980550868128,0.050460839234958234,0.010647683819800288,0.10434244428329417,0.06348710298082562,0.0782029569731148,0.06481653671674122,0.05124707431905384,0.0471644971977691,0.08945811769166978,0.03867988177354564,0.031180478223116204,0.08079466429027218,0.06368421951306709,0.006985521332167099,0.0,0.010453222724327844,0.08491433591829149
Buddhist,0.0319444444444444,0.2607142857142857,0.05303030303030298,0.02435897435897432,-0.04848484848484844,0.01571428571428568,-0.01212121212121212,0.03414634146341458,0.03888888888888882,0.08055555555555549,0.06272318670489391,0.05416666666666664,0.2749999999999999,0.08939393939393936,0.05769230769230762,0.16666666666666663,0.02999999999999998,0.18181818181818177,0.046341463414634076,0.06111111111111106,0.09166666666666663,0.10538570034301731,0.0533388941681624,0.0,0.02235400925523254,0.5543333333333333,0.009419902754340665,0.04601463830973259,0.019755158803644382,0.01307440900921225,0.024242424242424256,0.013850513878332362,0.03910147848655736,0.02660661491374566,0.016197088596792513,0.05513731455910892,0.010052790642293433,0.021245914639969932,0.03312006605534181,0.04322831096268819,0.02689253456846542,0.03951031760728878,0.03708787138784907,0.02395664894066955,0.03650397450511163,0.028598972613852802,0.062484565995566656,0.02662393668261213,0.017332770435528902,0.0,0.006531618474224137,0.06926278462012143
Catholic,2.0643209364124005e-17,0.07142857142857137,0.2636363636363636,0.11923076923076918,-0.08636363636363631,0.07142857142857142,0.028787878787878758,0.0695121951219512,0.07222222222222219,0.07222222222222219,0.08866506122603676,0.09999999999999995,0.13571428571428565,0.5393939393939393,0.3294871794871794,0.24393939393939396,0.15428571428571425,0.33484848484848484,0.14756097560975606,0.17777777777777776,0.11666666666666665,0.22796744177231973,0.06267273715444444,0.0,0.04240386125927614,0.7323333333333334,0.018633899812498203,0.02258769757263126,0.0800883350691061,0.04738389387840084,0.0405426913947262,0.04115674368825123,0.0487210157297379,0.030754927348581693,0.03557291243018251,0.01842569327975223,0.017629018897044192,0.04427049291808117,0.06738557951469003,0.10771437931621954,0.07971431567543494,0.059920363434197564,0.08139096876139494,0.0898166686986602,0.07619755781372346,0.022222222222222195,0.04267303193260338,0.06369806131998207,0.017391374607784227,0.0,0.012219952936753571,0.028217409913424436
Christian,0.008333333333333338,0.09642857142857138,0.14090909090909085,0.17948717948717946,-0.09242424242424237,0.07999999999999996,0.019696969696969702,0.04146341463414632,0.07499999999999998,0.0916666666666666,0.0886933242908852,0.1194444444444444,0.1178571428571428,0.38636363636363635,0.4076923076923077,0.24696969696969698,0.15428571428571425,0.3621212121212121,0.13170731707317068,0.16388888888888886,0.13611111111111107,0.22264414718073247,0.06367372397250444,0.0,0.042817822374811576,0.7713333333333334,0.046564040595111676,0.058248237251071734,0.03790907879756608,0.06599762910889102,0.028101874228774873,0.010497813183356493,0.0461064365294028,0.03563814438098158,0.031180478223116204,0.061864048475889145,0.018941730329599286,0.04819264325804853,0.0331200660553418,0.0672495182459762,0.11399447487677906,0.06803013430498077,0.05830951894845301,0.09332644602687573,0.06225487325902544,0.06419011115717413,0.07777777777777778,0.05238032137980185,0.013258228032884341,0.0,0.012965456825574442,0.014659088951530666
Hindu,0.004166666666666661,0.11071428571428565,0.0848484848484848,0.030769230769230736,0.08484848484848481,0.054285714285714236,0.00757575757575758,0.05487804878048776,0.05277777777777774,0.1333333333333333,0.0651142617545056,0.10972222222222221,0.20357142857142857,0.2333333333333333,0.1487179487179487,0.5727272727272726,0.1114285714285714,0.3075757575757575,0.14999999999999997,0.12499999999999997,0.22777777777777777,0.21898543123543118,0.05546116891238836,0.0,0.042268075310406494,0.7089999999999999,0.029658550700086956,0.026244532958391215,0.03904272341431855,0.03150821981396025,0.07080800876089649,0.022857142857142836,0.012676667068698083,0.024693239916239746,0.029658550700086963,0.038888888888888876,0.01101875034517591,0.07380739030881345,0.08645513169221576,0.08994437624033838,0.06788821689678835,0.0732305816581489,0.09053131153002777,0.08251665941933398,0.09435273723846196,0.053431622393531525,0.1474055462380178,0.07796979162944344,0.012290656501491208,0.0,0.018855151315727944,0.05136579060468596
Jewish,0.022222222222222178,0.08928571428571423,0.10606060606060601,0.05256410256410252,-0.07121212121212118,0.15142857142857138,-0.006060606060606062,0.04512195121951214,0.07222222222222219,0.0972222222222222,0.0771733672831233,0.11388888888888886,0.16785714285714282,0.27575757575757576,0.14999999999999997,0.24696969696969692,0.2657142857142857,0.3242424242424242,0.12317073170731703,0.14444444444444443,0.13611111111111107,0.19481563016928866,0.059742803944023405,0.0,0.029481547001933117,0.7146666666666667,0.043345795928686745,0.049228745543179374,0.06191762649000771,0.017390589700321212,0.03235478258191303,0.05158705738647941,0.04942274675848508,0.018333288266308437,0.03333333333333336,0.03402069087198861,0.01143220926565697,0.08680277773333192,0.09754643059819762,0.06294720629648785,0.08403061337525099,0.044844389657420436,0.16152336028688655,0.10280724517386289,0.08478899168667658,0.07222222222222224,0.06419011115717413,0.08260452721795782,0.008612296152437245,0.0,0.009734967294452382,0.04236612902884671
Mormon,0.0027777777777777597,0.0821428571428571,0.14090909090909087,0.08205128205128201,-0.0848484848484848,0.08285714285714282,0.1954545454545454,0.05731707317073166,0.0472222222222222,0.07222222222222219,0.08950249208785785,0.09722222222222218,0.14642857142857138,0.2681818181818182,0.23846153846153842,0.2606060606060606,0.1314285714285714,0.5681818181818181,0.11829268292682923,0.1583333333333333,0.12222222222222219,0.21093588389929846,0.06399421378079911,0.0,0.045111469188345014,0.7176666666666667,0.027985335666124787,0.0460146383097326,0.04610643652940285,0.03377420480081921,0.028507405639737565,0.02539484119233025,0.05657016576543778,0.030754927348581675,0.05665577237325314,0.044270492918081224,0.0038718296967428264,0.0385401025708656,0.06123724356957946,0.07462794155166515,0.0744694140074749,0.03790907879756606,0.0608779307218929,0.050022951573391455,0.047794921810403485,0.05931710140017396,0.07525676213413372,0.05115072048597089,0.014972953930777367,0.0,0.017070067470962142,0.018696404883173565
Muslim,0.015277777777777779,0.08571428571428566,0.09090909090909087,0.028205128205128178,-0.08181818181818179,0.05999999999999994,-0.003030303030303,0.17560975609756094,0.05277777777777772,0.14166666666666666,0.07880198460076497,0.08749999999999998,0.13571428571428565,0.24545454545454543,0.1358974358974358,0.303030303030303,0.1171428571428571,0.2848484848484848,0.31707317073170727,0.0916666666666666,0.18055555555555552,0.18988833050418408,0.04690830984733418,0.0,0.029625900851986596,0.6839999999999999,0.034971328644483775,0.020824828195876076,0.032847702104058775,0.03984684684082061,0.04322831096268817,0.012453996981544764,0.025171587463388073,0.02228739863719154,0.016197088596792517,0.04922234762963709,0.005435014540883574,0.03943074879605108,0.11214513191505417,0.09098481694546927,0.08498365855987976,0.05002295157339145,0.09768754855587862,0.11171096115858642,0.11009432978821826,0.046976484792466,0.06972166887783965,0.07659671862633961,0.011220422225574019,0.0,0.007225409904439863,0.04910985418200484
Protestant,-0.00694444444444446,0.053571428571428534,0.07575757575757572,0.10769230769230767,-0.10606060606060601,0.052857142857142804,0.02272727272727268,0.018292682926829257,0.2333333333333333,0.08888888888888886,0.08148507386922012,0.13749999999999996,0.10357142857142851,0.3,0.42564102564102557,0.26666666666666666,0.14999999999999997,0.37727272727272726,0.13780487804878044,0.40555555555555556,0.14999999999999997,0.24540122817561832,0.057623016549845786,0.0,0.0468596927765231,0.7553333333333333,0.03621779114001466,0.05050762722761052,0.048152268430517266,0.05166523507592277,0.03141885053534504,0.028784916685156977,0.03030303030303027,0.03272294601219202,0.04598040377013017,0.02721655269759089,0.0046574622787914355,0.06309898162000306,0.0580288457473997,0.06953208427626528,0.08785559845647084,0.0709699298704871,0.07518684209680437,0.06883525267636698,0.07861834859164002,0.10736748938937606,0.098757715747951,0.07145415612879939,0.003140866152226614,0.0,0.013661884778179636,0.03154185931248963
