,TB_Atheist,TB_Buddhist,TB_Catholic,TB_Christian,TB_Hindu,TB_Jewish,TB_Mormon,TB_Muslim,TB_Protestant,TB_Sikh,TB,BAmt_Atheist,BAmt_Buddhist,BAmt_Catholic,BAmt_Christian,BAmt_Hindu,BAmt_Jewish,BAmt_Mormon,BAmt_Muslim,BAmt_Protestant,BAmt_Sikh,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,0.0069444444444444,0.0535714285714285,0.0606060606060606,0.0448717948717948,-0.2272727272727272,0.0428571428571428,-0.0075757575757575,-0.0304878048780487,0.0277777777777777,0.125,0.06269649388551822,0.2847222222222222,0.1964285714285714,0.4090909090909091,0.3012820512820512,0.4090909090909091,0.1142857142857142,0.4772727272727273,0.2012195121951219,0.3333333333333333,0.3194444444444444,0.3046170394646004,0.0,0.08831385315226777,0.0334021543985637,0.695
Atheist,0.0625,0.0535714285714285,-0.0075757575757575,-0.0064102564102564,-0.0833333333333333,0.0142857142857142,-0.0757575757575757,0.0121951219512195,0.0555555555555555,0.0416666666666666,0.041285141010750724,0.1458333333333333,0.0892857142857142,0.1136363636363636,0.0833333333333333,0.2651515151515151,0.0428571428571428,0.2121212121212121,0.0975609756097561,0.1388888888888889,0.0694444444444444,0.1258112923661704,0.0569506103652445,0.0,0.0170353982300884,0.8716666666666667
Buddhist,0.0138888888888888,0.3035714285714285,0.0,-0.0448717948717948,-0.0833333333333333,-0.0071428571428571,-0.0151515151515151,-0.024390243902439,0.0416666666666666,0.0416666666666666,0.05756833951955899,0.125,0.375,0.1666666666666666,0.1217948717948717,0.2196969696969697,0.0357142857142857,0.2121212121212121,0.073170731707317,0.0972222222222222,0.0416666666666666,0.14680536265902114,0.0712129029507078,0.0,0.0108911739502999,0.8633333333333333
Catholic,-0.1875,-0.125,0.3712121212121212,0.1153846153846153,-0.1818181818181818,0.0642857142857142,-0.1439393939393939,0.0182926829268292,0.0555555555555555,-0.0833333333333333,0.13463215984557445,0.4513888888888889,0.4821428571428571,0.6287878787878788,0.4102564102564102,0.4545454545454545,0.2214285714285714,0.4621212121212121,0.298780487804878,0.3888888888888889,0.3611111111111111,0.4159451760976151,0.12422731062974963,0.0,0.0266423103688239,0.5883333333333334
Christian,-0.2152777777777778,0.0535714285714285,0.1363636363636363,0.25,-0.1893939393939394,0.0285714285714285,-0.0075757575757575,-0.0365853658536585,0.0694444444444444,-0.0833333333333333,0.1070117111885404,0.4930555555555556,0.4464285714285714,0.5909090909090909,0.532051282051282,0.5378787878787878,0.2571428571428571,0.5227272727272727,0.3170731707317073,0.5138888888888888,0.3611111111111111,0.45722665884251235,0.08113700662481152,0.0,0.0394433781190019,0.5433333333333333
Hindu,-0.1458333333333333,-0.0178571428571428,0.053030303030303,-0.0192307692307692,0.2272727272727272,-0.0285714285714285,-0.0909090909090909,-0.0365853658536585,0.0277777777777777,0.1111111111111111,0.07581790499473422,0.3402777777777778,0.3392857142857143,0.4015151515151515,0.1987179487179487,0.696969696969697,0.1714285714285714,0.4090909090909091,0.2682926829268293,0.3055555555555556,0.1666666666666666,0.3297800674934821,0.09251784800565284,0.0,0.0372023809523809,0.6666666666666666
Jewish,-0.0833333333333333,0.125,0.1515151515151515,-0.0384615384615384,-0.1666666666666666,0.1928571428571428,-0.0984848484848484,-0.0182926829268292,0.0277777777777777,0.0,0.0902389142023288,0.3333333333333333,0.3392857142857143,0.3484848484848485,0.1666666666666666,0.4090909090909091,0.3214285714285714,0.4166666666666667,0.2378048780487804,0.2777777777777778,0.3333333333333333,0.31838726991166016,0.07746590469151445,0.0,0.0256184486373165,0.6866666666666666
Mormon,-0.1805555555555555,-0.1071428571428571,0.1666666666666666,0.0641025641025641,-0.1742424242424242,0.05,0.1969696969696969,-0.024390243902439,0.0972222222222222,-0.1805555555555555,0.12418477863599812,0.5,0.4642857142857143,0.4545454545454545,0.3846153846153846,0.553030303030303,0.2357142857142857,0.6818181818181818,0.2926829268292683,0.4027777777777778,0.3194444444444444,0.42889144730608136,0.11193218366998851,0.0,0.0376933333333333,0.5716666666666667
Muslim,-0.0486111111111111,-0.0178571428571428,0.0757575757575757,-0.0512820512820512,-0.1136363636363636,0.0428571428571428,-0.0833333333333333,0.1280487804878048,0.0416666666666666,0.0277777777777777,0.06308279457669697,0.2847222222222222,0.2678571428571428,0.3181818181818182,0.1666666666666666,0.4924242424242424,0.1428571428571428,0.3560606060606061,0.3475609756097561,0.2361111111111111,0.2777777777777778,0.2890219705768486,0.06973311241603922,0.0,0.0345824011931394,0.7083333333333334
Protestant,-0.0416666666666666,-0.0357142857142857,-0.0151515151515151,0.0192307692307692,-0.106060606060606,0.0357142857142857,0.0606060606060606,-0.0792682926829268,0.2916666666666667,0.0,0.06850791484937824,0.4722222222222222,0.4642857142857143,0.4696969696969697,0.5192307692307693,0.5303030303030303,0.2642857142857143,0.5606060606060606,0.3719512195121951,0.4861111111111111,0.3611111111111111,0.4499803922364897,0.08735016000259901,0.0,0.0355731225296442,0.55
Sikh,-0.0972222222222222,0.1964285714285714,-0.0454545454545454,-0.0256410256410256,-0.0984848484848484,0.0071428571428571,-0.1363636363636363,0.0670731707317073,0.0277777777777777,0.4166666666666667,0.1118255321913858,0.3333333333333333,0.3392857142857143,0.4090909090909091,0.1666666666666666,0.3863636363636363,0.1642857142857142,0.4090909090909091,0.2378048780487804,0.2777777777777778,0.5,0.3223699538943441,0.11061149216637019,0.0,0.0203802416488983,0.6916666666666667
