,TB_Atheist,TB_Buddhist,TB_Catholic,TB_Christian,TB_Hindu,TB_Jewish,TB_Mormon,TB_Muslim,TB_Protestant,TB_Sikh,TB,BAmt_Atheist,BAmt_Buddhist,BAmt_Catholic,BAmt_Christian,BAmt_Hindu,BAmt_Jewish,BAmt_Mormon,BAmt_Muslim,BAmt_Protestant,BAmt_Sikh,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,0.0416666666666666,0.1428571428571428,0.0151515151515151,0.0512820512820512,-0.2045454545454545,0.0,-0.0909090909090909,0.0060975609756097,0.0416666666666666,0.1527777777777778,0.07469539268319753,0.25,0.3214285714285714,0.3939393939393939,0.2307692307692307,0.4469696969696969,0.1142857142857142,0.4545454545454545,0.2378048780487804,0.3472222222222222,0.2638888888888889,0.3060854051097953,0.0,0.06518446526373353,0.0246428571428571,0.7
Atheist,0.0972222222222222,0.0357142857142857,0.0075757575757575,0.0,-0.106060606060606,0.0071428571428571,-0.0984848484848484,0.0060975609756097,0.0833333333333333,0.0277777777777777,0.04694092492872976,0.1111111111111111,0.0357142857142857,0.1287878787878787,0.0384615384615384,0.2424242424242424,0.0214285714285714,0.2196969696969697,0.0914634146341463,0.1944444444444444,0.0833333333333333,0.11668657900365213,0.05014263514263514,0.0,0.0137606837606837,0.58
Buddhist,-0.0138888888888888,0.25,0.0454545454545454,-0.0256410256410256,-0.1439393939393939,0.0071428571428571,-0.053030303030303,-0.0060975609756097,0.0833333333333333,0.0833333333333333,0.071186124173929,0.1944444444444444,0.2857142857142857,0.2727272727272727,0.141025641025641,0.2803030303030303,0.05,0.2651515151515151,0.1036585365853658,0.2222222222222222,0.1666666666666666,0.19819136148404434,0.04988584586145559,0.0,0.0269047619047618,0.6283333333333333
Catholic,-0.0972222222222222,-0.0178571428571428,0.3106060606060606,0.1089743589743589,-0.2424242424242424,0.0285714285714285,-0.0984848484848484,-0.0060975609756097,0.0138888888888888,-0.0277777777777777,0.095190453178258,0.3333333333333333,0.3392857142857143,0.4772727272727273,0.3269230769230769,0.4242424242424242,0.1285714285714285,0.4469696969696969,0.2378048780487804,0.375,0.25,0.3339403279647182,0.0947304457060554,0.0,0.0321815181518152,0.7266666666666667
Christian,-0.0138888888888888,0.0178571428571428,0.1287878787878787,0.0897435897435897,-0.2651515151515151,0.05,-0.0984848484848484,0.0121951219512195,0.0416666666666666,0.0833333333333333,0.0801108985865083,0.2777777777777778,0.375,0.4318181818181818,0.282051282051282,0.4318181818181818,0.1642857142857142,0.4015151515151515,0.2073170731707317,0.3194444444444444,0.2222222222222222,0.31132500291036874,0.05263772812553299,0.0,0.0455901426718547,0.755
Hindu,-0.0902777777777777,0.0357142857142857,0.0454545454545454,0.0,0.0075757575757575,0.0,-0.0454545454545454,0.0,0.0555555555555555,0.0833333333333333,0.036336580086580056,0.3263888888888889,0.3571428571428571,0.3939393939393939,0.2435897435897435,0.5681818181818182,0.1285714285714285,0.4090909090909091,0.2317073170731707,0.3055555555555556,0.2777777777777778,0.32419456898115434,0.06676790350570835,0.0,0.0191631205673759,0.7016666666666667
Jewish,0.0347222222222222,-0.0178571428571428,0.1287878787878787,0.032051282051282,-0.2196969696969697,0.05,-0.0757575757575757,-0.0060975609756097,0.0972222222222222,0.0,0.0662192854570903,0.2013888888888889,0.1607142857142857,0.3409090909090909,0.1602564102564102,0.4166666666666667,0.1357142857142857,0.3636363636363636,0.1524390243902439,0.2361111111111111,0.1666666666666666,0.23345027939540128,0.0601357348613446,0.0,0.0257936507936507,0.6866666666666666
Mormon,-0.1180555555555555,0.0178571428571428,0.0909090909090909,0.0641025641025641,-0.25,0.0285714285714285,0.2045454545454545,-0.0426829268292682,0.0833333333333333,-0.0416666666666666,0.09417241633705044,0.2986111111111111,0.2321428571428571,0.3333333333333333,0.2435897435897435,0.4621212121212121,0.1,0.5681818181818182,0.2012195121951219,0.2777777777777778,0.2361111111111111,0.29530884765640864,0.10276724291968194,0.0,0.0414432989690721,0.69
Muslim,-0.0625,0.1071428571428571,0.0151515151515151,-0.0064102564102564,-0.2045454545454545,0.0142857142857142,-0.0757575757575757,0.1646341463414634,0.0277777777777777,0.1111111111111111,0.07893164085237252,0.2569444444444444,0.25,0.3181818181818182,0.1987179487179487,0.4015151515151515,0.1285714285714285,0.3333333333333333,0.2865853658536585,0.2777777777777778,0.25,0.27016272683955606,0.04411026304318986,0.0,0.0293478260869565,0.67
Protestant,-0.0277777777777777,-0.0357142857142857,0.0833333333333333,0.2115384615384615,-0.2575757575757575,0.0,-0.0833333333333333,-0.0609756097560975,0.1805555555555555,0.0555555555555555,0.09963596701401575,0.25,0.3214285714285714,0.3712121212121212,0.2884615384615384,0.4242424242424242,0.1142857142857142,0.4166666666666667,0.2439024390243902,0.2916666666666667,0.25,0.29718661419880926,0.08402444439029803,0.0,0.0385282651072124,0.76
Sikh,-0.0416666666666666,0.0357142857142857,0.0378787878787878,0.0128205128205128,-0.1893939393939394,0.0428571428571428,-0.0757575757575757,0.0365853658536585,0.0277777777777777,0.25,0.0750452054720347,0.2777777777777778,0.25,0.3257575757575757,0.1538461538461538,0.3863636363636363,0.1,0.3333333333333333,0.1585365853658536,0.25,0.3055555555555556,0.2541170617999886,0.046642409081433446,0.0,0.0336451612903225,0.665
