,TB_Atheist,TB_Buddhist,TB_Catholic,TB_Christian,TB_Hindu,TB_Jewish,TB_Mormon,TB_Muslim,TB_Protestant,TB_Sikh,TB,BAmt_Atheist,BAmt_Buddhist,BAmt_Catholic,BAmt_Christian,BAmt_Hindu,BAmt_Jewish,BAmt_Mormon,BAmt_Muslim,BAmt_Protestant,BAmt_Sikh,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,0.0347222222222222,0.1071428571428571,0.1212121212121212,0.1153846153846153,-0.3484848484848485,0.0857142857142857,0.0454545454545454,0.0060975609756097,0.0555555555555555,0.2916666666666667,0.12114352788133273,0.4097222222222222,0.25,0.6515151515151515,0.4358974358974359,0.6212121212121212,0.1714285714285714,0.8181818181818182,0.274390243902439,0.3888888888888889,0.4861111111111111,0.45073475643597594,0.0,0.14783656688839614,0.0334021543985637,0.695
Atheist,0.1041666666666666,0.0892857142857142,0.0151515151515151,0.0064102564102564,-0.1363636363636363,0.0285714285714285,-0.106060606060606,0.0304878048780487,0.0833333333333333,0.0694444444444444,0.06692754061656495,0.2291666666666666,0.125,0.1363636363636363,0.1346153846153846,0.4242424242424242,0.0571428571428571,0.3484848484848485,0.1280487804878048,0.1944444444444444,0.0972222222222222,0.18747312646702885,0.09975060170182122,0.0,0.0170353982300884,0.8716666666666667
Buddhist,0.0486111111111111,0.6071428571428571,0.0378787878787878,-0.0256410256410256,-0.1287878787878787,-0.0071428571428571,0.0075757575757575,-0.0182926829268292,0.0694444444444444,0.0694444444444444,0.10199618470959929,0.1736111111111111,0.6785714285714286,0.2196969696969697,0.1666666666666666,0.3712121212121212,0.0357142857142857,0.3560606060606061,0.0792682926829268,0.125,0.0694444444444444,0.22752459261605598,0.13491821186943137,0.0,0.0108911739502999,0.8633333333333333
Catholic,-0.1666666666666666,-0.0714285714285714,0.7196969696969697,0.2884615384615384,-0.2121212121212121,0.1714285714285714,-0.1287878787878787,0.1158536585365853,0.1944444444444444,-0.0138888888888888,0.2082778400461327,0.5277777777777778,0.5714285714285714,1.1893939393939394,0.6987179487179487,0.6212121212121212,0.3571428571428571,0.7196969696969697,0.4085365853658536,0.5833333333333334,0.4305555555555556,0.6107795659624927,0.2102042977347855,0.0,0.0266423103688239,0.5883333333333334
Christian,-0.2083333333333333,0.1428571428571428,0.3106060606060606,0.5,-0.2575757575757575,0.1142857142857142,0.0606060606060606,0.0426829268292682,0.1944444444444444,-0.0277777777777777,0.1859169218315559,0.5972222222222222,0.5357142857142857,1.0378787878787878,1.0128205128205128,0.7121212121212122,0.3857142857142857,0.8484848484848485,0.4207317073170731,0.7222222222222222,0.4166666666666667,0.6689576751162118,0.14823298990981917,0.0,0.0394433781190019,0.5433333333333333
Hindu,-0.125,0.0714285714285714,0.1893939393939394,0.0064102564102564,0.4393939393939394,0.0071428571428571,-0.0681818181818181,0.024390243902439,0.0694444444444444,0.2361111111111111,0.12368971814093763,0.375,0.5,0.5681818181818182,0.2756410256410256,1.3636363636363635,0.2071428571428571,0.6287878787878788,0.3536585365853658,0.4027777777777778,0.2916666666666667,0.49664929244197537,0.14404163925505387,0.0,0.0372023809523809,0.6666666666666666
Jewish,-0.0416666666666666,0.2321428571428571,0.3181818181818182,0.0064102564102564,-0.2424242424242424,0.4142857142857143,-0.0833333333333333,0.048780487804878,0.0972222222222222,0.1111111111111111,0.15955587095830998,0.4027777777777778,0.4464285714285714,0.5757575757575758,0.2371794871794871,0.6212121212121212,0.5857142857142857,0.6742424242424242,0.3170731707317073,0.4305555555555556,0.4444444444444444,0.4735385414043951,0.13356580073043486,0.0,0.0256184486373165,0.6866666666666666
Mormon,-0.1527777777777778,-0.0892857142857142,0.3560606060606061,0.1923076923076923,-0.25,0.1428571428571428,0.4318181818181818,0.0365853658536585,0.1944444444444444,-0.1527777777777778,0.1998914703182996,0.5833333333333334,0.6607142857142857,0.7348484848484849,0.5897435897435898,0.8257575757575758,0.3714285714285714,1.2954545454545454,0.3902439024390244,0.5555555555555556,0.3472222222222222,0.6354302066497188,0.18515126134028573,0.0,0.0376933333333333,0.5716666666666667
Muslim,0.0069444444444444,0.0357142857142857,0.1818181818181818,-0.0192307692307692,-0.1439393939393939,0.1142857142857142,-0.0909090909090909,0.3231707317073171,0.0972222222222222,0.1388888888888889,0.1152123723160308,0.3541666666666667,0.3214285714285714,0.5151515151515151,0.2115384615384615,0.7803030303030303,0.2142857142857142,0.5454545454545454,0.6036585365853658,0.2916666666666667,0.4166666666666667,0.42543203747472036,0.11754259290844656,0.0,0.0345824011931394,0.7083333333333334
Protestant,-0.0277777777777777,0.0,0.0454545454545454,0.0961538461538461,-0.1590909090909091,0.1142857142857142,0.1287878787878787,-0.0670731707317073,0.5833333333333334,0.0555555555555555,0.12775127311712675,0.5833333333333334,0.5357142857142857,0.7878787878787878,0.9551282051282052,0.7348484848484849,0.3857142857142857,0.8863636363636364,0.4939024390243902,0.8888888888888888,0.4166666666666667,0.6668439013560966,0.14029895240261092,0.0,0.0355731225296442,0.55
Sikh,-0.0694444444444444,0.3571428571428571,0.0227272727272727,0.0384615384615384,-0.1363636363636363,0.0642857142857142,-0.1212121212121212,0.1951219512195122,0.0833333333333333,0.7916666666666666,0.18797595358570965,0.375,0.5357142857142857,0.5984848484848485,0.2307692307692307,0.6212121212121212,0.2357142857142857,0.6515151515151515,0.3658536585365853,0.3888888888888889,0.9305555555555556,0.4933708026390953,0.1646593210312723,0.0,0.0203802416488983,0.6916666666666667
