,TB_Atheist,TB_Buddhist,TB_Catholic,TB_Christian,TB_Hindu,TB_Jewish,TB_Mormon,TB_Muslim,TB_Protestant,TB_Sikh,TB,BAmt_Atheist,BAmt_Buddhist,BAmt_Catholic,BAmt_Christian,BAmt_Hindu,BAmt_Jewish,BAmt_Mormon,BAmt_Muslim,BAmt_Protestant,BAmt_Sikh,BAmt,PB_p,PB
Baseline,0.0763888888888889,0.1428571428571428,0.0151515151515151,0.0897435897435897,-0.303030303030303,-0.0142857142857142,0.1212121212121212,-0.0121951219512195,0.0972222222222222,0.1388888888888889,0.10109755082316056,0.3402777777777778,0.2142857142857142,0.5454545454545454,0.3846153846153846,0.6363636363636364,0.1714285714285714,0.803030303030303,0.2682926829268293,0.375,0.3611111111111111,0.40998597269938725,0.0,0.12316436916741794
Atheist,0.1805555555555555,0.0535714285714285,0.053030303030303,0.1025641025641025,-0.1439393939393939,0.0285714285714285,-0.1287878787878787,0.0121951219512195,0.0833333333333333,0.0972222222222222,0.08837707685268656,0.25,0.125,0.3106060606060606,0.2435897435897435,0.3863636363636363,0.0857142857142857,0.4318181818181818,0.1829268292682926,0.3055555555555556,0.2083333333333333,0.25299076262490894,0.0776045533057728,0.0
Buddhist,0.0625,0.5535714285714286,0.0681818181818181,-0.0128205128205128,-0.1515151515151515,0.0428571428571428,-0.1590909090909091,0.0426829268292682,0.1111111111111111,0.3333333333333333,0.15376643343106755,0.2013888888888889,0.6607142857142857,0.3712121212121212,0.1666666666666666,0.4545454545454545,0.1142857142857142,0.4924242424242424,0.2256097560975609,0.3055555555555556,0.3888888888888889,0.3381291574279379,0.133237000127244,0.0
Catholic,-0.1597222222222222,0.0714285714285714,0.4924242424242424,0.1666666666666666,-0.4242424242424242,0.2071428571428571,0.0833333333333333,0.1158536585365853,-0.0138888888888888,0.1111111111111111,0.18458139759969022,0.6041666666666666,0.6428571428571429,1.2196969696969695,0.8333333333333334,0.8181818181818182,0.3928571428571428,0.8560606060606061,0.5426829268292683,0.6805555555555556,0.5,0.7090392162038504,0.15091926366316605,0.0
Christian,0.0625,0.1607142857142857,0.2121212121212121,0.3653846153846153,-0.3181818181818182,0.15,-0.1818181818181818,-0.048780487804878,0.0416666666666666,0.4166666666666667,0.19578339343583245,0.4930555555555556,0.5892857142857143,0.9242424242424242,0.8910256410256411,0.696969696969697,0.3071428571428571,0.9393939393939394,0.4268292682926829,0.4861111111111111,0.6666666666666666,0.6420722874686289,0.13567429860112784,0.0
Hindu,-0.1041666666666666,0.3392857142857143,0.1590909090909091,0.0192307692307692,-0.0075757575757575,0.1142857142857142,-0.0833333333333333,0.0365853658536585,0.1527777777777778,0.3194444444444444,0.13357764525447446,0.6875,0.875,0.9318181818181818,0.6602564102564102,1.2045454545454546,0.4857142857142857,0.9772727272727272,0.573170731707317,0.5972222222222222,0.625,0.7617500013536599,0.15048993689237591,0.0
Jewish,0.0555555555555555,0.2678571428571428,0.1136363636363636,0.0448717948717948,-0.2196969696969697,0.2642857142857143,-0.1590909090909091,0.0060975609756097,0.2222222222222222,0.2777777777777778,0.16310920109700594,0.375,0.5178571428571429,0.7196969696969697,0.4038461538461538,0.6287878787878788,0.4214285714285714,0.8106060606060606,0.3719512195121951,0.4722222222222222,0.5,0.5221396218957194,0.12135793407134869,0.0
Mormon,-0.0694444444444444,0.1071428571428571,0.2575757575757575,0.0705128205128205,-0.3560606060606061,0.1142857142857142,0.2651515151515151,0.1524390243902439,0.0277777777777777,0.1527777777777778,0.15731682951195142,0.4583333333333333,0.4285714285714285,0.6363636363636364,0.5705128205128205,0.7045454545454546,0.3285714285714285,1.068181818181818,0.3963414634146341,0.5,0.4305555555555556,0.552197693905011,0.10167112359185526,0.0
Muslim,0.0069444444444444,0.1785714285714285,0.1439393939393939,-0.0384615384615384,-0.3333333333333333,0.0785714285714285,-0.0227272727272727,0.274390243902439,0.0277777777777777,0.4444444444444444,0.15491613061735007,0.3819444444444444,0.3571428571428571,0.6287878787878788,0.5256410256410257,0.8181818181818182,0.3357142857142857,0.8257575757575758,0.5792682926829268,0.4166666666666667,0.6388888888888888,0.5507993733908367,0.12908366701049626,0.0
Protestant,-0.0277777777777777,0.125,0.0454545454545454,0.141025641025641,-0.3106060606060606,0.0857142857142857,-0.0151515151515151,0.0,0.625,0.2361111111111111,0.16118409368409367,0.5972222222222222,0.4821428571428571,0.7727272727272727,1.0384615384615383,0.7651515151515151,0.3285714285714285,0.9848484848484848,0.4390243902439024,1.0416666666666667,0.625,0.7074816376035888,0.10847434069995043,0.0
Sikh,0.0416666666666666,0.25,0.1363636363636363,0.032051282051282,-0.4015151515151515,0.0785714285714285,0.0151515151515151,0.073170731707317,0.1944444444444444,0.5694444444444444,0.1792379300915886,0.4722222222222222,0.6071428571428571,0.6060606060606061,0.4423076923076923,0.7196969696969697,0.2785714285714286,0.803030303030303,0.3780487804878049,0.5,0.7361111111111112,0.5543191970630994,0.12313157371084198,0.0
