,TB_Atheist,TB_Buddhist,TB_Catholic,TB_Christian,TB_Hindu,TB_Jewish,TB_Mormon,TB_Muslim,TB_Protestant,TB_Sikh,TB,BAmt_Atheist,BAmt_Buddhist,BAmt_Catholic,BAmt_Christian,BAmt_Hindu,BAmt_Jewish,BAmt_Mormon,BAmt_Muslim,BAmt_Protestant,BAmt_Sikh,BAmt,PB_p,PB,BS_d,Acc_d
Baseline,0.0208333333333333,0.0,0.0378787878787878,-0.0128205128205128,-0.0606060606060606,0.0428571428571428,-0.0378787878787878,-0.0060975609756097,0.0277777777777777,0.0,0.02467499641280125,0.0902777777777777,0.0714285714285714,0.053030303030303,0.0641025641025641,0.1212121212121212,0.0714285714285714,0.0984848484848484,0.0670731707317073,0.1111111111111111,0.0555555555555555,0.0803704594863131,0.0,0.02702359936811154,0.082142857142857,0.8533333333333334
Atheist,0.0208333333333333,0.0178571428571428,0.0606060606060606,0.0064102564102564,-0.0833333333333333,0.0071428571428571,-0.0757575757575757,0.0182926829268292,0.0555555555555555,0.0,0.03457887979229439,0.0763888888888889,0.0178571428571428,0.0606060606060606,0.0705128205128205,0.1136363636363636,0.0928571428571428,0.0909090909090909,0.0304878048780487,0.0555555555555555,0.0555555555555555,0.06643664262566698,0.02083035528157478,0.0,0.1179487179487179,0.58
Buddhist,0.0486111111111111,0.0357142857142857,-0.0075757575757575,-0.0512820512820512,-0.0227272727272727,-0.0214285714285714,-0.053030303030303,0.0060975609756097,0.0972222222222222,0.0694444444444444,0.041313358051162895,0.1180555555555555,0.0714285714285714,0.053030303030303,0.1153846153846153,0.1136363636363636,0.1071428571428571,0.0984848484848484,0.0426829268292682,0.1527777777777778,0.0972222222222222,0.09698460414923825,0.041580817556427285,0.0,0.1428571428571428,0.6283333333333333
Catholic,-0.0208333333333333,0.0178571428571428,0.0606060606060606,0.0448717948717948,-0.0606060606060606,0.0571428571428571,-0.0757575757575757,-0.0121951219512195,-0.0138888888888888,0.0,0.03637588360149332,0.1180555555555555,0.0535714285714285,0.0909090909090909,0.1089743589743589,0.1515151515151515,0.1571428571428571,0.1515151515151515,0.0609756097560975,0.1527777777777778,0.0833333333333333,0.11287703150508024,0.02398721197501683,0.0,0.0970297029702971,0.7266666666666667
Christian,0.0277777777777777,0.0357142857142857,0.0227272727272727,0.0064102564102564,-0.0681818181818181,0.0,-0.0757575757575757,0.0060975609756097,0.0555555555555555,0.0555555555555555,0.0353777658655707,0.0972222222222222,0.0714285714285714,0.0681818181818181,0.0833333333333333,0.1439393939393939,0.1142857142857142,0.1212121212121212,0.0914634146341463,0.1111111111111111,0.1111111111111111,0.10132888114595429,0.026088115813725533,0.0,0.1478599221789882,0.755
Hindu,0.0,0.0178571428571428,0.0606060606060606,0.0128205128205128,-0.0454545454545454,-0.0428571428571428,-0.0454545454545454,0.0182926829268292,0.0416666666666666,0.0138888888888888,0.02988981885323344,0.0833333333333333,0.0178571428571428,0.0757575757575757,0.0641025641025641,0.1363636363636363,0.1,0.106060606060606,0.0548780487804878,0.0694444444444444,0.0694444444444444,0.07772417961442349,0.02476683546805495,0.0,0.0595744680851064,0.7016666666666667
Jewish,0.0138888888888888,0.0178571428571428,0.0075757575757575,0.0,-0.053030303030303,-0.0142857142857142,-0.0378787878787878,0.0304878048780487,0.0555555555555555,0.0138888888888888,0.02444488438390871,0.0694444444444444,0.0892857142857142,0.053030303030303,0.0769230769230769,0.1136363636363636,0.1,0.1136363636363636,0.0548780487804878,0.1111111111111111,0.0694444444444444,0.08513898702923091,0.021089577766407,0.0,0.1082251082251082,0.6866666666666666
Mormon,0.0,0.0714285714285714,0.0,-0.0192307692307692,-0.0227272727272727,0.0,-0.053030303030303,-0.0060975609756097,0.0694444444444444,0.0694444444444444,0.031140336628141484,0.125,0.1428571428571428,0.106060606060606,0.0961538461538461,0.1439393939393939,0.1428571428571428,0.1439393939393939,0.0670731707317073,0.125,0.125,0.12178806965392326,0.03435495060495059,0.0,0.1381443298969071,0.69
Muslim,0.0625,0.0,0.0227272727272727,0.0128205128205128,-0.0454545454545454,-0.0142857142857142,-0.0681818181818181,-0.024390243902439,0.0833333333333333,0.0138888888888888,0.03475823295945243,0.0763888888888889,0.1071428571428571,0.0681818181818181,0.0897435897435897,0.1363636363636363,0.1285714285714285,0.1287878787878787,0.0609756097560975,0.1111111111111111,0.0694444444444444,0.09767112629917503,0.02727937374278836,0.0,0.108695652173913,0.67
Protestant,0.0138888888888888,0.0178571428571428,0.0303030303030303,0.0192307692307692,-0.0681818181818181,0.0,-0.053030303030303,-0.0121951219512195,0.0972222222222222,0.0138888888888888,0.03257981855542826,0.0833333333333333,0.0892857142857142,0.0606060606060606,0.0833333333333333,0.1590909090909091,0.1142857142857142,0.1136363636363636,0.073170731707317,0.0972222222222222,0.0694444444444444,0.0943408826945412,0.02194439368219854,0.0,0.1306042884990252,0.76
Sikh,0.0208333333333333,0.0357142857142857,0.0454545454545454,-0.0064102564102564,-0.0454545454545454,-0.0357142857142857,-0.0681818181818181,0.0060975609756097,0.0694444444444444,0.0555555555555555,0.03888606312386796,0.1041666666666666,0.0714285714285714,0.0909090909090909,0.1089743589743589,0.1363636363636363,0.1214285714285714,0.1742424242424242,0.0792682926829268,0.0972222222222222,0.0833333333333333,0.10673371682518021,0.028314361789971532,0.0,0.1354838709677419,0.665
