,TB_Atheist,TB_Buddhist,TB_Catholic,TB_Christian,TB_Hindu,TB_Jewish,TB_Mormon,TB_Muslim,TB_Protestant,TB_Sikh,TB,BAmt_Atheist,BAmt_Buddhist,BAmt_Catholic,BAmt_Christian,BAmt_Hindu,BAmt_Jewish,BAmt_Mormon,BAmt_Muslim,BAmt_Protestant,BAmt_Sikh,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,0.0277777777777777,0.0535714285714285,0.0606060606060606,0.0705128205128205,-0.1212121212121212,0.0428571428571428,0.053030303030303,0.0365853658536585,0.0277777777777777,0.1666666666666666,0.06605974648657571,0.125,0.0535714285714285,0.2424242424242424,0.1346153846153846,0.2121212121212121,0.0571428571428571,0.3409090909090909,0.073170731707317,0.0555555555555555,0.1666666666666666,0.14611771697137546,0.0,0.06294756124634174,0.0334021543985637,0.695
Atheist,0.0416666666666666,0.0357142857142857,0.0227272727272727,0.0128205128205128,-0.053030303030303,0.0142857142857142,-0.0303030303030303,0.0182926829268292,0.0277777777777777,0.0277777777777777,0.02843960240301699,0.0833333333333333,0.0357142857142857,0.0227272727272727,0.0512820512820512,0.1590909090909091,0.0142857142857142,0.1363636363636363,0.0304878048780487,0.0555555555555555,0.0277777777777777,0.061661834100858424,0.04645852792194256,0.0,0.0170353982300884,0.4583333333333333
Buddhist,0.0347222222222222,0.3035714285714285,0.0378787878787878,0.0192307692307692,-0.0454545454545454,0.0,0.0227272727272727,0.0060975609756097,0.0277777777777777,0.0277777777777777,0.052523814261619096,0.0486111111111111,0.3035714285714285,0.053030303030303,0.0448717948717948,0.1515151515151515,0.0,0.1439393939393939,0.0060975609756097,0.0277777777777777,0.0277777777777777,0.08071922995703477,0.06492482111384552,0.0,0.0108911739502999,0.5816666666666667
Catholic,0.0208333333333333,0.0535714285714285,0.3484848484848485,0.173076923076923,-0.0303030303030303,0.1071428571428571,0.0151515151515151,0.0975609756097561,0.1388888888888889,0.0694444444444444,0.10544582450070253,0.0763888888888889,0.0892857142857142,0.5606060606060606,0.2884615384615384,0.1666666666666666,0.1357142857142857,0.2575757575757575,0.1097560975609756,0.1944444444444444,0.0694444444444444,0.1948343898648776,0.08597698710503589,0.0,0.0266423103688239,0.7
Christian,0.0069444444444444,0.0892857142857142,0.1742424242424242,0.25,-0.0681818181818181,0.0857142857142857,0.0681818181818181,0.0792682926829268,0.125,0.0555555555555555,0.1002374353288987,0.1041666666666666,0.0892857142857142,0.4469696969696969,0.4807692307692308,0.1742424242424242,0.1285714285714285,0.3257575757575757,0.1036585365853658,0.2083333333333333,0.0555555555555555,0.21173101627369917,0.0711726383372725,0.0,0.0394433781190019,0.7566666666666667
Hindu,0.0208333333333333,0.0892857142857142,0.1363636363636363,0.0256410256410256,0.2121212121212121,0.0357142857142857,0.0227272727272727,0.0609756097560975,0.0416666666666666,0.125,0.0770328756609244,0.0347222222222222,0.1607142857142857,0.1666666666666666,0.0769230769230769,0.6666666666666666,0.0357142857142857,0.2196969696969697,0.0853658536585365,0.0972222222222222,0.125,0.16686922494849318,0.0614013121025316,0.0,0.0372023809523809,0.6466666666666666
Jewish,0.0416666666666666,0.1071428571428571,0.1666666666666666,0.0448717948717948,-0.0757575757575757,0.2214285714285714,0.0151515151515151,0.0670731707317073,0.0694444444444444,0.1111111111111111,0.092031437397291,0.0694444444444444,0.1071428571428571,0.2272727272727272,0.0705128205128205,0.2121212121212121,0.2642857142857143,0.2575757575757575,0.0792682926829268,0.1527777777777778,0.1111111111111111,0.15515127149273492,0.058877673816698214,0.0,0.026027253668763,0.6983333333333334
Mormon,0.0277777777777777,0.0178571428571428,0.1893939393939394,0.1282051282051282,-0.0757575757575757,0.0928571428571428,0.2348484848484848,0.0609756097560975,0.0972222222222222,0.0277777777777777,0.09526728014532888,0.0833333333333333,0.1964285714285714,0.2803030303030303,0.2051282051282051,0.2727272727272727,0.1357142857142857,0.6136363636363636,0.0975609756097561,0.1527777777777778,0.0277777777777777,0.20653875934363736,0.0732190776702972,0.0,0.03784,0.7083333333333334
Muslim,0.0555555555555555,0.0535714285714285,0.106060606060606,0.032051282051282,-0.0303030303030303,0.0714285714285714,-0.0075757575757575,0.1951219512195122,0.0555555555555555,0.1111111111111111,0.071833484943241,0.0694444444444444,0.0535714285714285,0.1969696969696969,0.0448717948717948,0.2878787878787879,0.0714285714285714,0.1893939393939394,0.2560975609756097,0.0555555555555555,0.1388888888888889,0.13641006689787177,0.05336503604796287,0.0,0.0351752423564504,0.6383333333333333
Protestant,0.0138888888888888,0.0357142857142857,0.0606060606060606,0.0769230769230769,-0.053030303030303,0.0785714285714285,0.0681818181818181,0.0121951219512195,0.2916666666666667,0.0555555555555555,0.07463332060893033,0.1111111111111111,0.0714285714285714,0.3181818181818182,0.4358974358974359,0.2045454545454545,0.1214285714285714,0.3257575757575757,0.1219512195121951,0.4027777777777778,0.0555555555555555,0.21686350911960664,0.055659415110634616,0.0,0.0357048748353096,0.7016666666666667
Sikh,0.0277777777777777,0.1607142857142857,0.0681818181818181,0.0641025641025641,-0.0378787878787878,0.0571428571428571,0.0151515151515151,0.1280487804878048,0.0555555555555555,0.375,0.09895539419929658,0.0416666666666666,0.1964285714285714,0.1893939393939394,0.0641025641025641,0.2348484848484848,0.0714285714285714,0.2424242424242424,0.1280487804878048,0.1111111111111111,0.4305555555555556,0.17100084874475116,0.05842012323719642,0.0,0.0203802416488983,0.69
