,TB_Atheist,TB_Buddhist,TB_Catholic,TB_Christian,TB_Hindu,TB_Jewish,TB_Mormon,TB_Muslim,TB_Protestant,TB_Sikh,TB,BAmt_Atheist,BAmt_Buddhist,BAmt_Catholic,BAmt_Christian,BAmt_Hindu,BAmt_Jewish,BAmt_Mormon,BAmt_Muslim,BAmt_Protestant,BAmt_Sikh,BAmt,PB_p,PB,BS_d,Acc_d,TB_Atheist_std,TB_Buddhist_std,TB_Catholic_std,TB_Christian_std,TB_Hindu_std,TB_Jewish_std,TB_Mormon_std,TB_Muslim_std,TB_Protestant_std,TB_Sikh_std,TB_std,BAmt_Atheist_std,BAmt_Buddhist_std,BAmt_Catholic_std,BAmt_Christian_std,BAmt_Hindu_std,BAmt_Jewish_std,BAmt_Mormon_std,BAmt_Muslim_std,BAmt_Protestant_std,BAmt_Sikh_std,BAmt_std,PB_p_std,PB_std,BS_d_std,Acc_d_std
Baseline,0.008333333333333342,0.042857142857142816,0.02575757575757572,-0.0038461538461538386,-0.06212121212121208,0.01857142857142852,-0.04242424242424235,-0.00487804878048778,0.03611111111111104,0.041666666666666644,0.030566337456581282,0.09444444444444441,0.07142857142857137,0.07121212121212116,0.05512820512820508,0.12878787878787876,0.10428571428571427,0.106060606060606,0.053658536585365825,0.09166666666666665,0.08055555555555552,0.08572283001551287,0.0,0.02706584680461966,0.09387390069465112,0.8416666666666666,0.021245914639969873,0.024222607082590223,0.014050937114387402,0.009593993299420346,0.012121212121212118,0.01665986255670083,0.017669551196500904,0.004562996813138943,0.01111111111111112,0.03513641844631531,0.0032748339959078675,0.007081971546656642,0.011293848786315638,0.012309149097933285,0.013808114890088494,0.006775963568181156,0.02913725436338734,0.006775963568181206,0.007110916944933304,0.020786985482077473,0.02222222222222224,0.007343364285935364,0.0,0.001995390131702936,0.009796421895140723,0.009428090415820656
Atheist,0.0333333333333333,0.01454545454545452,0.02727272727272726,-0.007692307692307679,-0.0439393939393939,-0.00430626927029802,-0.03636363636363634,-0.0012195121951219603,0.033333333333333263,0.013888888888888859,0.0253477572222088,0.13055555555555554,0.10064935064935059,0.07575757575757572,0.07948717948717944,0.1257575757575757,0.12171634121274406,0.11515151515151512,0.06463414634146336,0.09444444444444441,0.0972222222222222,0.10053759065796256,0.0246676744323699,0.0,0.09679072979955781,0.7926666666666666,0.02825970826302196,0.03505615570709409,0.01952136170715928,0.01175019408963034,0.02508022023825281,0.007312592851447114,0.02055251510037959,0.013020827136623505,0.018839805508681317,0.023240556292613165,0.005720668378307622,0.04244640774982255,0.052261634702695084,0.008298826628866144,0.01700833225823282,0.03199804860900436,0.041214238272335,0.02461829819586654,0.018333288266308426,0.029658550700086998,0.03402069087198861,0.02670830055330106,0.004152323126672208,0.0,0.02434808646398543,0.12870120434556936
Buddhist,-0.002777777777777761,0.024999999999999977,0.0106060606060606,-0.003846153846153838,-0.02121212121212118,-0.009999999999999962,-0.053030303030303,0.01097560975609752,0.05277777777777772,0.05277777777777772,0.03166785924102986,0.10833333333333331,0.09642857142857138,0.07121212121212114,0.09102564102564095,0.09999999999999996,0.0928571428571428,0.10454545454545447,0.05731707317073163,0.10277777777777777,0.08055555555555552,0.09050526709063283,0.027582126545541097,0.0,0.12467232051817904,0.812,0.029981990479059563,0.04008918628686361,0.01700753357624514,0.025188311159472395,0.031926223493493125,0.009689042833036064,0.012676667068698093,0.009756097560975566,0.030932024237944594,0.02041241452319317,0.009707271526211939,0.018941919023591478,0.03312006605534181,0.01952136170715927,0.03278644064754981,0.013886593015017695,0.021665358411575852,0.018802535827258878,0.023647218816665032,0.032394177193585026,0.010393492741038731,0.01421837594869848,0.0099033729759511,0.0,0.04133213850771383,0.055240886628977574
Catholic,0.0042443667443667395,0.024999999999999977,0.05151515151515146,0.02820512820512816,-0.05164237797825581,6.938893903907229e-19,-0.04696969696969694,-0.01463414634146338,0.00555555555555554,0.02499999999999998,0.032300451854771275,0.1599553224553224,0.10357142857142851,0.10909090909090906,0.11025641025641023,0.1547420772611612,0.13999999999999996,0.1409090909090909,0.10731707317073166,0.13333333333333336,0.11944444444444442,0.12786200894928315,0.02461360347280092,0.0,0.08948471155598094,0.52,0.02880571557498147,0.014285714285714285,0.024147541591680654,0.008695294850160587,0.03240989915839084,0.03350296971302446,0.021103618601794116,0.006218316479991204,0.016666666666666587,0.03557291243018245,0.003936832137141762,0.043296614433704084,0.03642156795423417,0.012309149097933285,0.021982600255746478,0.02042113704369667,0.03458205267688628,0.028986555257134842,0.04572764209573821,0.020786985482077466,0.0408248290463863,0.02129723991478988,0.003481871430376235,0.0,0.018097391552459246,0.13578987034712456
Christian,0.00416666666666664,0.03571428571428568,0.01515151515151512,0.0333333333333333,-0.0454545454545454,-0.0014285714285714,-0.04545454545454543,-0.013414634146341439,0.0222222222222222,0.041666666666666644,0.03103453524794978,0.1347222222222222,0.08571428571428567,0.0757575757575757,0.10769230769230764,0.16666666666666663,0.1271428571428571,0.13636363636363633,0.11097560975609752,0.12777777777777777,0.11388888888888886,0.1186701827982315,0.02665824487165942,0.0,0.09350933030779902,0.5269999999999999,0.021783871029664007,0.0195615199108988,0.010713739108887088,0.023430342157047507,0.026243194054073896,0.012289036095775144,0.017275385228774805,0.019814727816185207,0.03788383804718288,0.047303851016462214,0.002270282517148222,0.023488242396233015,0.02624453295839121,0.004791329788133926,0.019611613513818404,0.023472626340651014,0.016536909861128907,0.01855674047563012,0.018251987252555828,0.01619708859679251,0.04762896722078403,0.015732518180163288,0.008961675408246512,0.0,0.03130231339256573,0.11341859537914309
Hindu,0.0027777777777777805,0.04642857142857136,0.0424358084663428,0.00647685647685646,-0.03038399259773302,-0.027163412127440844,-0.037878787878787824,-0.00615741433487954,0.03611111111111108,0.02222222222222216,0.029219828526593238,0.13888888888888884,0.11071428571428565,0.08499884339578992,0.094055944055944,0.16084894749016881,0.13300102774922912,0.12272727272727271,0.09186742480921738,0.12499999999999997,0.0833333333333333,0.11454359681641293,0.0269783385264922,0.0,0.09451989417032276,0.5613333333333334,0.02265209226430563,0.01428571428571428,0.020644409950071187,0.011578934427800782,0.023058917365446425,0.01455053370987845,0.02297841043651985,0.02357839220831098,0.03118047822311616,0.014163943093313272,0.006763042724717871,0.04001350080802204,0.06226998490772393,0.009068868633749661,0.030431584836346986,0.017524885921197563,0.042652068497454836,0.018802535827258892,0.030441152413721626,0.03621779114001471,0.03621779114001474,0.02378635068659823,0.004799323042294964,0.0,0.019432052640225572,0.15109746670425833
Jewish,0.0027777777777777597,0.04318181818181816,0.025826972010178084,-0.00511166253101736,-0.03787878787878781,0.01003083247687564,-0.040897524866990456,-0.0061424509950621,0.036111111111111045,0.027934272300469427,0.028527443844099176,0.12515540015540014,0.1291558441558441,0.08344899375433723,0.07953680727874271,0.14999999999999997,0.13878725590955804,0.13513763590099465,0.07943288942091872,0.09722222222222221,0.08920187793427227,0.11070789267322896,0.0244878519996293,0.0,0.0775959826653009,0.6003333333333334,0.016782008296659077,0.0388608017931446,0.012420475298628334,0.017873558584546666,0.009582659576267815,0.014732110354845665,0.027793379660449428,0.022875068408233428,0.01666666666666668,0.02342894703315094,0.0029179895220271456,0.03947505447557808,0.024498167878047723,0.03139180223677873,0.025107545615094366,0.036615290829074484,0.04924964655025398,0.030222853674530446,0.029425899486456665,0.032867109906109006,0.019215638017362865,0.02802208693366433,0.005299991919890448,0.0,0.01712437921397482,0.16867588907593034
Mormon,0.009722222222222219,0.024999999999999977,0.00303030303030302,-0.0038461538461538403,-0.033333333333333305,-0.0014285714285714201,-0.012121212121212161,-0.008536585365853621,0.030555555555555523,0.03888888888888882,0.02290568983861656,0.16249999999999998,0.12499999999999996,0.09696969696969691,0.09615384615384612,0.16969696969696965,0.14428571428571424,0.15151515151515146,0.11829268292682922,0.13611111111111107,0.09999999999999998,0.13005251726593184,0.03039401993670276,0.0,0.10229547770474783,0.5613333333333334,0.031242282997783286,0.02672612419124243,0.0217465152945565,0.014951158704731517,0.02010075630518426,0.0171428571428571,0.02517158746338806,0.002987182613150239,0.02693155476342403,0.02041241452319317,0.006743859017230649,0.027985335666124843,0.01597191412499849,0.018802535827258857,0.011467015269229676,0.02327619923596548,0.023211538298959902,0.027103854272724732,0.04507248442091788,0.042491829279939865,0.029658550700086998,0.017704526782052716,0.003201019760380317,0.0,0.027173677236131493,0.1011236866416568
Muslim,0.0194927334011841,0.0072077922077922,0.02275040481147348,0.008966087675765079,-0.06969696969696963,-1.0277492291840482e-05,-0.04551237566504736,0.02574442615591794,0.041666666666666644,0.00559467918622846,0.0339309928195473,0.13946466288015583,0.10746753246753242,0.08347212583853802,0.08858560794044663,0.16060606060606056,0.10582733812949638,0.13348369188063838,0.11631752207092619,0.11388888888888889,0.10011737089201875,0.11492308015947014,0.03282528049674322,0.0,0.08150522853172085,0.5996666666666667,0.04412377316600448,0.018249410538125222,0.024889483019798205,0.016020768756928414,0.022676711434993578,0.02892891179604576,0.024413419089252805,0.028534312214459165,0.03726779962499646,0.027228641609266184,0.002788833023679176,0.036719881575428874,0.03371624671622642,0.018615385767246945,0.013149543912110753,0.022676711434993585,0.029658527913522414,0.038672725199445646,0.034267074037494,0.022222222222222233,0.04140962321366914,0.020698484425225098,0.007418811343163351,0.0,0.0296421361885124,0.15552563204251005
Protestant,-2.0816681711721685e-17,0.01785714285714282,0.03198135198135196,0.03205128205128201,-0.04999999999999994,0.0028982528263103795,-0.0439393939393939,-0.02195121951219512,0.06111111111111106,0.013888888888888857,0.03315303659706176,0.14999999999999997,0.12499999999999996,0.09878787878787876,0.11923076923076918,0.15909090909090906,0.17453237410071937,0.14090909090909087,0.11951219512195117,0.13888888888888887,0.10309076682316116,0.13290428729533682,0.025269183322964617,0.0,0.09573140136591754,0.49866666666666665,0.023651925508231055,0.04072055089639775,0.01144534013107912,0.021452821193181388,0.01766955119650089,0.014779970152752722,0.01617739129095655,0.02133275083479986,0.020786985482077466,0.02777777777777773,0.0012567814422587132,0.04271821249786028,0.025253813613805284,0.025809217393778873,0.029681633084077497,0.009582659576267817,0.03336344697248616,0.019521361707159287,0.02688464351835197,0.035136418446315314,0.024331627272878072,0.022053523206204226,0.008947077815245574,0.0,0.02066201672780022,0.14127357227104514
