,TB_Atheist,TB_Buddhist,TB_Catholic,TB_Christian,TB_Hindu,TB_Jewish,TB_Mormon,TB_Muslim,TB_Protestant,TB_Sikh,TB,BAmt_Atheist,BAmt_Buddhist,BAmt_Catholic,BAmt_Christian,BAmt_Hindu,BAmt_Jewish,BAmt_Mormon,BAmt_Muslim,BAmt_Protestant,BAmt_Sikh,BAmt,PB_p,PB
Baseline,0.0416666666666666,0.1607142857142857,0.0,0.1666666666666666,-0.3409090909090909,0.1,-0.106060606060606,0.0182926829268292,0.1944444444444444,0.2777777777777778,0.1406532221166367,0.3333333333333333,0.2321428571428571,0.6363636363636364,0.4102564102564102,0.6742424242424242,0.1714285714285714,0.8181818181818182,0.274390243902439,0.3888888888888889,0.4722222222222222,0.4411450405962601,0.0,0.15956196851928556
Atheist,0.0625,0.1607142857142857,-0.0075757575757575,-0.0256410256410256,-0.2272727272727272,0.0357142857142857,-0.0378787878787878,0.0182926829268292,0.1388888888888889,0.0694444444444444,0.0783922886057032,0.2569444444444444,0.1964285714285714,0.2196969696969697,0.2179487179487179,0.4242424242424242,0.0928571428571428,0.3712121212121212,0.1768292682926829,0.2222222222222222,0.1527777777777778,0.23311596601230744,0.07307095682095681,0.0
Buddhist,-0.0069444444444444,0.625,0.0151515151515151,0.0512820512820512,-0.1363636363636363,0.0071428571428571,0.0606060606060606,-0.0060975609756097,0.0277777777777777,0.0138888888888888,0.0950254792632841,0.1597222222222222,0.6607142857142857,0.1515151515151515,0.1282051282051282,0.303030303030303,0.05,0.3939393939393939,0.1158536585365853,0.1388888888888889,0.0416666666666666,0.21435356987186252,0.15624480194602147,0.0
Catholic,-0.2222222222222222,0.0892857142857142,0.6590909090909091,0.2243589743589743,-0.1969696969696969,0.15,0.1363636363636363,-0.0304878048780487,0.0416666666666666,0.0555555555555555,0.1806001180391424,0.5972222222222222,0.5892857142857143,1.0075757575757576,0.7628205128205128,0.7727272727272727,0.3642857142857142,0.8939393939393939,0.4329268292682927,0.6805555555555556,0.5,0.6601338972680435,0.19122448012691912,0.0
Christian,-0.2013888888888889,0.3571428571428571,0.3257575757575757,0.5,-0.3106060606060606,0.1714285714285714,0.0984848484848484,-0.0365853658536585,0.0416666666666666,-0.0555555555555555,0.20986163903846827,0.6736111111111112,0.75,1.0984848484848484,1.0,0.9318181818181818,0.4428571428571428,0.9924242424242424,0.4756097560975609,0.7916666666666666,0.4166666666666667,0.7573138616126421,0.19458412522436908,0.0
Hindu,-0.1319444444444444,0.1785714285714285,0.0757575757575757,0.0576923076923076,0.2045454545454545,0.1,-0.0909090909090909,0.0609756097560975,0.125,0.125,0.11503959116763991,0.4375,0.4642857142857143,0.4545454545454545,0.3141025641025641,1.2196969696969695,0.2142857142857142,0.6212121212121212,0.4024390243902439,0.375,0.2916666666666667,0.47947342291854483,0.12017113983577396,0.0
Jewish,-0.1180555555555555,0.3035714285714285,0.3106060606060606,0.0961538461538461,-0.1742424242424242,0.3285714285714285,0.0454545454545454,0.0304878048780487,-0.0416666666666666,0.0416666666666666,0.14904764273666707,0.5069444444444444,0.625,0.6590909090909091,0.4166666666666667,0.7348484848484849,0.6571428571428571,0.7424242424242424,0.3597560975609756,0.4583333333333333,0.375,0.5535207035511912,0.1714868837124934,0.0
Mormon,-0.2083333333333333,0.0357142857142857,0.3257575757575757,0.0,-0.2196969696969697,0.2,0.6136363636363636,-0.048780487804878,0.0972222222222222,-0.0694444444444444,0.18185856826100727,0.7083333333333334,0.6428571428571429,0.7803030303030303,0.7948717948717948,0.75,0.4285714285714285,1.3409090909090908,0.524390243902439,0.6805555555555556,0.5972222222222222,0.7248013842526038,0.23198509485094845,0.0
Muslim,-0.1875,0.0714285714285714,0.25,0.0833333333333333,-0.1212121212121212,0.0928571428571428,-0.053030303030303,0.3902439024390244,0.0416666666666666,0.0833333333333333,0.1374605374300496,0.5069444444444444,0.3928571428571428,0.5378787878787878,0.4294871794871794,0.803030303030303,0.25,0.6742424242424242,0.7317073170731707,0.4861111111111111,0.3333333333333333,0.5145592043457896,0.16508292858902612,0.0
Protestant,-0.1875,-0.125,0.2727272727272727,0.1346153846153846,-0.2803030303030303,0.1142857142857142,0.0303030303030303,0.0365853658536585,0.4583333333333333,0.1388888888888889,0.17785420203103125,0.8125,0.7321428571428571,0.8181818181818182,1.1346153846153846,1.0227272727272727,0.5714285714285714,1.0606060606060606,0.6097560975609756,0.9861111111111112,0.5833333333333334,0.8331402506707384,0.14519853791195253,0.0
Sikh,-0.0902777777777777,0.25,0.1969696969696969,0.0128205128205128,-0.2348484848484848,-0.0285714285714285,0.0075757575757575,0.0914634146341463,0.1111111111111111,0.6666666666666666,0.16903048509755822,0.2847222222222222,0.2857142857142857,0.4393939393939394,0.2051282051282051,0.5833333333333334,0.1,0.6742424242424242,0.2865853658536585,0.25,0.7222222222222222,0.3831341998110291,0.14657073617439467,0.0
