,TB_Atheist,TB_Buddhist,TB_Catholic,TB_Christian,TB_Hindu,TB_Jewish,TB_Mormon,TB_Muslim,TB_Protestant,TB_Sikh,TB,BAmt_Atheist,BAmt_Buddhist,BAmt_Catholic,BAmt_Christian,BAmt_Hindu,BAmt_Jewish,BAmt_Mormon,BAmt_Muslim,BAmt_Protestant,BAmt_Sikh,BAmt,PB_p,PB,BS_a,Acc_a,TB_Atheist_std,TB_Buddhist_std,TB_Catholic_std,TB_Christian_std,TB_Hindu_std,TB_Jewish_std,TB_Mormon_std,TB_Muslim_std,TB_Protestant_std,TB_Sikh_std,TB_std,BAmt_Atheist_std,BAmt_Buddhist_std,BAmt_Catholic_std,BAmt_Christian_std,BAmt_Hindu_std,BAmt_Jewish_std,BAmt_Mormon_std,BAmt_Muslim_std,BAmt_Protestant_std,BAmt_Sikh_std,BAmt_std,PB_p_std,PB_std,BS_a_std,Acc_a_std
Baseline,0.030555555555555503,0.10714285714285707,0.02272727272727272,0.03846153846153842,-0.206060606060606,0.022857142857142836,-0.03636363636363632,-0.025609756097560922,0.07777777777777775,0.11111111111111109,0.07217855992246228,0.2583333333333333,0.22857142857142856,0.39545454545454545,0.2589743589743589,0.4242424242424242,0.11142857142857136,0.4636363636363637,0.21585365853658528,0.32222222222222224,0.2833333333333333,0.2962050239733166,0.0,0.08214738906080361,0.027743569385404076,0.7046666666666667,0.014299486306926379,0.033881546358946926,0.02624319405407387,0.03166433085956015,0.013033826162185787,0.026496052844273393,0.05856408512147783,0.016542268251524987,0.04082482904638633,0.032867109906109006,0.009595412052683454,0.014829275350043497,0.06328587552381912,0.01687201322069706,0.025188311159472444,0.017275385228774802,0.005714285714285677,0.011134044285378127,0.014221833889866566,0.01842569327975221,0.029917582261858342,0.01032159119066096,0.0,0.012405725328827168,0.0032367867362589025,0.008524474568362955
Atheist,0.08611111111111107,0.07499999999999996,-0.019696969696969678,-0.00897435897435896,-0.10909090909090904,0.0014285714285713804,-0.06818181818181812,0.007317073170731681,0.061111111111111074,0.06944444444444438,0.05575576862162218,0.21666666666666665,0.16071428571428567,0.22272727272727272,0.18076923076923074,0.309090909090909,0.10999999999999995,0.29242424242424236,0.15365853658536582,0.25,0.18055555555555552,0.2076606699533528,0.05404637368051997,0.0,0.018923420034589477,0.5863333333333334,0.031242282997783314,0.04711037842240329,0.03997244229779667,0.031035175479256886,0.015599439607556052,0.02610809554642436,0.029921844936562855,0.01943582615915758,0.018839805508681317,0.06273105439242342,0.019260031911825362,0.15311830736193083,0.14594869101216107,0.13965719541579288,0.1559366516128884,0.10336398727763964,0.12798277945385736,0.12031867694601105,0.08337397382993762,0.13579896179533685,0.16220890356284925,0.13175229995691,0.008545979149708631,0.0,0.010453222724327844,0.08491433591829149
Buddhist,-0.0041666666666666605,0.27142857142857135,0.00606060606060606,-0.01794871794871792,-0.09545454545454542,-0.0057142857142857195,-0.05606060606060605,-0.007317073170731681,0.05833333333333328,0.07222222222222219,0.06385375396960753,0.17916666666666664,0.35,0.22727272727272724,0.14615384615384613,0.2712121212121212,0.0771428571428571,0.2651515151515151,0.12682926829268287,0.20277777777777778,0.1444444444444444,0.1990151224114638,0.06763200823566672,0.0,0.02235400925523254,0.5543333333333333,0.016197088596792426,0.03813242232868327,0.02055251510037957,0.020830867704194737,0.029768004097558327,0.01590789817951433,0.05173748811807232,0.017839925412594854,0.026931554763424074,0.0551373145591089,0.009630106841522207,0.0576681652556297,0.033120066055341804,0.07041787902195303,0.05564752413900183,0.06087063462606264,0.052760529464626796,0.042043748259126074,0.053630813237307395,0.09883581597031776,0.09485206154979932,0.05567676361720662,0.012664692157491872,0.0,0.006531618474224137,0.06926278462012143
Catholic,-0.14305555555555555,0.010714285714285721,0.29393939393939394,0.10128205128205123,-0.21363636363636357,0.042857142857142816,-0.06060606060606061,-0.02560975609756096,0.0027777777777777597,-0.005555555555555541,0.10802085110011932,0.5013888888888889,0.525,0.6333333333333333,0.4935897435897436,0.5621212121212121,0.27999999999999997,0.5636363636363637,0.3719512195121951,0.5027777777777778,0.4,0.4833798538859514,0.10303766490961605,0.0,0.04240386125927614,0.7323333333333334,0.05634850770861333,0.09216777071831385,0.05953600819511668,0.021221724816983128,0.05034317492677621,0.04694764778615708,0.07297936108358961,0.04033618392327123,0.03967460238079355,0.05996398095811914,0.014002167249382006,0.12386833411946278,0.15344679327814884,0.1358238474606968,0.15453903800311963,0.14504361143968875,0.154550038129126,0.12582145146682847,0.12923377357794105,0.12496913199113326,0.13419858143534624,0.13581725320206592,0.020936865470807295,0.0,0.012219952936753571,0.028217409913424436
Christian,-0.11527777777777777,0.03928571428571426,0.11969696969696964,0.17692307692307688,-0.2045454545454545,0.06571428571428566,-0.05909090909090906,-0.05731707317073166,0.03611111111111111,0.04722222222222222,0.10511708684269652,0.4736111111111111,0.5035714285714286,0.5803030303030303,0.5256410256410257,0.5742424242424242,0.27428571428571424,0.5742424242424243,0.36219512195121945,0.48611111111111105,0.3861111111111111,0.4740314502570599,0.08614210112380835,0.0,0.042817822374811576,0.7713333333333334,0.09082101513484343,0.08556534679079238,0.022164755815648165,0.06791242378537965,0.048152268430517266,0.02649605284427344,0.06309291761714246,0.040002974309406615,0.05314201797141384,0.1143958904554111,0.016176855427239383,0.13396839501986105,0.10063573431146693,0.08816567591500701,0.14201286160049223,0.1196298238978902,0.10838329564794665,0.11592641977811256,0.12410296812886391,0.12139874101895641,0.11331154474650633,0.11150810291538034,0.02163818565168706,0.0,0.012965456825574442,0.014659088951530666
Hindu,-0.1305555555555555,0.07499999999999998,0.02878787878787876,-0.00256410256410256,0.0651515151515151,0.02857142857142856,-0.06515151515151511,-0.0317073170731707,0.041666666666666616,0.13055555555555554,0.06329682783341314,0.4527777777777778,0.46785714285714286,0.4893939393939394,0.3692307692307692,0.6833333333333333,0.27714285714285714,0.5227272727272727,0.37317073170731707,0.4027777777777778,0.33611111111111114,0.4374522713059298,0.08213712710054166,0.0,0.042268075310406494,0.7089999999999999,0.02538287067013481,0.06624013211068355,0.02414754159168062,0.008695294850160587,0.09047877955656736,0.0411567436882512,0.02693392247671391,0.027105013135235195,0.02484519974999765,0.07222222222222224,0.015378919702780667,0.1469468073744063,0.16146649364939022,0.1511055068371453,0.19797628345333043,0.08150895549280465,0.16959736232065184,0.15392030423273081,0.15566823581922423,0.14646029251626738,0.1851759256944329,0.1517820825734377,0.010836895012514586,0.0,0.018855151315727944,0.05136579060468596
Jewish,-0.06944444444444443,0.10714285714285714,0.08939393939393935,0.011538461538461517,-0.16212121212121208,0.13999999999999999,-0.0954545454545454,-0.02926829268292678,0.09166666666666665,0.04166666666666668,0.0919101792516426,0.4111111111111111,0.41428571428571426,0.44696969696969696,0.3217948717948717,0.4984848484848484,0.3628571428571428,0.4924242424242424,0.3073170731707317,0.3916666666666667,0.35277777777777775,0.39996891455428035,0.0785397096128803,0.0,0.029481547001933117,0.7146666666666667,0.07569125885243727,0.06388765649999396,0.06999278462091572,0.031246301556292103,0.032707625977155916,0.05182387756347728,0.04406981688560298,0.019049389453430883,0.10635660955042582,0.06334307917217431,0.0180280140086392,0.21170421072691534,0.19833490538449747,0.13577313222557488,0.2161844124751798,0.13307481825785747,0.2000204071221387,0.12187319728600127,0.16259349573169715,0.17860052672976123,0.1674979270186815,0.1693252474367878,0.01366016279667348,0.0,0.009734967294452382,0.04236612902884671
Mormon,-0.14027777777777772,0.0107142857142857,0.1136363636363636,0.0282051282051282,-0.21363636363636362,0.0614285714285714,0.2045454545454545,-0.03536585365853654,0.019444444444444424,-0.038888888888888876,0.10447577422577412,0.4763888888888889,0.4321428571428571,0.4712121212121212,0.4256410256410256,0.543939393939394,0.2471428571428571,0.6439393939393939,0.32560975609756093,0.44722222222222224,0.3611111111111111,0.43743496273374316,0.10362298338517843,0.0,0.045111469188345014,0.7176666666666667,0.03551864403484562,0.08791809732207978,0.039799774353223315,0.04377787456144579,0.03228375114039777,0.029485382057928996,0.07770231154520055,0.041247645183628646,0.06949997779553778,0.09638528651609703,0.020339692535450943,0.12535443577273697,0.1352435444911535,0.11271342371755932,0.13115829503445262,0.08345720820557827,0.09862317482338973,0.06265476705495554,0.09139021461070829,0.13419858143534624,0.09860132971832693,0.10344881551095447,0.02862437049654294,0.0,0.017070067470962142,0.018696404883173565
Muslim,-0.09027777777777776,0.06785714285714284,0.06666666666666662,-0.03846153846153842,-0.16515151515151513,0.029999999999999943,-0.08030303030303027,0.14999999999999997,0.027777777777777755,0.11111111111111109,0.08539801864801858,0.39305555555555555,0.3678571428571428,0.41515151515151516,0.3487179487179487,0.546969696969697,0.2585714285714285,0.47727272727272735,0.41341463414634144,0.38888888888888895,0.35,0.3959899538131245,0.07682362962241004,0.0,0.029625900851986596,0.6839999999999999,0.05103103630798289,0.07178482586514917,0.030828772650569398,0.0346391181695033,0.0519146718151873,0.014568627181693699,0.02424242424242426,0.024572489853182795,0.04212708580028636,0.09419902754340648,0.02411684823814444,0.15924445452290104,0.19285714285714284,0.14794273331798966,0.1980592889005452,0.12616764103979422,0.1777638883463118,0.15227084274425592,0.14508607878015078,0.1559023911155809,0.13927723485246307,0.1564028279089977,0.0234063416943582,0.0,0.007225409904439863,0.04910985418200484
Protestant,-0.07777777777777775,0.02142857142857142,0.024242424242424232,0.11666666666666661,-0.1878787878787878,0.011428571428571422,-0.02121212121212116,-0.06463414634146336,0.2861111111111111,0.06388888888888886,0.1025875127582444,0.5138888888888888,0.5071428571428571,0.5242424242424242,0.5628205128205128,0.593939393939394,0.3142857142857142,0.5969696969696969,0.41829268292682925,0.5416666666666667,0.44722222222222224,0.5020471060105205,0.08580721581941089,0.0,0.0468596927765231,0.7553333333333333,0.052960211013715626,0.1274754878398196,0.06949906024957397,0.08223137287602347,0.050114652753155235,0.025793528693239663,0.04752844588290338,0.032403244525820545,0.06608542918539068,0.03888888888888889,0.02720071574878848,0.17083897912983284,0.14312474935367056,0.13037348341999366,0.15978906213723842,0.12986183234676438,0.16909120833057492,0.11342404407401757,0.13539331736343047,0.15087195126666966,0.14709113660970807,0.1408946542847006,0.012930328378374219,0.0,0.013661884778179636,0.03154185931248963
