,TB_Atheist,TB_Buddhist,TB_Catholic,TB_Christian,TB_Hindu,TB_Jewish,TB_Mormon,TB_Muslim,TB_Protestant,TB_Sikh,TB,BAmt_Atheist,BAmt_Buddhist,BAmt_Catholic,BAmt_Christian,BAmt_Hindu,BAmt_Jewish,BAmt_Mormon,BAmt_Muslim,BAmt_Protestant,BAmt_Sikh,BAmt,PB_p,PB,BS_d,Acc_d
Baseline,0.0208333333333333,0.0357142857142857,0.0227272727272727,0.0,-0.0227272727272727,0.0142857142857142,-0.0151515151515151,0.0,0.0277777777777777,0.0138888888888888,0.017310606060606023,0.0486111111111111,0.0357142857142857,0.0227272727272727,0.0256410256410256,0.0833333333333333,0.0428571428571428,0.0454545454545454,0.0121951219512195,0.0277777777777777,0.0416666666666666,0.03859782832343804,0.0,0.017937393713691067,0.1095152603231597,0.8516666666666667
Atheist,0.0763888888888889,0.0178571428571428,0.0227272727272727,0.0128205128205128,-0.0151515151515151,0.0071428571428571,-0.0075757575757575,0.0182926829268292,0.0277777777777777,0.0277777777777777,0.02335121856463315,0.1319444444444444,0.0535714285714285,0.0227272727272727,0.0384615384615384,0.0757575757575757,0.0214285714285714,0.0984848484848484,0.0182926829268292,0.0277777777777777,0.0277777777777777,0.0516223918358064,0.01407091553433017,0.0,0.1327433628318584,0.8716666666666667
Buddhist,0.0138888888888888,0.0535714285714285,0.0303030303030303,0.0064102564102564,-0.0075757575757575,0.0214285714285714,-0.0378787878787878,0.0121951219512195,0.0,0.0138888888888888,0.0197140731896829,0.0277777777777777,0.0535714285714285,0.0303030303030303,0.032051282051282,0.053030303030303,0.0214285714285714,0.053030303030303,0.0121951219512195,0.0277777777777777,0.0416666666666666,0.03528322625883597,0.01237821460382436,0.0,0.0796915167095115,0.8633333333333333
Catholic,-0.0138888888888888,0.0535714285714285,0.0606060606060606,0.0256410256410256,-0.0378787878787878,0.0285714285714285,-0.0075757575757575,0.0060975609756097,-0.0277777777777777,0.0138888888888888,0.02754976053756535,0.0138888888888888,0.0535714285714285,0.0909090909090909,0.0641025641025641,0.0681818181818181,0.0428571428571428,0.053030303030303,0.0060975609756097,0.0833333333333333,0.0416666666666666,0.05176387975168458,0.021476528214333046,0.0,0.0647181628392483,0.5883333333333334
Christian,-0.0069444444444444,0.0,0.0227272727272727,0.0512820512820512,-0.053030303030303,0.0214285714285714,-0.0075757575757575,0.0060975609756097,0.0277777777777777,0.0138888888888888,0.021075262813067642,0.0486111111111111,0.0,0.0681818181818181,0.1025641025641025,0.0681818181818181,0.0642857142857142,0.0681818181818181,0.0182926829268292,0.0555555555555555,0.0138888888888888,0.05077435098776556,0.01658933207713694,0.0,0.0863723608445297,0.5433333333333333
Hindu,0.0069444444444444,0.0357142857142857,0.0303030303030303,0.0,-0.0378787878787878,0.0071942446043165,-0.0454545454545454,0.0184049079754601,0.0138888888888888,0.0138888888888888,0.02096720241526478,0.0208333333333333,0.0714285714285714,0.0303030303030303,0.0259740259740259,0.1439393939393939,0.0359712230215827,0.0606060606060606,0.0306748466257668,0.0416666666666666,0.0694444444444444,0.0530841596342876,0.01063044584649386,0.0,0.1116071428571428,0.6666666666666666
Jewish,0.0,0.0,0.0458015267175572,0.0129032258064516,-0.0151515151515151,0.0428571428571428,-0.0227272727272727,0.0121951219512195,0.0,0.0422535211267605,0.01938893263379194,0.0279720279720279,0.0714285714285714,0.0610687022900763,0.0258064516129032,0.0606060606060606,0.0714285714285714,0.0681818181818181,0.0121951219512195,0.0555555555555555,0.0704225352112676,0.05246654162380715,0.02045855745341678,0.0,0.0817610062893081,0.6816666666666666
Mormon,0.0208333333333333,0.0178571428571428,0.0227272727272727,-0.0064102564102564,-0.0227272727272727,0.05,0.0075757575757575,0.024390243902439,0.0,0.0277777777777777,0.02002990573112521,0.0347222222222222,0.0892857142857142,0.0378787878787878,0.0448717948717948,0.0984848484848484,0.0642857142857142,0.1287878787878787,0.048780487804878,0.0555555555555555,0.0277777777777777,0.06304307819551713,0.01487658682780633,0.0,0.088,0.57
Muslim,0.0070422535211267,0.0,0.0076335877862595,0.0064102564102564,-0.0227272727272727,0.0214285714285714,-0.0378787878787878,0.0674846625766871,0.0416666666666666,0.028169014084507,0.02404410730801352,0.0352112676056338,0.0363636363636363,0.0381679389312977,0.0448717948717948,0.1287878787878787,0.0214285714285714,0.053030303030303,0.0797546012269938,0.0416666666666666,0.028169014084507,0.05074516729972831,0.0196533113409086,0.0,0.1185682326621924,0.7033333333333334
Protestant,0.0069444444444444,-0.0178571428571428,0.0538461538461538,0.0384615384615384,-0.0075757575757575,0.0575539568345323,0.0,0.0182926829268292,0.0416666666666666,-0.0140845070422535,0.02562828506553185,0.0347222222222222,0.0178571428571428,0.0692307692307692,0.1282051282051282,0.053030303030303,0.1007194244604316,0.0909090909090909,0.0182926829268292,0.125,0.0704225352112676,0.07083892990531847,0.027076697763944568,0.0,0.0790513833992094,0.5483333333333333
Sikh,-0.028169014084507,-0.0178571428571428,0.0,0.032051282051282,-0.0454545454545454,0.014388489208633,-0.0227272727272727,0.0060975609756097,0.0138888888888888,0.0277777777777777,0.02084119740256591,0.0422535211267605,0.0535714285714285,0.0305343511450381,0.032051282051282,0.0757575757575757,0.0575539568345323,0.0681818181818181,0.0060975609756097,0.0694444444444444,0.0555555555555555,0.04910014946440448,0.02216334747471601,0.0,0.0660980810234541,0.6916666666666667
Orthodox,,,,,,,,,,,,,,,,,,,,,,,,,0.0708955223880596,0.4983333333333333
