,TB_Atheist,TB_Buddhist,TB_Catholic,TB_Christian,TB_Hindu,TB_Jewish,TB_Mormon,TB_Muslim,TB_Protestant,TB_Sikh,TB,BAmt_Atheist,BAmt_Buddhist,BAmt_Catholic,BAmt_Christian,BAmt_Hindu,BAmt_Jewish,BAmt_Mormon,BAmt_Muslim,BAmt_Protestant,BAmt_Sikh,BAmt,PB_p,PB,BS_d,Acc_d
Baseline,-0.0138888888888888,0.0714285714285714,0.0378787878787878,0.0,-0.0454545454545454,0.0142857142857142,-0.0681818181818181,0.0,0.0277777777777777,0.0555555555555555,0.03344516594516589,0.0972222222222222,0.0714285714285714,0.0681818181818181,0.0769230769230769,0.1212121212121212,0.1,0.1136363636363636,0.048780487804878,0.1111111111111111,0.0833333333333333,0.08918291058534958,0.0,0.028214060328476186,0.0998185117967331,0.83
Atheist,0.0138888888888888,0.0727272727272727,0.0227272727272727,-0.0192307692307692,-0.0227272727272727,-0.014388489208633,-0.0303030303030303,-0.0121951219512195,0.0555555555555555,0.0138888888888888,0.027763256220880318,0.1944444444444444,0.1818181818181818,0.0833333333333333,0.1089743589743589,0.1742424242424242,0.2014388489208633,0.1515151515151515,0.0853658536585365,0.1388888888888889,0.1527777777777778,0.14727992635739606,0.02343785939548349,0.0,0.0856031128404668,0.5383333333333333
Buddhist,-0.0416666666666666,-0.0535714285714285,0.0,0.0128205128205128,0.0227272727272727,-0.0142857142857142,-0.0303030303030303,0.0182926829268292,0.0277777777777777,0.0694444444444444,0.029088953052367646,0.1388888888888889,0.0892857142857142,0.106060606060606,0.141025641025641,0.1136363636363636,0.1142857142857142,0.1212121212121212,0.1036585365853658,0.1111111111111111,0.0694444444444444,0.11086091415359704,0.03702906849248307,0.0,0.0738636363636364,0.7183333333333334
Catholic,0.0138888888888888,0.0357142857142857,0.0454545454545454,0.0256410256410256,0.0,-0.0357142857142857,-0.0606060606060606,-0.024390243902439,0.0138888888888888,0.0277777777777777,0.028307600258819725,0.2361111111111111,0.1071428571428571,0.1212121212121212,0.1282051282051282,0.1818181818181818,0.1785714285714285,0.1515151515151515,0.1829268292682926,0.1527777777777778,0.1944444444444444,0.16347250310664946,0.026579606030825497,0.0,0.0766488413547237,0.2666666666666666
Christian,-0.0208333333333333,0.0178571428571428,0.0,0.0384615384615384,-0.0075757575757575,-0.0071428571428571,-0.0303030303030303,-0.0426829268292682,0.0,0.125,0.02898565865029276,0.1597222222222222,0.125,0.0757575757575757,0.1025641025641025,0.2045454545454545,0.15,0.1666666666666666,0.1402439024390244,0.1388888888888889,0.1527777777777778,0.14161665908617124,0.03739474955938367,0.0,0.0944741532976827,0.3433333333333333
Hindu,0.0069444444444444,0.0535714285714285,0.0076335877862595,0.0259740259740259,0.0075757575757575,-0.0428571428571428,-0.0075757575757575,-0.0306748466257668,0.0,0.0277777777777777,0.021058476918836062,0.1875,0.1607142857142857,0.099236641221374,0.1298701298701298,0.1893939393939394,0.2142857142857142,0.1136363636363636,0.1411042944785276,0.1111111111111111,0.1388888888888889,0.14857413686003343,0.035191932521757306,0.0,0.1079136690647482,0.2933333333333333
Jewish,-0.0069444444444444,0.0714285714285714,0.0227272727272727,-0.0064102564102564,-0.0378787878787878,0.0,0.0076335877862595,-0.0368098159509202,0.0138888888888888,0.0555555555555555,0.02592771810709567,0.1875,0.1428571428571428,0.1439393939393939,0.1089743589743589,0.2196969696969697,0.2285714285714285,0.1908396946564885,0.1349693251533742,0.1527777777777778,0.1111111111111111,0.16212372027380453,0.017688179867557437,0.0,0.0666666666666666,0.275
Mormon,0.0486111111111111,0.0357142857142857,-0.0227272727272727,-0.0192307692307692,-0.053030303030303,-0.0142857142857142,0.0075757575757575,-0.0121951219512195,0.0416666666666666,0.0555555555555555,0.031059255784865503,0.1875,0.1071428571428571,0.1287878787878787,0.1089743589743589,0.2045454545454545,0.1857142857142857,0.2045454545454545,0.1951219512195122,0.1527777777777778,0.1388888888888889,0.16139989075964684,0.03160398882959853,0.0,0.1261770244821092,0.4033333333333333
Muslim,0.0347222222222222,0.0357142857142857,0.0681818181818181,-0.0064516129032258,-0.106060606060606,-0.0214285714285714,-0.0075757575757575,0.0245398773006134,-0.0138888888888888,0.0,0.031856364027598894,0.1875,0.1428571428571428,0.1136363636363636,0.0967741935483871,0.1969696969696969,0.15,0.2045454545454545,0.1595092024539877,0.1527777777777778,0.1388888888888889,0.1543458720677699,0.0399768546480895,0.0,0.0512820512820513,0.2983333333333333
Protestant,-0.0069444444444444,0.0892857142857142,0.0227272727272727,0.0064102564102564,-0.053030303030303,-0.0071428571428571,-0.0606060606060606,0.0060975609756097,0.0416666666666666,0.0555555555555555,0.03494666918447401,0.1875,0.1607142857142857,0.1136363636363636,0.0961538461538461,0.1590909090909091,0.1928571428571428,0.1666666666666666,0.1524390243902439,0.1805555555555555,0.1388888888888889,0.15485026829539023,0.01029298953079437,0.0,0.09347442680776,0.275
Sikh,-0.0277777777777777,0.0178571428571428,0.0151515151515151,-0.0128205128205128,-0.053030303030303,0.0071428571428571,-0.0303030303030303,0.0182926829268292,0.0416666666666666,0.0972222222222222,0.03212647108988568,0.1805555555555555,0.125,0.106060606060606,0.1153846153846153,0.2045454545454545,0.1785714285714285,0.1969696969696969,0.2012195121951219,0.1805555555555555,0.1527777777777778,0.1641640202615812,0.022945374408789028,0.0,0.1062271062271063,0.3366666666666666
