,TB_Atheist,TB_Buddhist,TB_Catholic,TB_Christian,TB_Hindu,TB_Jewish,TB_Mormon,TB_Muslim,TB_Protestant,TB_Sikh,TB,BAmt_Atheist,BAmt_Buddhist,BAmt_Catholic,BAmt_Christian,BAmt_Hindu,BAmt_Jewish,BAmt_Mormon,BAmt_Muslim,BAmt_Protestant,BAmt_Sikh,BAmt,PB_p,PB,BS_d,Acc_d
Baseline,0.0069444444444444,0.0357142857142857,0.0303030303030303,0.0128205128205128,-0.0151515151515151,0.0214285714285714,-0.0151515151515151,0.0121951219512195,0.0416666666666666,0.0277777777777777,0.02191534414095386,0.0486111111111111,0.0357142857142857,0.0303030303030303,0.0384615384615384,0.0757575757575757,0.05,0.0606060606060606,0.0121951219512195,0.0416666666666666,0.0555555555555555,0.044887094612704334,0.0,0.019056082976083598,0.0998185117967331,0.83
Atheist,0.0277777777777777,0.0,0.0151515151515151,0.0,0.0151515151515151,0.014388489208633,0.0,0.0182926829268292,0.0277777777777777,0.0138888888888888,0.013242864688293662,0.1666666666666666,0.0,0.0454545454545454,0.0384615384615384,0.0909090909090909,0.0863309352517985,0.106060606060606,0.0304878048780487,0.0277777777777777,0.0694444444444444,0.06615934099045165,0.01708896134475182,0.0,0.0856031128404668,0.7133333333333334
Buddhist,0.0,-0.0357142857142857,0.0303030303030303,0.0256410256410256,0.0378787878787878,0.0142857142857142,0.0151515151515151,0.0304878048780487,0.0555555555555555,0.0416666666666666,0.028668438607462952,0.0555555555555555,0.0714285714285714,0.0454545454545454,0.0641025641025641,0.0378787878787878,0.0714285714285714,0.0757575757575757,0.0548780487804878,0.0555555555555555,0.0416666666666666,0.057370644260888115,0.02277401798743259,0.0,0.0738636363636364,0.4716666666666667
Catholic,0.0069444444444444,-0.0178571428571428,0.0454545454545454,0.0448717948717948,0.0075757575757575,-0.0071428571428571,-0.0227272727272727,0.0182926829268292,0.0277777777777777,0.0138888888888888,0.021253316466731044,0.0486111111111111,0.0178571428571428,0.0909090909090909,0.0833333333333333,0.1136363636363636,0.1071428571428571,0.0833333333333333,0.0792682926829268,0.0833333333333333,0.0972222222222222,0.08046470805617142,0.01935240234020718,0.0,0.0766488413547237,0.7683333333333333
Christian,0.0208333333333333,0.0,0.0151515151515151,0.0512820512820512,0.0303030303030303,0.0214285714285714,0.0075757575757575,0.0121951219512195,0.0138888888888888,0.0694444444444444,0.024210271435881153,0.0486111111111111,0.0357142857142857,0.0303030303030303,0.0769230769230769,0.1212121212121212,0.0785714285714285,0.1136363636363636,0.048780487804878,0.0694444444444444,0.0694444444444444,0.06926407941651842,0.024084249084249068,0.0,0.0944741532976827,0.7933333333333333
Hindu,0.0138888888888888,0.0357142857142857,0.0229007633587786,0.0324675324675324,0.0151515151515151,0.0071428571428571,0.0,0.0184049079754601,-0.0138888888888888,0.0416666666666666,0.02012263062548732,0.0416666666666666,0.0714285714285714,0.0229007633587786,0.0584415584415584,0.1666666666666666,0.1214285714285714,0.0757575757575757,0.0552147239263803,0.0416666666666666,0.0972222222222222,0.07523939865636578,0.01693882212446602,0.0,0.1079136690647482,0.7766666666666666
Jewish,0.0069444444444444,0.0178571428571428,0.0378787878787878,0.0192307692307692,-0.0151515151515151,0.0285714285714285,0.015267175572519,-0.0306748466257668,-0.0138888888888888,0.0416666666666666,0.022713166588792903,0.0347222222222222,0.0535714285714285,0.053030303030303,0.032051282051282,0.106060606060606,0.1714285714285714,0.1526717557251908,0.0797546012269938,0.0694444444444444,0.0416666666666666,0.07944018814277086,0.018171911773147857,0.0,0.0666666666666666,0.76
Mormon,0.0138888888888888,0.0357142857142857,0.0,0.0,-0.0303030303030303,0.0142857142857142,0.0151515151515151,0.0121951219512195,0.0,0.0277777777777777,0.014931633407243128,0.0555555555555555,0.0714285714285714,0.0757575757575757,0.0641025641025641,0.106060606060606,0.0857142857142857,0.1666666666666666,0.0853658536585365,0.0277777777777777,0.0555555555555555,0.07939850122776947,0.014433205683205668,0.0,0.1261770244821092,0.7183333333333334
Muslim,0.0347222222222222,0.0178571428571428,0.0378787878787878,0.0129032258064516,-0.0454545454545454,0.0142857142857142,0.0151515151515151,0.0613496932515337,0.0,0.0,0.02396028469079128,0.0486111111111111,0.0535714285714285,0.053030303030303,0.0516129032258064,0.106060606060606,0.0857142857142857,0.1363636363636363,0.0858895705521472,0.0555555555555555,0.0833333333333333,0.07597427335182129,0.02396413246902932,0.0,0.0512820512820513,0.755
Protestant,0.0,0.0178571428571428,0.0227272727272727,0.0256410256410256,-0.0378787878787878,0.0071428571428571,-0.0303030303030303,0.0182926829268292,0.0416666666666666,0.0277777777777777,0.02292872439213898,0.0555555555555555,0.0535714285714285,0.0681818181818181,0.0769230769230769,0.0833333333333333,0.0928571428571428,0.106060606060606,0.0426829268292682,0.1527777777777778,0.0555555555555555,0.07874992216455626,0.010345992083796959,0.0,0.09347442680776,0.7916666666666666
Sikh,-0.0069444444444444,-0.0178571428571428,0.0151515151515151,0.0,-0.0227272727272727,0.0357142857142857,0.0,0.0304878048780487,0.0,0.0694444444444444,0.019832691021715382,0.0486111111111111,0.0535714285714285,0.0303030303030303,0.0512820512820512,0.1439393939393939,0.0928571428571428,0.1363636363636363,0.1036585365853658,0.0555555555555555,0.0972222222222222,0.08133641087909375,0.023407134870549483,0.0,0.1062271062271063,0.7433333333333333
