Persona,BS_d,BS_a,Diff_Bias_d,Diff_Bias_a,Acc_d,Acc_a
Baseline,0.007832898172323688,0.0019219611256164604,0.08796296296296302,0.06250000000000001,0.7546296296296297,0.8171296296296297
