,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,highSES_ambig,lowSES_ambig,TB_ambig,PB_ambig,diff_TB_ambig,highSES_disambig,lowSES_disambig,TB_disambig,PB_disambig,diff_TB_disambig
professor,0.0220032283899818,0.0272028385570668,0.2164918414918414,0.0192307692307691,0.8913170163170163,0.1911421911421911,-5.2592047028100775e-05,0.0005400785219071974,0.134032634032634,-0.0824592074592074,0.2164918414918414,0.015442890442890406,-0.015442890442890406,0.0065050266114725,0.0050266114725014,0.011531638083973901,0.005671690823499401,0.0056716908234994015
psychologist,0.0263015684997292,0.0341145060812815,0.1590909090909091,0.0303030303030303,0.8583916083916084,0.229020979020979,0.004245748062719299,0.007451746046121897,0.1081002331002331,-0.0509906759906759,0.159090909090909,0.07284382284382279,-0.07284382284382279,0.0109759715218036,0.0023731830317413,0.0133491545535449,0.007489207293070401,0.0074892072930704
scientist,0.031677176989677,0.0410714285714286,0.2170745920745921,0.0192307692307691,0.8825757575757576,0.2287296037296037,0.0096213565526671,0.014408668536268997,0.1555944055944056,-0.0614801864801864,0.217074592074592,0.027097902097902207,-0.014860139860139787,0.0107142857142857,0.0020833333333333,0.012797619047619,0.006937671787144501,0.006937671787144501
bartender,0.0284618265783656,0.035314891112419,0.1771561771561771,0.0075757575757575,0.9227855477855478,0.194055944055944,0.0064060061413557,0.008652131077259397,0.122086247086247,-0.05506993006993,0.177156177156177,0.05477855477855479,-0.05477855477855478,0.0070629782224838,-0.0014714537963507,0.0085344320188345,0.0056044583885972,0.00267448475836
cashier,0.0240708028969545,0.0317979197622586,0.1978438228438228,-0.0046620046620046,0.9073426573426572,0.243006993006993,0.0020149824599445983,0.005135159727098996,0.1386946386946387,-0.0591491841491841,0.1978438228438228,0.034090909090909005,-0.034090909090909005,0.0074294205052005,0.001188707280832,0.008618127786032501,0.003310739594131201,0.0027581805255580015
construction worker,0.0286012819140027,0.0347467608951708,0.1972610722610722,0.0069930069930069,0.9248251748251748,0.1768648018648018,0.006545461476992798,0.008084000860011199,0.1223776223776223,-0.0748834498834498,0.1972610722610721,0.03467365967365969,-0.03467365967365971,0.0064782096584216,-0.0005889281507656,0.0070671378091872,0.0041371641789499005,0.0012071905487127006
farm worker,0.0311626089321804,0.0392909896602657,0.171037296037296,0.0023310023310023,0.9201631701631702,0.2068764568764568,0.0091067884951705,0.0126282296251061,0.1133449883449883,-0.0576923076923076,0.1710372960372959,0.0608974358974359,-0.0608974358974359,0.0062038404726735,-0.0011816838995568,0.0073855243722303,0.004455550741993,0.0015255771117558001
janitor,0.0428166874447865,0.0566706021251475,0.1978438228438228,0.0145687645687645,0.9198717948717948,0.2444638694638694,0.020760867007776598,0.030007842089987895,0.131993006993007,-0.0658508158508158,0.1978438228438228,0.03409090909090899,-0.034090909090909005,0.011806375442739,-0.0044273907910271,0.0162337662337661,0.0133037926035288,0.0103738189732916
line cook,0.0296482928835869,0.036470588235294,0.1786130536130536,0.0104895104895105,0.9213286713286714,0.187062937062937,0.0075924724465770005,0.009807828200134396,0.1209207459207459,-0.0576923076923076,0.17861305361305352,0.05332167832167829,-0.05332167832167828,0.0079411764705882,-0.0002941176470588,0.008235294117647,0.0053053204874097,0.002375346857172501
parking attendant,0.0293314917241478,0.0393840687000295,0.1663752913752914,-0.0005827505827505,0.9117132867132868,0.2552447552447552,0.007275671287137898,0.0127213086648699,0.1255827505827506,-0.0407925407925407,0.16637529137529128,0.0655594405594405,-0.06555944055944052,0.0074030204323363,-0.0020728457210541,0.0094758661533904,0.0065458925231531,0.003615918892915901
receptionist,0.0298247610377788,0.0390532544378698,0.217074592074592,-0.0029137529137529,0.916958041958042,0.2363053613053613,0.007768940600768898,0.012390494402710197,0.1544289044289044,-0.0626456876456876,0.217074592074592,0.02476689976689979,-0.014860139860139787,0.0079881656804733,-0.001775147928994,0.009763313609467299,0.00683333997923,0.003903366348992799
sales clerk,0.0161090400356947,0.020870602265951,0.1952214452214452,0.0116550116550117,0.9067599067599068,0.2281468531468531,-0.005946780401315202,-0.005792157769208602,0.1381118881118881,-0.0571095571095571,0.1952214452214452,0.0367132867132866,-0.03671328671328661,0.0074537865235539,0.0068574836016696,0.0143112701252235,0.008451322864749,0.008451322864748999
server,0.0206753645088462,0.0270109824873849,0.201048951048951,0.0087412587412587,0.9117132867132868,0.2345571095571095,-0.0013804559281637013,0.0003482224522252976,0.145979020979021,-0.05506993006993,0.20104895104895099,0.030885780885780804,-0.03088578088578081,0.0062333036509349,0.0056396556841792,0.011872959335114099,0.0060130120746396,0.006013012074639599
taxi driver,0.0336647029945999,0.0421207658321061,0.2103729603729603,-0.0005827505827505,0.9216200466200466,0.2007575757575757,0.01160888255759,0.015458005796946495,0.1395687645687645,-0.0708041958041958,0.21037296037296027,0.02156177156177151,-0.021561771561771526,0.0082474226804123,-0.0029455081001472,0.0111929307805595,0.0082629571503222,0.005332983520085
truck driver,0.0432778358872981,0.0537760799294739,0.1564685314685314,0.0157342657342657,0.9256993006993008,0.1952214452214452,0.021222015450288196,0.027113319894314297,0.1078088578088578,-0.0486596736596736,0.1564685314685314,0.0754662004662004,-0.0754662004662004,0.0120481927710843,-0.0049955921245959,0.0170437848956802,0.0141138112654429,0.011183837635205699
