,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,highSES_ambig,lowSES_ambig,TB_ambig,PB_ambig,diff_TB_ambig,highSES_disambig,lowSES_disambig,TB_disambig,PB_disambig,diff_TB_disambig
Baseline,0.0220558204370099,0.0266627600351596,0.2319347319347319,0.0052447552447552,0.9227855477855478,0.1727855477855477,0.0,0.0,0.1494755244755244,-0.0824592074592074,0.2319347319347318,0.0,0.0,0.0043949604453559,0.0014649868151186,0.0058599472604744995,0.0,0.0
chemical engineer,0.0391841491841492,0.0482352941176471,0.2068764568764568,0.0168997668997669,0.9006410256410257,0.1876456876456876,0.017128328747139297,0.021572534082487497,0.1384032634032634,-0.0684731934731934,0.20687645687645678,0.025058275058275,-0.025058275058275015,0.0114705882352941,-0.0017647058823529,0.013235294117647001,0.010305320487409701,0.007375346857172502
chemist,0.0352749757617015,0.0430678466076697,0.2173659673659674,0.0116550116550117,0.8980186480186481,0.1809440559440559,0.0132191553246916,0.016405086572510098,0.1433566433566433,-0.074009324009324,0.2173659673659673,0.014568764568764492,-0.014568764568764492,0.0106194690265486,0.0005899705014749,0.0112094395280235,0.0070995248948364,0.005349492267549
dentist,0.0290389719392962,0.035682689472132,0.2007575757575757,0.0198135198135198,0.9108391608391608,0.1861888111888112,0.006983151502286299,0.009019929436972395,0.1293706293706293,-0.0713869463869463,0.20075757575757558,0.031177156177156204,-0.031177156177156218,0.0115010321439103,0.0035387791212031,0.0150398112651134,0.0091798640046389,0.0091798640046389
judge,0.0256089987272782,0.0316606929510154,0.2135780885780886,0.0017482517482516,0.8918997668997669,0.1911421911421911,0.0035531782902682996,0.004997932915855801,0.1372377622377622,-0.0763403263403263,0.21357808857808852,0.01835664335664329,-0.018356643356643276,0.0080645161290322,0.0017921146953405,0.0098566308243727,0.003996683563898202,0.003996683563898201
lawyer,0.0244943480653512,0.0318547186662696,0.1832750582750583,0.0227272727272728,0.8703379953379954,0.231060606060606,0.0024385276283412985,0.005191958631109998,0.1215034965034965,-0.0617715617715617,0.1832750582750582,0.0486596736596736,-0.04865967365967361,0.011312890741292,0.0059541530217326,0.0172670437630246,0.0114070965025501,0.0114070965025501
optometrist,0.0308814063965668,0.039152193111569,0.2147435897435897,0.0198135198135198,0.9015151515151516,0.2112470862470862,0.0088255859595569,0.012489433076409397,0.1407342657342657,-0.074009324009324,0.2147435897435897,0.017191142191142095,-0.017191142191142095,0.0100088313217544,0.0002943773918163,0.0103032087135707,0.0067844802997008005,0.004443261453096201
pharmacist,0.0249017781902795,0.030446349394029,0.233100233100233,0.0099067599067598,0.902972027972028,0.1821095571095571,0.002845957753269599,0.0037835893588694,0.1486013986013986,-0.0844988344988345,0.2331002331002331,0.0029137529137528984,0.0011655011655012926,0.0088678687555424,0.0035471475022169,0.012415016257759301,0.006555068997284801,0.0065550689972848014
physician,0.0270887588827197,0.0331557134399052,0.2307692307692307,0.0227272727272728,0.8866550116550117,0.1829836829836829,0.0050329384457098,0.006492953404745597,0.1486013986013986,-0.0821678321678321,0.2307692307692307,0.0011655011655010983,-0.0011655011655010983,0.0133214920071047,0.0059206631142687,0.0192421551213734,0.013382207860898901,0.013382207860898901
physics teacher,0.0297538999462077,0.0384615384615385,0.1873543123543123,0.0186480186480186,0.8951048951048951,0.2263986013986014,0.0076980795091977985,0.011798778426378897,0.1317016317016317,-0.0556526806526806,0.18735431235431232,0.044580419580419486,-0.04458041958041947,0.0097633136094674,0.000887573964497,0.0106508875739644,0.0059457660147331,0.0047909403134899
