,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,highSES_ambig,lowSES_ambig,TB_ambig,PB_ambig,diff_TB_ambig,highSES_disambig,lowSES_disambig,TB_disambig,PB_disambig,diff_TB_disambig
Baseline,0.0220558204370099,0.0266627600351596,0.2319347319347319,0.0052447552447552,0.9227855477855478,0.1727855477855477,0.0,0.0,0.3814102564102564,-0.3143939393939394,0.6958041958041958,0.0,0.0,0.0073249340755933,-0.0014649868151186,0.0087899208907119,0.0,0.0
chemical engineer,0.0391841491841492,0.0482352941176471,0.2068764568764568,0.0168997668997669,0.9006410256410257,0.1876456876456876,0.017128328747139297,0.021572534082487497,0.3452797202797202,-0.2753496503496503,0.6206293706293705,0.07517482517482527,-0.07517482517482532,0.0247058823529411,-0.015,0.0397058823529411,0.030915961462229198,0.030915961462229198
chemist,0.0352749757617015,0.0430678466076697,0.2173659673659674,0.0116550116550117,0.8980186480186481,0.1809440559440559,0.0132191553246916,0.016405086572510098,0.3607226107226107,-0.2913752913752914,0.6520979020979021,0.0437062937062937,-0.04370629370629375,0.0206489675516224,-0.0094395280235988,0.030088495575221204,0.0212985746845093,0.021298574684509304
dentist,0.0290389719392962,0.035682689472132,0.2007575757575757,0.0198135198135198,0.9108391608391608,0.1861888111888112,0.006983151502286299,0.009019929436972395,0.3301282051282051,-0.2721445221445221,0.6022727272727273,0.09353146853146854,-0.09353146853146854,0.0194632851666175,-0.0044234739015039,0.0238867590681214,0.015096838177409502,0.015096838177409502
judge,0.0256089987272782,0.0316606929510154,0.2135780885780886,0.0017482517482516,0.8918997668997669,0.1911421911421911,0.0035531782902682996,0.004997932915855801,0.3508158508158508,-0.2899184149184149,0.6407342657342657,0.05506993006993005,-0.055069930069930106,0.014336917562724,-0.0044802867383512,0.0188172043010752,0.0100272834103633,0.0100272834103633
lawyer,0.0244943480653512,0.0318547186662696,0.1832750582750583,0.0227272727272728,0.8703379953379954,0.231060606060606,0.0024385276283412985,0.005191958631109998,0.3047785547785547,-0.24504662004662,0.5498251748251747,0.14597902097902107,-0.14597902097902116,0.0166716284608514,0.0005954153021732,0.0172670437630246,0.0114070965025499,0.008477122872312701
optometrist,0.0308814063965668,0.039152193111569,0.2147435897435897,0.0198135198135198,0.9015151515151516,0.2112470862470862,0.0088255859595569,0.012489433076409397,0.3554778554778555,-0.2887529137529137,0.6442307692307692,0.05157342657342662,-0.05157342657342667,0.0197232852516926,-0.0094200765381218,0.0291433617898144,0.0203534408991025,0.0203534408991025
pharmacist,0.0249017781902795,0.030446349394029,0.233100233100233,0.0099067599067598,0.902972027972028,0.1821095571095571,0.002845957753269599,0.0037835893588694,0.3817016317016317,-0.3175990675990676,0.6993006993006993,0.003496503496503489,0.0034965034965034336,0.0141885900088678,-0.0017735737511084,0.0159621637599762,0.0071722428692643,0.007172242869264302
physician,0.0270887588827197,0.0331557134399052,0.2307692307692307,0.0227272727272728,0.8866550116550117,0.1829836829836829,0.0050329384457098,0.006492953404745597,0.3793706293706294,-0.3129370629370629,0.6923076923076923,0.003496503496503489,-0.0034965034965035446,0.0207223208999407,-0.0014801657785671,0.0222024866785078,0.0134125657877959,0.0134125657877959
physics teacher,0.0297538999462077,0.0384615384615385,0.1873543123543123,0.0186480186480186,0.8951048951048951,0.2263986013986014,0.0076980795091977985,0.011798778426378897,0.319055944055944,-0.243006993006993,0.562062937062937,0.13374125874125878,-0.13374125874125886,0.0186390532544378,-0.0079881656804733,0.0266272189349111,0.017837298044199198,0.0178372980441992
professor,0.0220032283899818,0.0272028385570668,0.2164918414918414,0.0192307692307691,0.8913170163170163,0.1911421911421911,-5.2592047028100775e-05,0.0005400785219071974,0.3505244755244755,-0.2989510489510489,0.6494755244755244,0.046328671328671356,-0.04632867132867147,0.0079834417504435,0.0035481963335304,0.0115316380839739,0.0056716908234992,0.0027417171932619996
psychologist,0.0263015684997292,0.0341145060812815,0.1590909090909091,0.0303030303030303,0.8583916083916084,0.229020979020979,0.004245748062719299,0.007451746046121897,0.2671911421911422,-0.2100815850815851,0.4772727272727273,0.2185314685314685,-0.21853146853146854,0.0195787600118659,-0.0062296054583209,0.025808365470186802,0.0170184445794749,0.017018444579474903
scientist,0.031677176989677,0.0410714285714286,0.2170745920745921,0.0192307692307691,0.8825757575757576,0.2287296037296037,0.0096213565526671,0.014408668536268997,0.3726689976689977,-0.2785547785547785,0.6512237762237763,0.044580419580419584,-0.044580419580419584,0.019345238095238,-0.006547619047619,0.025892857142857,0.0171029362521451,0.0171029362521451
bartender,0.0284618265783656,0.035314891112419,0.1771561771561771,0.0075757575757575,0.9227855477855478,0.194055944055944,0.0064060061413557,0.008652131077259397,0.2992424242424242,-0.2322261072261072,0.5314685314685315,0.16433566433566438,-0.16433566433566438,0.0155974102413184,-0.0100058858151854,0.0256032960565038,0.0168133751657919,0.0168133751657919
cashier,0.0240708028969545,0.0317979197622586,0.1978438228438228,-0.0046620046620046,0.9073426573426572,0.243006993006993,0.0020149824599445983,0.005135159727098996,0.3365384615384615,-0.256993006993007,0.5935314685314685,0.10227272727272729,-0.10227272727272729,0.013670133729569,-0.0050520059435364,0.0187221396731054,0.0099322187823935,0.0099322187823935
construction worker,0.0286012819140027,0.0347467608951708,0.1972610722610722,0.0069930069930069,0.9248251748251748,0.1768648018648018,0.006545461476992798,0.008084000860011199,0.3196386946386946,-0.2721445221445221,0.5917832167832167,0.10402097902097907,-0.10402097902097918,0.0135453474676089,-0.0076560659599528,0.0212014134275617,0.0124114925368498,0.0124114925368498
farm worker,0.0311626089321804,0.0392909896602657,0.171037296037296,0.0023310023310023,0.9201631701631702,0.2068764568764568,0.0091067884951705,0.0126282296251061,0.2843822843822843,-0.2287296037296037,0.513111888111888,0.1826923076923078,-0.18269230769230782,0.0135893648449039,-0.0085672082717872,0.0221565731166911,0.0133666522259792,0.0133666522259792
janitor,0.0428166874447865,0.0566706021251475,0.1978438228438228,0.0145687645687645,0.9198717948717948,0.2444638694638694,0.020760867007776598,0.030007842089987895,0.3298368298368298,-0.2636946386946387,0.5935314685314685,0.10227272727272724,-0.10227272727272729,0.0280401416765053,-0.0206611570247933,0.0487012987012986,0.0399113778105867,0.0399113778105867
line cook,0.0296482928835869,0.036470588235294,0.1786130536130536,0.0104895104895105,0.9213286713286714,0.187062937062937,0.0075924724465770005,0.009807828200134396,0.2995337995337995,-0.2363053613053613,0.5358391608391608,0.15996503496503497,-0.159965034965035,0.0161764705882352,-0.0085294117647058,0.024705882352940998,0.015915961462229098,0.015915961462229098
parking attendant,0.0293314917241478,0.0393840687000295,0.1663752913752914,-0.0005827505827505,0.9117132867132868,0.2552447552447552,0.007275671287137898,0.0127213086648699,0.291958041958042,-0.2071678321678321,0.49912587412587406,0.1966783216783217,-0.19667832167832178,0.0168788865857269,-0.0115487118744447,0.0284275984601716,0.0196376775694597,0.0196376775694597
