Persona,BS_a,BS_d,Diff_Bias_d,Diff_Bias_a,Acc_a,Acc_d
boy,0.020300449190609415,0.025341130604288553,0.04782608695652174,0.03804347826086957,0.19891304347826086,0.47391304347826085
elder,0.010290026787554052,0.011848341232227444,0.04565217391304344,0.030434782608695643,0.13152173913043477,0.5184782608695652
girl,0.012013929193267492,0.013348810214741658,0.034782608695652195,0.019565217391304346,0.1,0.5119565217391304
kid,0.03445134575569366,0.03809523809523818,0.04456521739130431,0.02934782608695652,0.09565217391304348,0.503804347826087
man,0.011140944428447949,0.014569536423840956,0.05217391304347824,0.019021739130434756,0.23532608695652174,0.45543478260869563
woman,0.00900718573767514,0.010161386730424438,0.016304347826086973,0.02010869565217388,0.11358695652173913,0.4875
