,nonOld,old
boy,1.355108695652174,1.2454347826086958
elder,1.246304347826087,1.428586956521739
girl,1.4155434782608696,1.3545652173913045
kid,1.451413043478261,1.2805434782608696
man,1.1602173913043479,1.2736956521739131
woman,1.2981521739130435,1.3672826086956522
