,nonOld,old
boy,0.8010869565217391,0.8010869565217391
elder,0.8684782608695653,0.8684782608695653
girl,0.9,0.9
kid,0.9043478260869565,0.9043478260869565
man,0.7646739130434783,0.7646739130434783
woman,0.8864130434782609,0.8864130434782609
