,nonOld,old
boy,0.3625,0.3625
elder,0.39891304347826084,0.39891304347826084
girl,0.42445652173913045,0.42445652173913045
kid,0.4092391304347826,0.4092391304347826
man,0.3652173913043478,0.3652173913043478
woman,0.4217391304347826,0.4217391304347826
