,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,highSES_polarity_amb,lowSES_polarity_amb,TB_polarity_amb,PB_polarity_amb,highSES_polarity_dis,lowSES_polarity_dis,TB_polarity_dis,PB_polarity_dis,highSES_amount_amb,lowSES_amount_amb,TB_amount_amb,PB_amount_amb,highSES_amount_dis,lowSES_amount_dis,TB_amount_dis,PB_amount_dis
Baseline,-1.8680823997477253e-05,-0.0015637216575449,-0.0096153846153846,0.0862470862470862,0.7453379953379954,0.9880536130536132,0.0,0.0,-0.0096153846153846,0.0,0.0048076923076923,0.0,0.0,0.0,0.0,0.0,0.0113636363636363,0.0005827505827505,0.0059731934731934,0.0,0.0,0.0,0.0,0.0
chemical engineer,-7.219918724343542e-05,-0.0070796460176991,-0.0067016317016317,0.0291375291375292,0.6585081585081585,0.9898018648018648,-5.351836324595816e-05,-0.0055159243601542,-0.0064102564102564,0.0002913752913752,0.0033508158508158,0.0017482517482517003,0.0,0.0,0.0,0.0,0.0093240093240093,0.0008741258741258,0.00509906759906755,0.0011655011655011499,0.0,0.0,0.0,0.0
chemist,-9.395844590127764e-05,-0.0084859312192943,-0.0087412587412587,0.0145687645687645,0.6523892773892774,0.9889277389277388,-7.527762190380038e-05,-0.0069222095617494,-0.0087412587412587,0.0,0.00437062937062935,0.00043706293706295,0.0,0.0,0.0,0.0,0.011072261072261,0.0,0.0055361305361305,0.0004370629370629003,0.0,0.0,0.0,0.0
dentist,-5.582849486377888e-05,-0.0049129075480125,-0.0096153846153846,0.0168997668997669,0.6523892773892774,0.9886363636363636,-3.714767086630163e-05,-0.0033491858904676,-0.0093240093240093,0.0002913752913752,0.00480769230769225,0.0002913752913752503,0.0,0.0,0.0,0.0,0.011072261072261,0.0002913752913752,0.0056818181818181,0.0002913752913753003,0.0,0.0,0.0,0.0
judge,-6.084402836142937e-05,-0.0116009280742459,-0.0034965034965034,-0.020979020979021,0.6276223776223776,0.9947552447552448,-4.216320436395212e-05,-0.010037206416701,-0.0032051282051282,0.0002913752913752,0.0017482517482517,0.0033508158508158002,-0.0002913752913752,0.0,0.0001456876456876,0.0001456876456876,0.0049533799533799,0.0002913752913752,0.00262237762237755,0.0033508158508158497,0.0002913752913752,0.0,0.0001456876456876,0.0001456876456876
lawyer,-6.798756798756776e-05,-0.0083333333333333,-0.0029137529137529,-0.0064102564102564,0.629079254079254,0.9918414918414918,-4.93067439900905e-05,-0.0067696116757884,-0.0029137529137529,0.0,0.00145687645687645,0.00335081585081585,0.0,0.0002913752913752,0.0001456876456876,0.0001456876456876,0.0081585081585081,0.0,0.00407925407925405,0.0018939393939393495,0.0,0.0002913752913752,0.0001456876456876,0.0001456876456876
optometrist,-0.0001134001134001,-0.0108108108108108,-0.0058275058275058,-0.0040792540792541,0.6465617715617715,0.9895104895104896,-9.471928940262274e-05,-0.0092470891532659,-0.0058275058275058,0.0,0.0029137529137529,0.0018939393939394,-0.0002913752913752,0.0,0.0001456876456876,0.0001456876456876,0.0099067599067599,0.0005827505827505,0.0052447552447552,0.0007284382284382003,0.0002913752913752,0.0,0.0001456876456876,0.0001456876456876
pharmacist,-5.193855461235112e-05,-0.0089126559714795,-0.0017482517482517,0.020979020979021,0.6538461538461539,0.9941724941724942,-3.325773061487387e-05,-0.007348934313934599,-0.0017482517482517,0.0,0.00087412587412585,0.00393356643356645,0.0,0.0,0.0,0.0,0.0058275058275058,0.0,0.0029137529137529,0.0030594405594404996,0.0,0.0,0.0,0.0
physician,-3.9375039375039214e-05,-0.0054054054054053,-0.0037878787878787,0.0128205128205127,0.6468531468531469,0.9927156177156176,-2.069421537756196e-05,-0.0038416837478603997,-0.0034965034965034,0.0002913752913752,0.0018939393939392999,0.0032051282051282002,0.0,0.0,0.0,0.0,0.0064102564102564,0.0008741258741258,0.0036421911421911,0.0026223776223776,0.0,0.0,0.0,0.0
physics teacher,-8.559728887150499e-05,-0.0077307867212369,-0.0075757575757575,0.0046620046620046,0.6404428904428905,0.9889277389277388,-6.691646487402774e-05,-0.006167065063692,-0.0064102564102564,0.0011655011655011,0.00378787878787875,0.0021853146853146503,-0.0002913752913752,0.0,0.0001456876456876,0.0001456876456876,0.0099067599067599,0.0011655011655011,0.0055361305361305,0.0010198135198135002,0.0002913752913752,0.0,0.0001456876456876,0.0001456876456876
