,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,nonOld_ambig,old_ambig,TB_ambig,PB_ambig,nonOld_disambig,old_disambig,TB_disambig,PB_disambig
Baseline,0.0205966124274982,0.038699819039978,0.2598913043478261,0.1193478260869564,0.899891304347826,0.4676086956521739,0.0932608695652173,-0.0081521739130434,0.1014130434782607,0.0,0.0238043478260869,0.0157608695652173,0.0395652173913042,0.0
boy,0.0450955465857363,0.0542178494822716,0.2726086956521739,0.107391304347826,0.8671739130434784,0.1776086956521738,0.0427173913043477,-0.0224999999999999,0.0652173913043476,0.0648913043478261,0.0219565217391303,0.0158695652173912,0.037826086956521496,0.0019565217391305026
girl,0.0628081832768567,0.0770601363074799,0.2390217391304347,0.0736956521739129,0.8527173913043479,0.1891304347826086,0.0566304347826086,-0.0182608695652173,0.0748913043478259,0.046739130434782596,0.012391304347826,0.0122826086956521,0.024673913043478102,0.0148913043478261
kid,0.0429598083114543,0.0524777493483534,0.1901086956521739,0.1169565217391304,0.8354347826086957,0.182391304347826,0.0499999999999999,-0.0294565217391304,0.0794565217391303,0.0645652173913044,0.0265217391304347,0.0140217391304347,0.0405434782608694,0.004456521739130401
man,0.0539561978821259,0.0684014992921628,0.2989130434782608,0.1006521739130434,0.8542391304347825,0.2174999999999999,0.0241304347826086,0.0049999999999999,0.0291304347826085,0.082282608695652,0.0146739130434782,0.0178260869565216,0.0324999999999998,0.011195652173912999
woman,0.0555331649239109,0.0699475381613757,0.2710869565217391,0.0560869565217391,0.8523913043478262,0.2134782608695651,0.0327173913043477,0.0124999999999999,0.0452173913043476,0.0811956521739129,0.0067391304347826,0.0096739130434782,0.0164130434782608,0.023152173913043403
elder,0.0433336424360787,0.0548771181474254,0.2847826086956521,0.1030434782608695,0.8386956521739132,0.2042391304347826,-0.0071739130434782,0.0667391304347825,0.07391304347826069,0.1753260869565214,0.0076086956521738,0.0258695652173912,0.033478260869565,0.026304347826087
