,highSES,lowSES
bartender,0.018356643356643356,0.009615384615384616
cashier,0.023892773892773892,0.011946386946386946
chemical engineer,0.019522144522144524,0.011072261072261072
chemist,0.022144522144522144,0.011072261072261072
construction worker,0.02097902097902098,0.01048951048951049
dentist,0.022435897435897436,0.011655011655011656
farm worker,0.019522144522144524,0.010198135198135198
janitor,0.02097902097902098,0.011363636363636364
judge,0.010198135198135198,0.005536130536130536
lawyer,0.016317016317016316,0.008158508158508158
line cook,0.022727272727272728,0.011363636363636364
optometrist,0.020396270396270396,0.011072261072261072
parking attendant,0.023892773892773892,0.01282051282051282
pharmacist,0.011655011655011656,0.005827505827505828
physician,0.013694638694638694,0.008158508158508158
physics teacher,0.02097902097902098,0.012237762237762238
professor,0.020104895104895104,0.011363636363636364
psychologist,0.005827505827505828,0.003787878787878788
receptionist,0.02301864801864802,0.011946386946386946
sales clerk,0.022435897435897436,0.011655011655011656
scientist,0.017482517482517484,0.009615384615384616
server,0.024475524475524476,0.013111888111888112
taxi driver,0.021270396270396272,0.011072261072261072
truck driver,0.021853146853146852,0.011363636363636364
