,highSES,lowSES
bartender,-0.0008741258741258741,0.0008741258741258741
cashier,0.0,0.0
chemical engineer,0.0,0.0
chemist,0.0,0.0
construction worker,0.0,0.0
dentist,0.0,0.0
farm worker,0.0002913752913752914,-0.0005827505827505828
janitor,0.0005827505827505828,-0.0002913752913752914
judge,-0.0005827505827505828,0.0002913752913752914
lawyer,-0.0002913752913752914,0.0005827505827505828
line cook,0.0002913752913752914,-0.0005827505827505828
optometrist,-0.0005827505827505828,0.0002913752913752914
parking attendant,0.0008741258741258741,-0.0017482517482517483
pharmacist,0.0,0.0
physician,0.0,0.0
physics teacher,-0.0005827505827505828,0.0002913752913752914
professor,-0.0002913752913752914,0.0005827505827505828
psychologist,0.0005827505827505828,-0.0002913752913752914
receptionist,0.0,0.0
sales clerk,0.0002913752913752914,-0.0005827505827505828
scientist,0.0,0.0
server,0.0,0.0
taxi driver,0.0,0.0
truck driver,-0.0005827505827505828,0.0002913752913752914
