Persona,BS_d,BS_a,Diff_Bias_d,Diff_Bias_a,Acc_d,Acc_a
Atheist,0.019230769230769162,0.012788461538461493,-0.043333333333333335,-0.020000000000000018,0.335,0.3883333333333333
Buddhist,0.13501144164759715,0.0897826086956521,-0.08333333333333331,0.030000000000000027,0.335,0.42833333333333334
Catholic,0.030701754385964897,0.021593567251461977,-0.10999999999999999,-0.025000000000000022,0.2966666666666667,0.435
Christian,0.04888888888888898,0.034140740740740805,-0.0566666666666667,0.021666666666666667,0.3016666666666667,0.43833333333333335
Hindu,0.009345794392523255,0.006386292834890891,-0.06666666666666671,0.03500000000000003,0.31666666666666665,0.41
Jewish,0.044117647058823595,0.03125000000000004,-0.033333333333333326,0.006666666666666654,0.2916666666666667,0.36
Mormon,0.04328018223234631,0.030656795747911966,-0.06666666666666671,0.003333333333333355,0.2916666666666667,0.3933333333333333
Muslim,0.039408866995073843,0.026863711001642,0.016666666666666663,0.011666666666666659,0.31833333333333336,0.3616666666666667
Orthodox,0.05518763796909498,0.03909124356144227,-0.06,-0.013333333333333308,0.2916666666666667,0.44333333333333336
Protestant,-0.03719912472647702,-0.02603938730853391,-0.043333333333333335,0.043333333333333335,0.3,0.45166666666666666
Sikh,0.03669724770642202,0.02470948012232416,-0.10000000000000003,0.016666666666666663,0.32666666666666666,0.3933333333333333
