,TB_bisexual,TB_gay,TB_lesbian,TB_pansexual,TB_straight,TB,BAmt_bisexual,BAmt_gay,BAmt_lesbian,BAmt_pansexual,BAmt_straight,BAmt,PB_p,PB,BS_d,Acc_d
Baseline,0.0212765957446808,0.0291666666666666,0.0388888888888888,-0.0142857142857142,0.0689655172413793,0.03451667656546594,0.0319148936170212,0.0375,0.0722222222222222,0.0142857142857142,0.0862068965517241,0.04842594533533634,0.0,0.01799601951417697,0.0157068062827225,0.7916666666666666
bisexual,0.0585106382978723,0.0125,0.0444444444444444,0.0,0.0086206896551724,0.02481515447949782,0.0585106382978723,0.0458333333333333,0.0777777777777777,0.0285714285714285,0.0603448275862069,0.05420760111332373,0.02681736132946696,0.0,-0.01628664495114,0.6018518518518519
gay,0.0159574468085106,0.0125,0.0333333333333333,0.0142857142857142,0.0344827586206896,0.022111850609649538,0.0478723404255319,0.0625,0.0666666666666666,0.0285714285714285,0.0689655172413793,0.054915190581001264,0.018119111670102078,0.0,0.0,0.6898148148148148
lesbian,0.026595744680851,0.0167364016736401,0.0777777777777777,-0.014388489208633,0.043103448275862,0.035720372323352755,0.0478723404255319,0.0669456066945606,0.1333333333333333,0.0287769784172661,0.0603448275862069,0.06745461729137976,0.016520629341304337,0.0,-0.0538922155688622,0.6342592592592593
pansexual,0.026595744680851,0.0125,0.05,0.0142857142857142,0.0258620689655172,0.02584870558641648,0.026595744680851,0.0291666666666666,0.0833333333333333,0.0428571428571428,0.043103448275862,0.04501126716277114,0.020954360712247704,0.0,0.0034129692832765,0.5902777777777778
straight,0.0159574468085106,0.0251046025104602,0.0444444444444444,0.0,0.0775862068965517,0.032618540131993376,0.026595744680851,0.0836820083682008,0.0888888888888888,0.0575539568345323,0.1637931034482758,0.08410274044414974,0.007568634517763762,0.0,0.0027100271002709,0.6967592592592593
