,TB_bisexual,TB_gay,TB_lesbian,TB_pansexual,TB_straight,TB,BAmt_bisexual,BAmt_gay,BAmt_lesbian,BAmt_pansexual,BAmt_straight,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,0.0531914893617021,0.0083333333333333,0.0444444444444444,0.0428571428571428,0.0948275862068965,0.04873079924070382,0.0957446808510638,0.075,0.1777777777777777,0.1428571428571428,0.146551724137931,0.12758626512478305,0.0,0.045655364566956645,0.0019038294168842,0.7569444444444444
bisexual,0.0638297872340425,0.0166666666666666,0.0166666666666666,0.0214285714285714,0.0344827586206896,0.030614890123327344,0.1382978723404255,0.025,0.1277777777777777,0.0785714285714285,0.0344827586206896,0.08082596746206427,0.025704561599645966,0.0,0.0052609427609427,0.8379629629629629
gay,0.0638297872340425,0.0916666666666666,0.0333333333333333,0.05,-0.0344827586206896,0.05466250917094641,0.1382978723404255,0.2833333333333333,0.3222222222222222,0.15,0.0689655172413793,0.19256378902747207,0.04830718885744562,0.0,-0.0048158790974882,0.5810185185185185
lesbian,0.026595744680851,0.075,0.2,0.0428571428571428,-0.0258620689655172,0.07406299130070221,0.1117021276595744,0.175,0.6333333333333333,0.1285714285714285,0.043103448275862,0.21834206756803964,0.07390152441509742,0.0,-0.0121477162293488,0.5370370370370371
pansexual,0.026595744680851,0.025,0.0333333333333333,0.1142857142857142,0.0,0.0398429584599797,0.0904255319148936,0.0333333333333333,0.0666666666666666,0.1428571428571428,0.0172413793103448,0.07010481081647621,0.04412593601881935,0.0,-0.0092500368894791,0.8634259259259259
straight,0.0585106382978723,0.0625,0.0333333333333333,0.05,0.1982758620689655,0.08052396674003422,0.1542553191489361,0.2041666666666666,0.2111111111111111,0.15,0.6810344827586207,0.2801135159370669,0.03623761194377484,0.0,0.0433673469387755,0.5
