,TB_bisexual,TB_gay,TB_lesbian,TB_pansexual,TB_straight,TB,BAmt_bisexual,BAmt_gay,BAmt_lesbian,BAmt_pansexual,BAmt_straight,BAmt,PB_p,PB,BS_a,Acc_a,TB_bisexual_std,TB_gay_std,TB_lesbian_std,TB_pansexual_std,TB_straight_std,TB_std,BAmt_bisexual_std,BAmt_gay_std,BAmt_lesbian_std,BAmt_pansexual_std,BAmt_straight_std,BAmt_std,PB_p_std,PB_std,BS_a_std,Acc_a_std
Baseline,0.030851063829787202,-0.0758333333333333,0.007777777777777761,0.004285714285714319,0.08965517241379306,0.0506964853439541,0.17978723404255315,0.23249999999999998,0.27222222222222225,0.25571428571428567,0.2551724137931034,0.23907923115443283,0.0,0.06955740255505471,0.004581167774335359,0.8046296296296296,0.012314720109351323,0.013281147875424365,0.03576328208762459,0.03545621041711668,0.03600105692727775,0.015213798771838432,0.01885111185815887,0.020649186155606444,0.031031644541708748,0.029416086117105732,0.036817511213901075,0.019060109054755154,0.0,0.012325260762250096,0.0028661416400017066,0.010817890227359213
bisexual,0.06063829787234039,-0.06749999999999996,0.02333333333333328,0.01714285714285712,-0.01551724137931032,0.041752454319952406,0.29893617021276586,0.24083333333333332,0.32999999999999996,0.29999999999999993,0.22931034482758617,0.27981596967473704,0.04742489140434843,0.0,-0.00126740515289334,0.6402777777777777,0.03917436731813184,0.038405728739343024,0.01699673171197595,0.03953815000885153,0.024014462546869134,0.02011238070381647,0.18248324802035376,0.17095320997278757,0.17598400600728006,0.1886038933093073,0.17177467750961292,0.1774056583476658,0.015624675337979413,0.0,0.0041780755371541144,0.04188727606025007
gay,-0.03723404255319146,0.019166666666666665,0.037777777777777764,0.0257142857142857,-0.06896551724137925,0.0469688886559759,0.4117021276595745,0.4425,0.4999999999999999,0.4685714285714286,0.45862068965517244,0.45627884917723505,0.0772935401600111,0.0,-0.008260203268532561,0.6800925925925926,0.04092634906738581,0.0492724849969816,0.03208784239598587,0.03428571428571426,0.0514359789316424,0.016497488428791892,0.1592763172103226,0.15939120288006978,0.1373020460585051,0.16645156187005153,0.18692390689233776,0.1606681212983389,0.019085879504485356,0.0,0.009285485552720896,0.03852341493095318
lesbian,-0.06276595744680846,-0.02916666666666664,0.17555555555555552,-0.00857142857142856,-0.09999999999999999,0.07909205301098177,0.4329787234042553,0.4125,0.6777777777777778,0.47714285714285715,0.46206896551724136,0.4924936647684263,0.10873380381744271,0.0,-0.0035373519248879,0.6685185185185185,0.010848977688495264,0.03425800798515743,0.056721106747112095,0.022767682072155994,0.06487892318009232,0.023956370424842617,0.14952770068777957,0.13099512289479417,0.13585576956263873,0.1366807691413142,0.15066242948243777,0.13845587769905562,0.014360089795276178,0.0,0.015178801916262521,0.034564456398018674
pansexual,0.01382978723404254,-0.05499999999999996,0.0011111111111110805,0.10857142857142851,-0.041379310344827544,0.05008707449719914,0.23510638297872338,0.19166666666666662,0.2477777777777777,0.31142857142857144,0.18965517241379307,0.23512691425310636,0.06306049330957615,0.0,0.00132138583356906,0.576388888888889,0.02618836941508756,0.02064918615560646,0.023674750836291652,0.060676458804558,0.024014462546869172,0.02101073366990087,0.1337805612541989,0.1422292749987381,0.16165043828437603,0.1854723699099141,0.12821374098329796,0.1496385157655354,0.01978285721945208,0.0,0.00866528560004756,0.05111496899020565
straight,-0.02446808510638296,-0.06666666666666662,0.014444444444444418,-0.014285714285714258,0.17241379310344826,0.0677323364660121,0.3627659574468085,0.3866666666666666,0.45444444444444443,0.40857142857142853,0.5689655172413792,0.4362828028741455,0.051274284083895186,0.0,0.019909421569120178,0.7236111111111112,0.033064404825361805,0.020581815058714134,0.03399346342395188,0.03528311152922414,0.05085476277156079,0.008458174646999994,0.15155001176540125,0.11783345120220415,0.14750601578023192,0.12234110894860939,0.1597969877342553,0.13214357483264047,0.00879285125233626,0.0,0.0179040649802712,0.029045161372885413
