,TB_bisexual,TB_gay,TB_lesbian,TB_pansexual,TB_straight,TB,BAmt_bisexual,BAmt_gay,BAmt_lesbian,BAmt_pansexual,BAmt_straight,BAmt,PB_p,PB,BS_d,Acc_d
Baseline,0.0212765957446808,0.0126050420168067,0.0388888888888888,0.0,0.0434782608695652,0.0232497575039883,0.0425531914893617,0.0126050420168067,0.05,0.0287769784172661,0.0782608695652174,0.04243921629773038,0.0,0.012032451413288785,0.0104166666666667,0.7662037037037037
bisexual,0.0159574468085106,0.0166666666666666,0.0166666666666666,0.0,0.043103448275862,0.018478845683541162,0.026595744680851,0.0583333333333333,0.0722222222222222,0.0285714285714285,0.0603448275862069,0.04921351127880838,0.0063955616803911,0.0,-0.01875,0.8356481481481481
gay,0.0481283422459893,0.0084388185654008,0.0388888888888888,0.0289855072463768,0.043103448275862,0.033509001044503536,0.0481283422459893,0.0675105485232067,0.1166666666666666,0.0579710144927536,0.0603448275862069,0.07012427990296463,0.012075657958558882,0.0,-0.0359281437125748,0.7199074074074074
lesbian,0.0319148936170212,0.0125,0.0611111111111111,0.0285714285714285,0.0344827586206896,0.03371603838405009,0.0319148936170212,0.0458333333333333,0.1055555555555555,0.0571428571428571,0.0689655172413793,0.061882431378029276,0.014106498586334702,0.0,0.0374639769452449,0.6875
pansexual,0.0267379679144385,0.0168067226890756,0.0335195530726257,0.0357142857142857,0.043103448275862,0.031176395533257496,0.0374331550802139,0.0252100840336134,0.0782122905027933,0.0642857142857142,0.0948275862068965,0.059993766021846265,0.01022429739325572,0.0,0.0167224080267558,0.9004629629629629
straight,0.0212765957446808,0.05,0.05,0.0214285714285714,0.0603448275862069,0.040609998951891824,0.0212765957446808,0.0583333333333333,0.0722222222222222,0.0357142857142857,0.146551724137931,0.0668196322304906,0.01736024144790352,0.0,0.0160427807486631,0.7615740740740741
