,TB_bisexual,TB_gay,TB_lesbian,TB_pansexual,TB_straight,TB,BAmt_bisexual,BAmt_gay,BAmt_lesbian,BAmt_pansexual,BAmt_straight,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,0.0478723404255319,-0.0041666666666666,0.0444444444444444,0.0428571428571428,0.1120689655172413,0.0502819119822054,0.1117021276595744,0.0791666666666666,0.1555555555555555,0.0857142857142857,0.1637931034482758,0.11918634780887158,0.0,0.03467004972690958,0.0023871527777777,0.7708333333333334
bisexual,0.0531914893617021,0.0166666666666666,0.0444444444444444,0.05,0.0517241379310344,0.043205347680769494,0.1170212765957446,0.0333333333333333,0.1222222222222222,0.0928571428571428,0.0517241379310344,0.08343162258789547,0.0187280333997135,0.0,-0.0030815972222222,0.8356481481481481
gay,0.0372340425531914,0.0416666666666666,0.0611111111111111,0.0714285714285714,0.0258620689655172,0.04746049214501154,0.1223404255319148,0.125,0.2055555555555555,0.1428571428571428,0.0603448275862069,0.13121959030616398,0.03758332459909862,0.0,-0.0097305389221556,0.7291666666666666
lesbian,0.026595744680851,0.0166666666666666,0.2166666666666666,0.0571428571428571,0.0258620689655172,0.0685868008245117,0.101063829787234,0.075,0.3944444444444444,0.1285714285714285,0.0775862068965517,0.1553331819399317,0.06296495242753494,0.0,0.011707492795389,0.6875
pansexual,0.0585106382978723,0.0,0.0333333333333333,0.0357142857142857,0.0258620689655172,0.030684065262201705,0.0797872340425532,0.0083333333333333,0.0555555555555555,0.0928571428571428,0.0258620689655172,0.0524790669508204,0.02385316586893986,0.0,0.0016644989471076,0.9004629629629629
straight,0.0319148936170212,0.0166666666666666,0.0555555555555555,0.0,0.1724137931034483,0.05531018178853832,0.0851063829787234,0.0833333333333333,0.1333333333333333,0.0571428571428571,0.293103448275862,0.13040387101282183,0.03022077233926096,0.0,0.0037878787878788,0.7638888888888888
