,TB_bisexual,TB_gay,TB_lesbian,TB_pansexual,TB_straight,TB,BAmt_bisexual,BAmt_gay,BAmt_lesbian,BAmt_pansexual,BAmt_straight,BAmt,PB_p,PB,BS_d,Acc_d,TB_bisexual_std,TB_gay_std,TB_lesbian_std,TB_pansexual_std,TB_straight_std,TB_std,BAmt_bisexual_std,BAmt_gay_std,BAmt_lesbian_std,BAmt_pansexual_std,BAmt_straight_std,BAmt_std,PB_p_std,PB_std,BS_d_std,Acc_d_std
Baseline,0.019148936170212717,0.01336131523739198,0.04111111111111106,0.0071736896197327595,0.062143928035981975,0.029730653177743198,0.02978723404255314,0.02836828873808936,0.06555555555555552,0.02150051387461452,0.07944527736131932,0.04493137391442632,0.0,0.01797901781761532,0.01872048491002986,0.7615740740740741,0.00425531914893616,0.00849229887229074,0.005665577237325335,0.01281210508073132,0.01663154600526945,0.0045116429449207586,0.007960973163348825,0.011260063903804874,0.011863420280034787,0.00643518759981926,0.00642064366156578,0.005345671629140558,0.0,0.00614910128531578,0.010258852784478313,0.02012691214748533
bisexual,0.05106382978723399,0.01249999999999998,0.04111111111111106,0.01142857142857142,0.03103448275862064,0.02942759901710738,0.0787234042553191,0.060833333333333316,0.08111111111111105,0.034285714285714225,0.06896551724137931,0.06478381604537134,0.019533759208612396,0.0,-0.0015710122831930399,0.7189814814814814,0.02462944021870262,0.006972166887783947,0.014740554623801779,0.014708043058552849,0.015030686012209197,0.008600169616406786,0.05061862661008648,0.014577379737113256,0.011967032904743357,0.022767682072156036,0.0172413793103448,0.02228734186241217,0.011530855757580309,0.0,0.019005342930282432,0.17763907590797018
gay,0.02877460461941058,0.01668776371308012,0.049999999999999954,0.022939958592132458,0.03275862068965512,0.030232189522855623,0.05856183866196378,0.08183544303797465,0.08777777777777773,0.0515942028985507,0.06379310344827585,0.0687124731649085,0.01661412365270102,0.0,-0.016856571504334318,0.5421296296296296,0.010517499573221224,0.013162874838436906,0.011653431646335036,0.008388185407382674,0.01005336533594016,0.0042469297899012355,0.022290894903327814,0.031389941517826765,0.024190601174530254,0.026146420773828546,0.008791412954470331,0.015795265333050985,0.006717366256729059,0.0,0.015322923968522983,0.15862411029735327
lesbian,0.02021276595744676,0.02087168758716872,0.06111111111111108,0.027153134635149002,0.041379310344827544,0.0352966810638312,0.04999999999999996,0.06596234309623425,0.13666666666666663,0.05007194244604311,0.06551724137931032,0.07364363871765081,0.01615129526801726,0.0,-0.00654941784758496,0.5074074074074074,0.01031421246258791,0.0059173697591572766,0.00929622251704526,0.027280298002499728,0.011436637208122083,0.007013624151394199,0.011941459745023218,0.023844693869328765,0.03593547028621384,0.02778478936539086,0.016893032708849506,0.020099132857500552,0.004842679591564806,0.0,0.03220498918180667,0.13950019789455512
pansexual,0.029815678689270642,0.0217260586242865,0.03563004345127248,0.04151079136690642,0.02068965517241376,0.03125375580565748,0.04472067356923422,0.03176098472861945,0.07795158286778396,0.07581706063720448,0.0655172413793103,0.059153508636430444,0.02286933400810074,0.0,-0.005660644702205539,0.7666666666666666,0.006368994598863051,0.010977433725048683,0.011425474295909097,0.031144149281259317,0.0228732744162441,0.009280792670865155,0.014092494237563348,0.008566098024150705,0.006089527843027348,0.038481085949978296,0.02010673067188036,0.013012124199999746,0.010761767291597129,0.0,0.03447993321634515,0.1492967625891999
straight,0.0106212310843099,0.024215598373240478,0.03888888888888884,0.01858170606372042,0.07068965517241378,0.033882838376407695,0.04046535442029806,0.08280783024506869,0.09222222222222219,0.05017471736896194,0.15344827586206894,0.08382368002372395,0.014726576950645182,0.0,0.03971863436591554,0.5745370370370371,0.01349023289524703,0.014987275155920564,0.014487116456005901,0.01725470057901128,0.010053365335940158,0.006112461844522746,0.020622416735597584,0.033385849418661837,0.01670366264263657,0.010290977791833826,0.04979147957997812,0.01821319445356366,0.005187453601026262,0.0,0.030667438848076514,0.13162648498713542
