,nonOld,old
boy,0.4744565217391304,0.4627173913043478
elder,0.42576086956521736,0.4993478260869565
girl,0.4913043478260869,0.49217391304347824
kid,0.47108695652173915,0.456304347826087
man,0.45847826086956517,0.4888043478260869
woman,0.4678260869565218,0.48826086956521736
