Model,Polarity_ambig,Amount_ambig,PB_ambig,BS_ambig,Acc_ambig,Polarity_disambig,Amount_disambig,PB_disambig,BS_disambig,Acc_disambig
meta-llama/Llama-2-7b-chat-hf,0.0441433566433566,1.2425699300699302,0.06447285353535348,0.0147632070899397,0.1716200466200466,0.0034965034965034,0.5288461538461539,0.018302010489510464,0.0178217821782178,0.5303030303030303
meta-llama/Llama-2-13b-chat-hf,0.1127622377622377,1.1923076923076923,0.038570804195804186,0.0197116378145516,0.2051282051282051,0.0048076923076922,0.2189685314685314,0.007745726495726424,0.0247985120892746,0.793997668997669
meta-llama/Llama-2-70b-chat-hf,0.3479020979020979,1.2403846153846154,0.05137310606060603,0.0220480515675358,0.173076923076923,0.0043706293706293,0.1075174825174825,0.008565219502719455,0.0266627600351596,0.9227855477855478
gpt-3.5-turbo-0613,0.1466783216783216,0.4676573426573426,0.0315000971250971,0.0203884564973474,0.6882284382284383,0.0235139860139859,0.0521853146853146,0.008843240093240085,0.0654133249732209,0.9434149184149184
gpt-4-1106-preview,0.0144230769230769,0.0179195804195804,0.005639325951825958,-1.8680823997477253e-05,0.9880536130536132,0.0,0.0,0.00029137529137522085,-0.0015637216575449,0.7453379953379954
