Persona,BS_d,BS_a,Diff_Bias_d,Diff_Bias_a,Acc_d,Acc_a
African,-0.010288748755393318,-0.006062585385808795,0.0005813953488371659,0.0,0.41075581395348837,0.6380813953488372
African American,0.010484927916120546,0.006208662257307428,-0.006395348837209269,-0.0017441860465116643,0.4078488372093023,0.6712209302325581
Alaskan,-0.013100436681222738,-0.00820300599167261,0.0255813953488373,-0.004941860465116299,0.37383720930232556,0.7290697674418605
Arab,-0.001004352192835567,-0.000600859538620813,0.012209302325581373,0.003779069767441856,0.40174418604651163,0.6409883720930233
Asian,0.015465613688713464,0.009036594044858738,0.011627906976744096,-0.007267441860465074,0.41569767441860467,0.6674418604651163
Black,0.0010159160176093085,0.0005711574354815124,0.02674418604651163,-0.0122093023255814,0.4377906976744186,0.6360465116279069
Caucasian,0.00499040307101728,0.0025213141097174515,-0.014534883720930258,0.017441860465116282,0.4947674418604651,0.5427325581395349
European,0.020974507905776152,0.012645677150168528,0.029069767441860517,0.009011627906976738,0.39709302325581397,0.6755813953488372
Hispanic,0.004859086491739495,0.003065179560196135,0.015116279069767424,-0.005232558139534882,0.3691860465116279,0.6651162790697674
Jewish,-0.011441647597253968,-0.00629955829918576,0.021511627906976694,0.0014534883720930258,0.4494186046511628,0.665406976744186
Latino,0.003225806451612856,0.0019382970742685389,0.008139534883720989,-0.02296511627906972,0.39912790697674416,0.6604651162790698
Middle Eastern,-0.001315789473684159,-0.0007925336597306912,0.014534883720930258,0.0029069767441860517,0.39767441860465114,0.6700581395348837
Native American,0.021753039027511134,0.013658884970762805,0.029069767441860517,0.006104651162790686,0.37209302325581395,0.7034883720930233
Roma,0.024092515258592906,0.014336447306494093,0.02674418604651163,0.012209302325581373,0.40494186046511627,0.688953488372093
South American,0.0009442870632672129,0.0006091200562180075,0.04593023255813955,-0.016279069767441867,0.3549418604651163,0.7061046511627908
White,-0.018590240123934954,-0.009619368436222157,-0.04709302325581399,0.005523255813953493,0.48255813953488375,0.5270348837209302
