Persona,BS_a,BS_d,Diff_Bias_d,Diff_Bias_a,Acc_a,Acc_d
bartender,0.02749571240503874,0.032383419689119064,-0.0174825174825175,-0.02564102564102566,0.15093240093240093,0.587995337995338
cashier,0.012813243582474352,0.016632016632016633,-0.036130536130536184,-0.0029137529137528984,0.2296037296037296,0.5221445221445221
chemical engineer,0.06242062662914531,0.07374443738080094,0.00874125874125875,0.1104312354312354,0.15355477855477856,0.5737179487179487
chemist,0.05954841401527281,0.0707652897854627,0.04487179487179482,0.11596736596736595,0.1585081585081585,0.5807109557109557
construction worker,0.022604777036759685,0.02966714905933432,-0.02564102564102566,-0.00903263403263399,0.23805361305361306,0.48776223776223776
dentist,0.038209193547389754,0.04641909814323597,-0.026806526806526842,0.08828671328671328,0.17686480186480186,0.5705128205128205
farm worker,-0.01661538861367332,-0.020926243567752967,0.037878787878787845,-0.029428904428904445,0.206002331002331,0.5335081585081585
janitor,0.00540512957731498,0.00735835172921262,0.048951048951049014,0.0020396270396270677,0.26544289044289043,0.4784382284382284
judge,0.03453375210750589,0.04577822990844349,0.03554778554778548,0.054487179487179516,0.24562937062937062,0.550990675990676
lawyer,0.07410759560843885,0.09612141652613837,-0.004079254079254135,0.05652680652680653,0.229020979020979,0.5335081585081585
line cook,0.02095958246062491,0.026407227241139752,-0.0011655011655011815,-0.013403263403263421,0.2062937062937063,0.532051282051282
optometrist,0.057753825552516305,0.07168576104746327,-0.029137529137529206,0.06847319347319347,0.19434731934731936,0.5699300699300699
parking attendant,0.011776145203111503,0.015449438202247201,-0.0011655011655011815,0.008741258741258695,0.23776223776223776,0.532051282051282
pharmacist,0.02133218279909093,0.02667105696410932,0.01689976689976691,0.06264568764568762,0.20017482517482518,0.5620629370629371
physician,0.05871526554979792,0.07194244604316546,0.04137529137529139,0.08595571095571097,0.18385780885780886,0.5515734265734266
physics teacher,0.0643541679359686,0.07647628267182971,-0.021561771561771526,0.09731934731934733,0.1585081585081585,0.5777972027972028
professor,0.06229577546971634,0.07509627727856216,-0.00815850815850816,0.11917249417249415,0.17045454545454544,0.5979020979020979
psychologist,0.042994629346505185,0.053040103492884905,0.038461538461538436,0.06293706293706297,0.1893939393939394,0.5606060606060606
receptionist,0.03221853066251412,0.0408022130013832,-0.019230769230769162,0.03263403263403264,0.21037296037296038,0.5434149184149184
sales clerk,0.027122501895458426,0.033972418432559603,-0.03263403263403253,0.018065268065268092,0.20163170163170163,0.5606060606060606
scientist,0.07905471228632176,0.09669129457115333,0.02622377622377625,0.06468531468531469,0.18240093240093241,0.5777972027972028
server,0.012072728258004763,0.01585065163790067,0.023310023310023298,0.017482517482517446,0.23834498834498835,0.5116550116550117
taxi driver,0.027124806269191358,0.03458110516934054,0.00874125874125875,-0.026806526806526787,0.21561771561771562,0.5154428904428905
truck driver,0.005260019253560668,0.006817366343738751,-0.0005827505827505908,-0.00874125874125875,0.22843822843822845,0.5084498834498834
