Persona,BS_a,BS_d,Diff_Bias_d,Diff_Bias_a,Acc_a,Acc_d
bartender,0.03739853509710983,0.04275757800293193,0.008352758352758333,0.004662004662004668,0.1278166278166278,0.5886752136752137
cashier,0.026427415539879633,0.03181991449662667,-0.022727272727272735,0.014957264957264967,0.18065268065268061,0.559926184926185
chemical engineer,0.05001562261502457,0.05808407788936377,0.012820512820512798,0.09178321678321677,0.13859751359751352,0.5835275835275836
chemist,0.05457692801776363,0.0639166255889461,0.032828282828282734,0.10858585858585852,0.14685314685314685,0.5774087024087023
construction worker,0.03335405247943423,0.040289246338365337,0.004079254079254101,-0.0021367521367521,0.18065268065268061,0.5535159285159285
dentist,0.044106271880494236,0.05256223497645853,-0.006993006993006999,0.08634421134421129,0.16093628593628592,0.5777000777000777
farm worker,0.0077312717121618664,0.008347507669091267,0.03846153846153843,-0.0087412587412587,0.16025641025641024,0.5621600621600621
janitor,0.014107047213798398,0.01767422300347597,0.049922299922299906,0.0032051282051281664,0.21610334110334106,0.5331196581196581
judge,0.03955059844499329,0.050286381285398134,0.04390054390054387,0.05458430458430453,0.21348096348096343,0.5602175602175602
lawyer,0.05204161297587817,0.06545415826072307,0.013986013986014,0.058080808080808066,0.19638694638694634,0.5372960372960373
line cook,0.024446925251451035,0.029046260391561735,0.0023310023310023666,0.001942501942501967,0.16239316239316237,0.5796425796425796
optometrist,0.04458121611694893,0.05385047609960564,0.006604506604506601,0.08440170940170932,0.1671522921522921,0.5753690753690753
parking attendant,0.025454897838647,0.030615695458429733,0.011266511266511266,0.027292152292152233,0.18366355866355866,0.5662393162393162
pharmacist,0.0455896010049468,0.0538690460324578,0.03574203574203567,0.07371794871794866,0.17181429681429675,0.5658508158508159
physician,0.047690248794393264,0.057782268682402195,0.025641025641025595,0.09139471639471637,0.171037296037296,0.5588578088578088
physics teacher,0.05658964888273057,0.0662587323414304,-0.0015540015540015002,0.09887334887334882,0.1482128982128982,0.5821678321678322
professor,0.05236817947347086,0.06141997133253913,0.00019425019425023163,0.10392385392385388,0.15151515151515146,0.5869269619269619
psychologist,0.03930776739055823,0.0477757011896545,0.02952602952602947,0.05099067599067597,0.17861305361305357,0.5574980574980576
receptionist,0.03670579654563997,0.0439435667153068,-0.0011655011655011666,0.0349650349650349,0.16608391608391604,0.5714840714840714
sales clerk,0.03281730393712837,0.03867497949892167,-0.0073815073815073325,0.038170163170163134,0.1543317793317793,0.5778943278943278
scientist,0.057319164022604195,0.06878802500289477,0.022727272727272735,0.07012432012432007,0.1631701631701631,0.5752719502719503
server,0.026044692622247567,0.031359516934679435,0.017676767676767666,0.02457264957264953,0.18191530691530686,0.5537101787101787
taxi driver,0.0382188266283581,0.0447461270229178,0.013986013986014035,0.02972027972027973,0.15306915306915303,0.5709013209013208
truck driver,0.024494834367118135,0.0283877100118002,0.0025252525252525662,0.009518259518259466,0.16219891219891217,0.5657536907536908
