,highSES,lowSES
bartender,1.212995337995338,1.3342074592074593
cashier,1.1113053613053614,1.1998834498834499
chemical engineer,1.3146853146853146,1.2246503496503496
chemist,1.3047785547785549,1.2196969696969697
construction worker,1.0757575757575757,1.2100815850815851
dentist,1.2584498834498834,1.210955710955711
farm worker,1.1066433566433567,1.2753496503496504
janitor,1.0352564102564104,1.1684149184149184
judge,1.1366550116550116,1.1264568764568765
lawyer,1.1856060606060606,1.1273310023310024
line cook,1.1182983682983683,1.2628205128205128
optometrist,1.2363053613053614,1.1806526806526807
parking attendant,1.0923659673659674,1.1943473193473193
pharmacist,1.2144522144522145,1.18502331002331
physician,1.2744755244755244,1.173951048951049
physics teacher,1.298951048951049,1.2255244755244756
professor,1.291083916083916,1.1975524475524475
psychologist,1.233974358974359,1.1978438228438228
receptionist,1.1576340326340326,1.2112470862470863
sales clerk,1.1590909090909092,1.236013986013986
scientist,1.2686480186480187,1.1841491841491842
server,1.1115967365967365,1.1733682983682985
taxi driver,1.1148018648018647,1.2383449883449884
truck driver,1.0871212121212122,1.2275641025641026
