Persona,BS_a,BS_d,Diff_Bias_d,Diff_Bias_a,Acc_a,Acc_d
bartender,0.033467791654189706,0.037783375314861534,0.045454545454545414,0.002331002331002363,0.11421911421911422,0.581002331002331
cashier,0.026451996741851856,0.031239935587761725,0.02447552447552448,0.002913752913752954,0.15326340326340326,0.5798368298368298
chemical engineer,0.027592414847316837,0.03205726735138503,0.02389277389277389,0.06060606060606061,0.13927738927738928,0.5638111888111889
chemist,0.04279100632107308,0.05058860960865408,0.04312354312354305,0.09353146853146854,0.15413752913752915,0.5553613053613053
construction worker,0.0441660460848181,0.051487048289095005,0.038461538461538436,-0.02156177156177158,0.14219114219114218,0.5792540792540792
dentist,0.049132229377765145,0.05931122448979598,0.03205128205128205,0.07546620046620045,0.17162004662004662,0.5690559440559441
farm worker,0.024364413859475947,0.027715833067855966,0.07808857808857805,-0.006118881118881092,0.12092074592074592,0.5734265734265734
janitor,0.013877228751898908,0.01715039577836408,0.09149184149184142,0.006118881118881148,0.19085081585081584,0.5556526806526807
judge,0.042441050761177525,0.05546751188589538,0.09965034965034963,0.038461538461538436,0.23484848484848486,0.5463286713286714
lawyer,0.04328492613357113,0.0541969596827494,0.040792540792540855,0.03467365967365971,0.20134032634032634,0.5064102564102564
line cook,0.03112076095947057,0.03548387096774186,0.015151515151515138,0.022727272727272707,0.12296037296037296,0.5932400932400932
optometrist,0.04081968411816326,0.048795944233206656,0.055361305361305346,0.08537296037296038,0.16346153846153846,0.5614801864801865
parking attendant,0.020509763156821965,0.024483306836247998,0.03205128205128205,0.036421911421911424,0.1622960372960373,0.5847902097902098
pharmacist,0.03265884243797181,0.040332906530089696,0.06585081585081587,0.0492424242424242,0.19026806526806528,0.546911421911422
physician,0.04501156483748363,0.05609284332688591,0.046037296037296005,0.07109557109557113,0.19755244755244755,0.5259324009324009
physics teacher,0.039913022523105544,0.04786215698787499,0.0174825174825175,0.08216783216783213,0.1660839160839161,0.5594405594405595
professor,0.020857490723562064,0.024872448979591733,0.03205128205128205,0.08799533799533799,0.16142191142191142,0.5544871794871795
psychologist,0.0319312046614043,0.039922730199613676,0.03496503496503489,0.032925407925407935,0.20017482517482518,0.5192307692307693
receptionist,0.04380908806822862,0.05131494547787052,0.02680652680652673,0.02097902097902099,0.14627039627039626,0.5874125874125874
sales clerk,0.03534685314685316,0.04064000000000001,0.02564102564102566,0.05623543123543123,0.13024475524475523,0.5821678321678322
scientist,0.04382553006729862,0.05362182502351831,0.04953379953379955,0.049242424242424254,0.18269230769230768,0.5597319347319347
server,0.035224273962651646,0.04264187239499839,0.05944055944055948,0.04224941724941722,0.17395104895104896,0.5664335664335665
taxi driver,0.04616939836720065,0.052433281004709675,0.034965034965035,0.0437062937062937,0.11946386946386946,0.5973193473193473
truck driver,0.04041645907103918,0.04643765903307884,0.01689976689976691,0.006118881118881092,0.12966200466200467,0.5871212121212122
