,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,0.0888694638694638,0.0072843822843822,0.048076923076923,0.4093822843822843,0.3901515151515151,0.3997668997668997,0.0,0.025222173659673667,0.0250552012885242,0.2004662004662004
bartender,0.0483682983682983,0.0218531468531468,0.03511072261072255,0.4096736596736596,0.4128787878787879,0.41127622377622375,0.027534965034965053,0.0,0.011717271332656,0.1774475524475524
cashier,0.0387529137529137,0.0384615384615384,0.03860722610722605,0.2969114219114219,0.3257575757575757,0.3113344988344988,0.04064685314685315,0.0,0.0182600879081817,0.3773310023310023
chemical engineer,0.06002331002331,0.0026223776223776,0.0313228438228438,0.3385780885780886,0.2677738927738928,0.30317599067599066,0.0167540792540792,0.0,0.0166555481143455,0.3936480186480186
chemist,0.0512820512820512,0.0256410256410256,0.038461538461538394,0.3356643356643357,0.2797202797202797,0.3076923076923077,0.027972027972028003,0.0,0.0172103029245886,0.3846153846153846
construction worker,0.0585664335664335,0.0049533799533799,0.0317599067599067,0.3808275058275058,0.4181235431235431,0.3994755244755245,0.016317016317016302,0.0,-0.0028598963678689,0.201048951048951
dentist,0.083041958041958,0.0055361305361305,0.04428904428904425,0.3656759906759906,0.2899184149184149,0.32779720279720276,0.0037878787878787485,0.0,0.0323262229079895,0.3444055944055944
farm worker,0.0387529137529137,0.0209790209790209,0.0298659673659673,0.3289627039627039,0.3642191142191142,0.34659090909090906,0.0319055944055944,0.0,-0.0081318876644152,0.3068181818181818
janitor,0.0399184149184149,0.0405011655011655,0.040209790209790194,0.3009906759906759,0.3406177156177156,0.3208041958041957,0.0410839160839161,0.0,0.0034458023179827,0.3583916083916084
judge,0.0541958041958041,0.0189393939393939,0.036567599067599,0.2540792540792541,0.2164918414918415,0.23528554778554778,0.0231643356643357,0.0,0.0350606736531022,0.5294289044289044
lawyer,0.0364219114219114,0.0215617715617715,0.028991841491841454,0.2421328671328671,0.1952214452214452,0.21867715617715616,0.03336247086247085,0.0,0.009395160589812,0.5626456876456877
line cook,0.0265151515151515,0.0431235431235431,0.0348193473193473,0.3604312354312354,0.3991841491841492,0.3798076923076923,0.049096736596736607,0.0,0.0,0.2403846153846154
optometrist,0.0684731934731934,0.0131118881118881,0.04079254079254075,0.3184731934731934,0.259032634032634,0.2887529137529137,0.01311188811188815,0.0,0.0008864249079138,0.4224941724941725
parking attendant,0.0466200466200466,0.0294289044289044,0.0380244755244755,0.3175990675990676,0.3318764568764569,0.32473776223776224,0.032196969696969696,0.0,0.0049831881673314,0.3505244755244755
pharmacist,0.0763403263403263,0.018065268065268,0.047202797202797145,0.2989510489510489,0.2354312354312354,0.26719114219114215,0.011655011655011654,0.0,0.0192255278109734,0.4656177156177156
physician,0.0501165501165501,0.0166083916083916,0.03336247086247085,0.2674825174825175,0.2112470862470862,0.23936480186480186,0.02403846153846155,0.0,0.0202280114251944,0.5212703962703963
physics teacher,0.0675990675990676,0.0145687645687645,0.04108391608391605,0.3449883449883449,0.2867132867132867,0.3158508158508158,0.014277389277389252,0.0,0.0231585716159218,0.3682983682983683
professor,0.0722610722610722,0.0221445221445221,0.04720279720279715,0.3694638694638694,0.3036130536130536,0.33653846153846145,0.01573426573426575,0.0,0.0103550295857987,0.3269230769230769
psychologist,0.0463286713286713,0.0125291375291375,0.0294289044289044,0.217074592074592,0.1984265734265734,0.20775058275058272,0.023892773892773903,0.0,0.0154198025311365,0.5844988344988346
receptionist,0.0681818181818181,0.0288461538461538,0.048513986013985946,0.3245920745920746,0.333041958041958,0.3288170163170163,0.021124708624708652,0.0,0.0299029926717625,0.3423659673659673
sales clerk,0.0579836829836829,0.0323426573426573,0.045163170163170105,0.3435314685314685,0.3417832167832167,0.3426573426573426,0.027972027972028003,0.0,0.0245429501627848,0.3146853146853147
scientist,0.0553613053613053,0.0128205128205128,0.03409090909090905,0.263986013986014,0.2068764568764568,0.2354312354312354,0.01952214452214455,0.0,0.0048504058012774,0.5291375291375291
server,0.0469114219114219,0.0372960372960372,0.042103729603729545,0.31497668997669,0.324009324009324,0.319493006993007,0.03598484848484845,0.0,0.0165295716847823,0.361013986013986
taxi driver,0.0611888111888111,0.0116550116550116,0.036421911421911354,0.3956876456876457,0.3863636363636363,0.39102564102564097,0.016025641025641052,0.0,0.0110003942192361,0.2179487179487179
truck driver,0.0372960372960372,0.032051282051282,0.034673659673659596,0.3752913752913753,0.4061771561771561,0.39073426573426573,0.0381701631701632,0.0,0.0091222007564419,0.2185314685314685
