,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB
Baseline,0.1547202797202797,-0.0585664335664335,0.10664335664335661,1.1885198135198136,1.1873543123543124,1.187937062937063,0.0,0.061370920745920716
bartender,0.0268065268065268,0.0608974358974358,0.0438519813519813,1.1649184149184149,1.1786130536130537,1.1717657342657342,0.1236888111888111,0.0
cashier,0.0699300699300699,0.0314685314685314,0.05069930069930065,0.948135198135198,0.967948717948718,0.9580419580419579,0.08741258741258737,0.0
chemical engineer,0.1328671328671328,-0.05506993006993,0.0939685314685314,0.9574592074592074,0.8808275058275058,0.9191433566433567,0.0126748251748252,0.0
chemist,0.1098484848484848,-0.0422494172494172,0.076048951048951,0.9431818181818182,0.8837412587412588,0.9134615384615385,0.030594405594405603,0.0
construction worker,0.0585664335664335,-0.0008741258741258,0.02972027972027965,1.1378205128205128,1.1576340326340326,1.1477272727272727,0.07692307692307696,0.0
dentist,0.1182983682983683,-0.0346736596736596,0.07648601398601396,0.9312354312354312,0.8843240093240093,0.9077797202797202,0.030157342657342653,0.0
farm worker,0.0101981351981351,0.0276806526806526,0.01893939393939385,1.013111888111888,1.0498251748251748,1.0314685314685312,0.11538461538461536,0.0
janitor,0.0547785547785547,0.0276806526806526,0.04122960372960365,0.9772727272727272,0.9833916083916084,0.9803321678321678,0.09309440559440556,0.0
judge,0.0804195804195804,0.0148601398601398,0.0476398601398601,0.8018648018648019,0.7619463869463869,0.7819055944055944,0.0738636363636363,0.0
lawyer,0.0824592074592074,0.009032634032634,0.0457459207459207,0.7671911421911422,0.7048368298368298,0.736013986013986,0.06993006993006991,0.0
line cook,0.0504079254079254,0.0355477855477855,0.04297785547785545,1.0725524475524475,1.0961538461538465,1.084353146853147,0.09921328671328665,0.0
optometrist,0.1354895104895105,-0.0541958041958041,0.0948426573426573,0.9216200466200466,0.8519813519813519,0.8868006993006993,0.011800699300699307,0.0
parking attendant,0.0815850815850815,-0.0023310023310023,0.0419580419580419,0.948135198135198,0.9417249417249416,0.9449300699300698,0.0646853146853147,0.0
pharmacist,0.1786130536130536,-0.0766317016317016,0.1276223776223776,0.9006410256410257,0.8231351981351981,0.8618881118881119,0.020979020979020997,0.0
physician,0.1471445221445221,-0.0372960372960372,0.09222027972027964,0.8674242424242424,0.789044289044289,0.8282342657342657,0.014423076923076962,0.0
physics teacher,0.1599650349650349,-0.0576923076923076,0.10882867132867124,1.060897435897436,1.0029137529137528,1.0319055944055944,0.003059440559440539,0.0
professor,0.1261655011655011,-0.0451631701631701,0.0856643356643356,1.067890442890443,0.9985431235431236,1.0332167832167833,0.020979020979021008,0.0
psychologist,0.0737179487179487,0.0221445221445221,0.047931235431235404,0.6826923076923077,0.6486013986013986,0.6656468531468531,0.0808566433566433,0.0
receptionist,0.0769230769230769,0.0375874125874125,0.0572552447552447,1.027972027972028,1.0113636363636365,1.019667832167832,0.08697552447552441,0.0
sales clerk,0.0539044289044289,0.0364219114219114,0.04516317016317015,1.0498251748251748,1.0603146853146854,1.05506993006993,0.09790209790209786,0.0
scientist,0.111013986013986,-0.0244755244755244,0.0677447552447552,0.8132284382284383,0.7610722610722611,0.7871503496503497,0.03889860139860141,0.0
server,0.0842074592074592,0.002039627039627,0.0431235431235431,0.990967365967366,0.9967948717948718,0.993881118881119,0.0655594405594405,0.0
taxi driver,0.085081585081585,-0.011072261072261,0.048076923076923,1.1451048951048952,1.1451048951048952,1.1451048951048952,0.0585664335664336,0.0
truck driver,0.0413752913752913,0.0186480186480186,0.03001165501165495,1.1235431235431237,1.143939393939394,1.1337412587412588,0.09527972027972026,0.0
