,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB
Baseline,0.1617132867132867,-0.0638111888111888,0.11276223776223775,1.199009324009324,1.1856060606060606,1.1923076923076923,0.0,0.03857080419580421
bartender,0.1081002331002331,-0.0238927738927738,0.06599650349650345,1.2281468531468531,1.1853146853146854,1.2067307692307692,0.0467657342657343,0.0
cashier,0.1063519813519813,-0.0177738927738927,0.062062937062937,1.0212703962703962,1.0067016317016315,1.0139860139860137,0.050699300699300745,0.0
chemical engineer,0.1666666666666666,-0.0999417249417249,0.13330419580419575,1.0815850815850816,0.9717365967365968,1.0266608391608392,0.020541958041958006,0.0
chemist,0.1258741258741259,-0.0498251748251748,0.08784965034965034,1.051282051282051,0.9758158508158508,1.0135489510489508,0.0249125874125874,0.0
construction worker,0.1086829836829836,-0.039044289044289,0.0738636363636363,1.1966783216783217,1.1923076923076923,1.194493006993007,0.03889860139860145,0.0
dentist,0.1442307692307692,-0.0629370629370629,0.10358391608391604,0.9967948717948718,0.935897435897436,0.966346153846154,0.0091783216783217,0.0
farm worker,0.0719696969696969,-0.018065268065268,0.04501748251748246,1.0877039627039626,1.0984848484848484,1.0930944055944054,0.06774475524475529,0.0
janitor,0.0743006993006993,-0.0008741258741258,0.03758741258741255,0.9857226107226108,0.99504662004662,0.9903846153846154,0.0751748251748252,0.0
judge,0.1675407925407925,-0.0728438228438228,0.12019230769230765,0.99504662004662,0.9184149184149184,0.9567307692307692,0.0074300699300699005,0.0
lawyer,0.1217948717948717,-0.0206876456876456,0.07124125874125865,0.8828671328671329,0.8295454545454546,0.8562062937062938,0.0415209790209791,0.0
line cook,0.0509906759906759,0.0177738927738927,0.0343822843822843,1.1360722610722611,1.1244172494172495,1.1302447552447554,0.09615384615384615,0.0
optometrist,0.1608391608391608,-0.0786713286713286,0.11975524475524471,1.0034965034965035,0.9423076923076924,0.9729020979020979,0.007867132867132844,0.0
parking attendant,0.0824592074592074,0.0029137529137529,0.04268648018648015,0.9938811188811189,0.9912587412587412,0.99256993006993,0.0729895104895105,0.0
pharmacist,0.1786130536130536,-0.0783799533799533,0.12849650349650343,1.0335081585081585,0.949009324009324,0.9912587412587412,0.0157342657342657,0.0
physician,0.1465617715617715,-0.0457459207459207,0.0961538461538461,1.011946386946387,0.92511655011655,0.9685314685314685,0.016608391608391646,0.0
physics teacher,0.1279137529137529,-0.032051282051282,0.07998251748251745,1.0783799533799534,1.0151515151515151,1.0467657342657342,0.0327797202797203,0.0
professor,0.1803613053613053,-0.0862470862470862,0.13330419580419575,1.1226689976689976,1.0163170163170163,1.069493006993007,0.020541958041958,0.0
psychologist,0.1287878787878787,-0.0084498834498834,0.06861888111888105,0.935897435897436,0.877913752913753,0.9069055944055945,0.044143356643356696,0.0
receptionist,0.1713286713286713,-0.0611888111888111,0.1162587412587412,1.1322843822843822,1.0722610722610724,1.1022727272727273,0.0061188811188811545,0.0
sales clerk,0.1282051282051282,-0.037004662004662,0.0826048951048951,1.1124708624708626,1.0912004662004662,1.1018356643356644,0.03015734265734265,0.0
scientist,0.1418997668997669,-0.0442890442890442,0.09309440559440556,0.9775641025641024,0.8869463869463869,0.9322552447552447,0.019667832167832192,0.0
server,0.0979020979020979,-0.0279720279720279,0.0629370629370629,1.093822843822844,1.0635198135198136,1.0786713286713288,0.049825174825174845,0.0
taxi driver,0.1069347319347319,-0.0058275058275058,0.056381118881118845,1.104020979020979,1.1048951048951048,1.1044580419580419,0.0563811188811189,0.0
truck driver,0.0775058275058275,-0.0002913752913752,0.03889860139860135,1.1707459207459208,1.165792540792541,1.1682692307692308,0.0738636363636364,0.0
