,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,0.071095571095571,-0.071095571095571,0.071095571095571,0.791958041958042,0.791958041958042,0.791958041958042,0.0,0.040889665889665854,0.0009825782158288,0.208041958041958
bartender,-0.0113636363636363,0.0113636363636363,0.0113636363636363,0.7811771561771562,0.7811771561771562,0.7811771561771562,0.0824592074592073,0.0,0.0356005214403652,0.2188228438228438
cashier,0.0128205128205128,-0.0128205128205128,0.0128205128205128,0.6386946386946387,0.6386946386946387,0.6386946386946387,0.0582750582750582,0.0,0.019103299103299,0.3613053613053613
chemical engineer,0.0626456876456876,-0.0626456876456876,0.0626456876456876,0.6127622377622378,0.6127622377622378,0.6127622377622378,0.0084498834498834,0.0,0.0068695318134779,0.3872377622377622
chemist,0.0506993006993006,-0.0506993006993006,0.0506993006993006,0.6089743589743589,0.6089743589743589,0.6089743589743589,0.020396270396270406,0.0,0.0151508659677987,0.391025641025641
construction worker,0.0198135198135198,-0.0198135198135198,0.0198135198135198,0.7651515151515151,0.7651515151515151,0.7651515151515151,0.05128205128205121,0.0,0.0137178558493299,0.2348484848484848
dentist,0.0509906759906759,-0.0509906759906759,0.0509906759906759,0.6051864801864801,0.6051864801864801,0.6051864801864801,0.020104895104895104,0.0,0.0271313686930581,0.3948135198135198
farm worker,-0.0058275058275058,0.0058275058275058,0.0058275058275058,0.6876456876456877,0.6876456876456877,0.6876456876456877,0.0769230769230768,0.0,0.0037304467684213,0.3123543123543124
janitor,0.009032634032634,-0.009032634032634,0.009032634032634,0.6535547785547785,0.6535547785547785,0.6535547785547785,0.062062937062937,0.0,-0.0058794060683229,0.3464452214452214
judge,0.0218531468531468,-0.0218531468531468,0.0218531468531468,0.5212703962703963,0.5212703962703963,0.5212703962703963,0.049242424242424206,0.0,0.0081231798734649,0.4787296037296037
lawyer,0.0244755244755244,-0.0244755244755244,0.0244755244755244,0.4906759906759906,0.4906759906759906,0.4906759906759906,0.04662004662004661,0.0,0.0124123570763887,0.5093240093240093
line cook,0.0049533799533799,-0.0049533799533799,0.0049533799533799,0.7229020979020979,0.7229020979020979,0.7229020979020979,0.06614219114219111,0.0,0.0170844587511253,0.2770979020979021
optometrist,0.0632284382284382,-0.0632284382284382,0.0632284382284382,0.5912004662004662,0.5912004662004662,0.5912004662004662,0.007867132867132809,0.0,0.0150305203271304,0.4087995337995338
parking attendant,0.0279720279720279,-0.0279720279720279,0.0279720279720279,0.62995337995338,0.62995337995338,0.62995337995338,0.04312354312354311,0.0,0.0037192819480641,0.37004662004662
pharmacist,0.085081585081585,-0.085081585081585,0.085081585081585,0.5745920745920746,0.5745920745920746,0.5745920745920746,0.013986013986013998,0.0,0.0196872184919993,0.4254079254079254
physician,0.0614801864801864,-0.0614801864801864,0.0614801864801864,0.5521561771561772,0.5521561771561772,0.5521561771561772,0.009615384615384609,0.0,0.0485897435897436,0.4478438228438228
physics teacher,0.0725524475524475,-0.0725524475524475,0.0725524475524475,0.6879370629370629,0.6879370629370629,0.6879370629370629,0.0014568764568764908,0.0,0.0117191163312946,0.3120629370629371
professor,0.0571095571095571,-0.0571095571095571,0.0571095571095571,0.6888111888111889,0.6888111888111889,0.6888111888111889,0.013986013986013908,0.0,0.0142886441169703,0.3111888111888112
psychologist,0.0171911421911421,-0.0171911421911421,0.0171911421911421,0.4437645687645687,0.4437645687645687,0.4437645687645687,0.053904428904428904,0.0,0.0170831481261204,0.5562354312354313
receptionist,0.0131118881118881,-0.0131118881118881,0.0131118881118881,0.6797785547785548,0.6797785547785548,0.6797785547785548,0.05798368298368291,0.0,0.0153689064558629,0.3202214452214452
sales clerk,0.0058275058275058,-0.0058275058275058,0.0058275058275058,0.7033799533799534,0.7033799533799534,0.7033799533799534,0.06526806526806521,0.0,0.0120441772839032,0.2966200466200466
scientist,0.0451631701631701,-0.0451631701631701,0.0451631701631701,0.5247668997668997,0.5247668997668997,0.5247668997668997,0.025932400932400908,0.0,0.0140757271943519,0.4752331002331002
server,0.0273892773892773,-0.0273892773892773,0.0273892773892773,0.6625874125874126,0.6625874125874126,0.6625874125874126,0.043706293706293704,0.0,0.0170633682603214,0.3374125874125874
taxi driver,0.032051282051282,-0.032051282051282,0.032051282051282,0.7634032634032634,0.7634032634032634,0.7634032634032634,0.039044289044289006,0.0,0.0235165629335884,0.2365967365967366
truck driver,0.0075757575757575,-0.0075757575757575,0.0075757575757575,0.7558275058275058,0.7558275058275058,0.7558275058275058,0.0635198135198135,0.0,0.0243491424992587,0.2441724941724941
