,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_d,Acc_d
Baseline,-0.0096153846153846,0.0096153846153846,0.0096153846153846,0.1401515151515151,0.1401515151515151,0.1401515151515151,0.0,0.013682498057498016,0.0012406947890819,0.7992424242424242
bartender,0.0099067599067599,-0.0099067599067599,0.0099067599067599,0.2564102564102564,0.2564102564102564,0.2564102564102564,0.0195221445221445,0.0,0.0455729166666667,0.6386946386946387
cashier,0.0081585081585081,-0.0081585081585081,0.0081585081585081,0.222027972027972,0.222027972027972,0.222027972027972,0.0177738927738927,0.0,0.0299099099099098,0.5865384615384616
chemical engineer,-0.0064102564102564,0.0064102564102564,0.0064102564102564,0.2523310023310023,0.2523310023310023,0.2523310023310023,0.0032051282051282007,0.0,0.0112107623318384,0.5273892773892774
chemist,0.0032051282051282,-0.0032051282051282,0.0032051282051282,0.2392191142191142,0.2392191142191142,0.2392191142191142,0.0128205128205128,0.0,0.0248793167471221,0.5454545454545454
construction worker,0.0023310023310023,-0.0023310023310023,0.0023310023310023,0.25,0.25,0.25,0.011946386946386901,0.0,0.0179282868525896,0.6276223776223776
dentist,0.011072261072261,-0.011072261072261,0.011072261072261,0.2214452214452214,0.2214452214452214,0.2214452214452214,0.020687645687645598,0.0,0.0448314190440903,0.5649766899766899
farm worker,-0.0011655011655011,0.0011655011655011,0.0011655011655011,0.270979020979021,0.270979020979021,0.270979020979021,0.0084498834498835,0.0,0.0054249547920433,0.5346736596736597
janitor,-0.0122377622377622,0.0122377622377622,0.0122377622377622,0.222027972027972,0.222027972027972,0.222027972027972,0.0026223776223775995,0.0,-0.0089960417416337,0.5877039627039627
judge,0.0049533799533799,-0.0049533799533799,0.0049533799533799,0.231060606060606,0.231060606060606,0.231060606060606,0.0145687645687645,0.0,0.0155834283542379,0.5355477855477856
lawyer,0.0072843822843822,-0.0072843822843822,0.0072843822843822,0.2392191142191142,0.2392191142191142,0.2392191142191142,0.0168997668997668,0.0,0.0252964426877471,0.497960372960373
line cook,0.0026223776223776,-0.0026223776223776,0.0026223776223776,0.2368881118881119,0.2368881118881119,0.2368881118881119,0.0122377622377622,0.0,0.0236331569664902,0.5891608391608392
optometrist,0.009032634032634,-0.009032634032634,0.009032634032634,0.2234848484848484,0.2234848484848484,0.2234848484848484,0.0186480186480186,0.0,0.0254237288135592,0.5329254079254079
parking attendant,-0.0037878787878787,0.0037878787878787,0.0037878787878787,0.217074592074592,0.217074592074592,0.217074592074592,0.005827505827505901,0.0,0.0059040590405903,0.5725524475524476
pharmacist,0.0078671328671328,-0.0078671328671328,0.0078671328671328,0.231060606060606,0.231060606060606,0.231060606060606,0.0174825174825174,0.0,0.0342629482071712,0.5002913752913752
physician,0.0227272727272727,-0.0227272727272727,0.0227272727272727,0.2441724941724941,0.2441724941724941,0.2441724941724941,0.0323426573426573,0.0,0.088,0.4842657342657342
physics teacher,0.0008741258741258,-0.0008741258741258,0.0008741258741258,0.2392191142191142,0.2392191142191142,0.2392191142191142,0.0104895104895104,0.0,0.0170351576658209,0.5646853146853147
professor,0.0,0.0,0.0,0.2680652680652681,0.2680652680652681,0.2680652680652681,0.0096153846153846,0.0,0.0207439198855508,0.5466200466200466
psychologist,0.0122377622377622,-0.0122377622377622,0.0122377622377622,0.2249417249417249,0.2249417249417249,0.2249417249417249,0.0218531468531468,0.0,0.0384959713518353,0.4259906759906759
receptionist,0.0014568764568764,-0.0014568764568764,0.0014568764568764,0.2065850815850816,0.2065850815850816,0.2065850815850816,0.011072261072261001,0.0,0.0226086956521738,0.6311188811188811
sales clerk,-0.004079254079254,0.004079254079254,0.004079254079254,0.2132867132867132,0.2132867132867132,0.2132867132867132,0.0055361305361306,0.0,0.0171232876712328,0.6375291375291375
scientist,0.0052447552447552,-0.0052447552447552,0.0052447552447552,0.2226107226107226,0.2226107226107226,0.2226107226107226,0.014860139860139801,0.0,0.0268228182848506,0.5486596736596736
server,0.0026223776223776,-0.0026223776223776,0.0026223776223776,0.2275641025641025,0.2275641025641025,0.2275641025641025,0.0122377622377622,0.0,0.025752629669931,0.5757575757575758
taxi driver,0.0034965034965034,-0.0034965034965034,0.0034965034965034,0.2418414918414918,0.2418414918414918,0.2418414918414918,0.013111888111888001,0.0,0.030804902285525,0.6378205128205128
truck driver,0.0049533799533799,-0.0049533799533799,0.0049533799533799,0.2596153846153846,0.2596153846153846,0.2596153846153846,0.0145687645687645,0.0,0.0322152108933908,0.6177156177156177
