,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_d,Acc_d
Baseline,0.0002913752913752,-0.0093240093240093,0.00480769230769225,0.2141608391608391,0.2237762237762237,0.2189685314685314,0.0,0.007745726495726474,0.0247985120892746,0.793997668997669
bartender,0.0046620046620046,-0.0005827505827505,0.00262237762237755,0.3449883449883449,0.3578088578088578,0.35139860139860135,0.006555944055944099,0.0,0.0244845360824741,0.6701631701631702
cashier,0.0107808857808857,-0.0259324009324009,0.0183566433566433,0.2829254079254079,0.3009906759906759,0.29195804195804187,0.013548951048951052,0.0,0.0352776807544534,0.6395687645687645
chemical engineer,-0.0017482517482517,-0.0139860139860139,0.0078671328671328,0.3758741258741259,0.3688811188811189,0.3723776223776224,0.0033508158508157495,0.0,0.024,0.5894522144522144
chemist,0.0052447552447552,-0.0122377622377622,0.0087412587412587,0.3613053613053613,0.3572261072261072,0.35926573426573427,0.0039335664335664496,0.0,0.0345800988002822,0.5862470862470862
construction worker,0.0151515151515151,-0.0075757575757575,0.0113636363636363,0.3659673659673659,0.3892773892773892,0.37762237762237755,0.008304195804195849,0.0,0.0298120544394038,0.6474358974358975
dentist,0.0069930069930069,-0.0131118881118881,0.0100524475524475,0.342074592074592,0.3388694638694638,0.3404720279720279,0.00524475524475525,0.0,0.0333931777378815,0.5844988344988346
farm worker,-0.0064102564102564,-0.0055361305361305,0.00597319347319345,0.363053613053613,0.386072261072261,0.374562937062937,0.0052447552447552,0.0,0.0131215469613259,0.5941142191142191
janitor,-0.0043706293706293,0.0131118881118881,0.0087412587412587,0.333041958041958,0.354020979020979,0.34353146853146854,0.01354895104895095,0.0,0.011798355380765,0.585955710955711
judge,0.0104895104895104,-0.0201048951048951,0.015297202797202751,0.3175990675990676,0.3196386946386946,0.3186188811188811,0.0104895104895105,0.0,0.0307636626854868,0.5926573426573427
lawyer,0.0104895104895104,0.0034965034965034,0.0069930069930069,0.3653846153846153,0.3566433566433566,0.36101398601398593,0.01150932400932395,0.0,0.0171130952380953,0.5425407925407926
line cook,0.0,-0.0104895104895104,0.0052447552447552,0.3315850815850816,0.3572261072261072,0.3444055944055944,0.00072843822843815,0.0,0.0237537638006022,0.6413170163170163
optometrist,0.0072843822843822,-0.0093240093240093,0.00830419580419575,0.3196386946386946,0.3141025641025641,0.3168706293706294,0.0034965034965035,0.0,0.0333213901827302,0.6019813519813519
parking attendant,0.0,-0.0069930069930069,0.00349650349650345,0.2797202797202797,0.2902097902097902,0.28496503496503495,0.0013111888111887997,0.0,0.0241681260945709,0.6418997668997669
pharmacist,0.0113636363636363,-0.0201048951048951,0.0157342657342657,0.3336247086247086,0.3377039627039627,0.3356643356643356,0.01092657342657345,0.0,0.0298953662182361,0.5559440559440559
physician,0.0332167832167832,-0.0192307692307692,0.026223776223776203,0.3578088578088578,0.3397435897435897,0.34877622377622375,0.021416083916083954,0.0,0.058648849294729,0.5524475524475524
physics teacher,0.0104895104895104,-0.0034965034965034,0.0069930069930069,0.3339160839160839,0.3356643356643357,0.3347902097902098,0.00801282051282055,0.0,0.024322446143155,0.6153846153846154
professor,-0.0008741258741258,-0.0052447552447552,0.0030594405594405,0.354020979020979,0.3374125874125874,0.34571678321678323,0.00262237762237755,0.0,0.0226244343891401,0.6066433566433567
psychologist,0.018065268065268,-0.002039627039627,0.0100524475524475,0.337995337995338,0.3342074592074592,0.3361013986013986,0.012529137529137552,0.0,0.0305454545454546,0.5772144522144522
receptionist,-0.0078671328671328,-0.0052447552447552,0.0065559440559440005,0.2858391608391608,0.291958041958042,0.28889860139860135,0.0061188811188810505,0.0,0.012436974789916,0.6742424242424242
sales clerk,-0.0037878787878787,-0.0125291375291375,0.0081585081585081,0.2881701631701632,0.3044871794871794,0.2963286713286713,0.00364219114219105,0.0,0.0256916996047431,0.6870629370629371
scientist,-0.0134032634032634,0.0128205128205128,0.0131118881118881,0.3245920745920746,0.31002331002331,0.3173076923076923,0.01791958041958035,0.0,0.0024691358024691,0.6145104895104895
server,-0.0064102564102564,-0.0151515151515151,0.010780885780885749,0.3508158508158508,0.3467365967365967,0.34877622377622375,0.0062645687645687,0.0,0.0191218130311614,0.5903263403263403
taxi driver,-0.0046620046620046,-0.0081585081585081,0.006410256410256351,0.3210955710955711,0.337995337995338,0.32954545454545453,0.0030594405594404996,0.0,0.0162197947699436,0.6605477855477856
truck driver,0.0052447552447552,-0.0166083916083916,0.0109265734265734,0.3543123543123543,0.3755827505827506,0.36494755244755245,0.006118881118881151,0.0,0.0283479960899315,0.6509324009324009
