,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_d,Acc_d
Baseline,-0.0008741258741258,-0.0075757575757575,0.0042249417249416495,0.0661421911421911,0.0728438228438228,0.06949300699300695,0.0,0.007369366744366702,0.0313372634191746,0.8001165501165501
bartender,0.0052447552447552,0.0081585081585081,0.00670163170163165,0.1188811188811188,0.1357808857808858,0.1273310023310023,0.0109265734265733,0.0,0.0142450142450143,0.6657925407925408
cashier,-0.0099067599067599,-0.018065268065268,0.01398601398601395,0.0862470862470862,0.1153846153846153,0.10081585081585075,0.009761072261072302,0.0,0.0293255131964809,0.5932400932400932
chemical engineer,-0.0055361305361305,-0.0017482517482517,0.0036421911421910995,0.1226689976689976,0.1171328671328671,0.11990093240093234,0.005244755244755249,0.0,0.0274684484038605,0.5451631701631702
chemist,0.0017482517482517,0.0037878787878787,0.0027680652680652,0.1182983682983683,0.1145104895104895,0.1164044289044289,0.00699300699300685,0.0,0.0279667422524565,0.5381701631701632
construction worker,-0.0064102564102564,-0.0008741258741258,0.0036421911421911,0.113053613053613,0.1314102564102564,0.1222319347319347,0.006118881118881149,0.0,-0.0035795639440285,0.6509324009324009
dentist,0.0014568764568764,-0.0084498834498834,0.0049533799533799,0.1150932400932401,0.122086247086247,0.11858974358974356,0.00160256410256405,0.0,0.04930826534232,0.5842074592074592
farm worker,-0.0075757575757575,-0.0011655011655011,0.0043706293706293,0.1066433566433566,0.1351981351981352,0.12092074592074589,0.006555944055944049,0.0,-0.0117312477781728,0.5777972027972028
janitor,-0.0023310023310023,0.0072843822843822,0.00480769230769225,0.0949883449883449,0.1273310023310023,0.11115967365967361,0.0081585081585081,0.0,0.0053705692803436,0.5914918414918415
judge,0.0209790209790209,0.002039627039627,0.01150932400932395,0.1037296037296037,0.0993589743589743,0.101544289044289,0.0157342657342656,0.0,0.0745066451872735,0.5203962703962703
lawyer,0.0122377622377622,0.0067016317016317,0.009469696969696951,0.1118881118881118,0.1016899766899766,0.1067890442890442,0.013694638694638599,0.0,0.0214818062253396,0.451048951048951
line cook,-0.0069930069930069,-0.0002913752913752,0.00364219114219105,0.0973193473193473,0.1384032634032634,0.11786130536130535,0.0067016317016317,0.0,0.0,0.6564685314685315
optometrist,-0.0026223776223776,-0.0029137529137529,0.00276806526806525,0.118006993006993,0.1101398601398601,0.11407342657342655,0.0032051282051282,0.0,0.0015349194167306,0.5311771561771562
parking attendant,-0.0099067599067599,-0.0017482517482517,0.005827505827505799,0.0874125874125874,0.1182983682983683,0.10285547785547786,0.00743006993006995,0.0,0.0076726342710997,0.5917832167832168
pharmacist,0.0014568764568764,-0.004079254079254,0.0027680652680652,0.1063519813519813,0.106060606060606,0.10620629370629364,0.0029137529137528498,0.0,0.0359771054783319,0.5002913752913752
physician,0.0116550116550116,0.0002913752913752,0.0059731934731934,0.1165501165501165,0.1075174825174825,0.1120337995337995,0.01019813519813505,0.0,0.0422535211267605,0.4379370629370629
physics teacher,0.0043706293706293,-0.0032051282051282,0.00378787878787875,0.1145104895104895,0.1150932400932401,0.1148018648018648,0.0048076923076922,0.0,0.0366606170598911,0.5731351981351981
professor,0.0005827505827505,-0.0014568764568764,0.00101981351981345,0.1363636363636363,0.1279137529137529,0.1321386946386946,0.0037878787878787,0.0,0.0153846153846153,0.5501165501165501
psychologist,0.0183566433566433,0.0087412587412587,0.013548951048951,0.1063519813519813,0.1002331002331002,0.10329254079254074,0.01777389277389265,0.0,0.0371113340020059,0.3744172494172494
receptionist,-0.0049533799533799,-0.0189393939393939,0.0119463869463869,0.0894522144522144,0.1075174825174825,0.09848484848484845,0.00772144522144525,0.0,0.0454705675008813,0.6296620046620046
sales clerk,-0.0049533799533799,-0.0151515151515151,0.0100524475524475,0.0888694638694638,0.1159673659673659,0.10241841491841486,0.0058275058275058505,0.0,0.0358126721763085,0.6413170163170163
scientist,-0.0017482517482517,-0.0011655011655011,0.0014568764568764,0.1083916083916083,0.0967365967365967,0.1025641025641025,0.00364219114219115,0.0,0.0103011093502376,0.5303030303030303
server,-0.0107808857808857,-0.0154428904428904,0.01311188811188805,0.1011072261072261,0.1226689976689976,0.11188811188811185,0.008886946386946402,0.0,0.0258684405025868,0.5646853146853147
taxi driver,-0.0087412587412587,-0.0034965034965034,0.0061188811188810505,0.1031468531468531,0.1322843822843822,0.11771561771561764,0.0059731934731935,0.0,0.0140660778541052,0.6553030303030303
truck driver,-0.0064102564102564,-0.0067016317016317,0.00655594405594405,0.1048951048951049,0.1302447552447552,0.11756993006993005,0.0032051282051281994,0.0,0.0116731517509727,0.6634615384615384
