,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_d,Acc_d
Baseline,0.0058275058275058,-0.0142773892773892,0.0100524475524475,0.2051282051282051,0.2118298368298368,0.20847902097902093,0.0,0.012966200466200421,0.0313372634191746,0.8001165501165501
bartender,0.0023310023310023,0.011072261072261,0.00670163170163165,0.3735431235431235,0.3904428904428904,0.381993006993007,0.01442307692307685,0.0,0.0142450142450143,0.6657925407925408
cashier,-0.0017482517482517,-0.0262237762237762,0.01398601398601395,0.2878787878787879,0.317016317016317,0.30244755244755245,0.00976107226107225,0.0,0.0293255131964809,0.5932400932400932
chemical engineer,-0.0093240093240093,0.002039627039627,0.00568181818181815,0.3624708624708624,0.3569347319347319,0.3597027972027972,0.015734265734265653,0.0,0.0274684484038605,0.5451631701631702
chemist,-0.0002913752913752,0.0058275058275058,0.0030594405594405,0.3511072261072261,0.3473193473193473,0.3492132867132867,0.013111888111888001,0.0,0.0279667422524565,0.5381701631701632
construction worker,-0.0119463869463869,0.0046620046620046,0.00830419580419575,0.3575174825174825,0.3758741258741259,0.36669580419580416,0.01835664335664325,0.0,-0.0035795639440285,0.6509324009324009
dentist,0.0113636363636363,-0.0183566433566433,0.014860139860139801,0.3522727272727273,0.3592657342657342,0.3557692307692307,0.0048076923076923,0.0,0.04930826534232,0.5842074592074592
farm worker,-0.0139860139860139,0.0052447552447552,0.00961538461538455,0.3484848484848485,0.377039627039627,0.36276223776223776,0.01966783216783205,0.0,-0.0117312477781728,0.5777972027972028
janitor,-0.0119463869463869,0.0168997668997669,0.0144230769230769,0.3173076923076923,0.3496503496503496,0.33347902097902093,0.0244755244755244,0.0,0.0053705692803436,0.5914918414918415
judge,0.0399184149184149,-0.0168997668997669,0.028409090909090898,0.3068181818181818,0.3024475524475524,0.3046328671328671,0.0183566433566434,0.0,0.0745066451872735,0.5203962703962703
lawyer,0.0177738927738927,0.0011655011655011,0.009469696969696899,0.3254662004662004,0.3152680652680653,0.3203671328671328,0.013694638694638599,0.0,0.0214818062253396,0.451048951048951
line cook,-0.0136946386946386,0.0064102564102564,0.0100524475524475,0.333041958041958,0.3741258741258741,0.35358391608391604,0.020104895104895,0.0,0.0,0.6564685314685315
optometrist,-0.0023310023310023,-0.0032051282051282,0.00276806526806525,0.3461538461538461,0.3382867132867133,0.3422202797202797,0.00961538461538455,0.0,0.0015349194167306,0.5311771561771562
parking attendant,-0.018065268065268,0.0064102564102564,0.012237762237762202,0.2931235431235431,0.324009324009324,0.30856643356643354,0.0222902097902097,0.0,0.0076726342710997,0.5917832167832168
pharmacist,0.0069930069930069,-0.0096153846153846,0.00830419580419575,0.3187645687645687,0.3184731934731934,0.31861888111888104,0.0029137529137528498,0.0,0.0359771054783319,0.5002913752913752
physician,0.023018648018648,-0.011072261072261,0.0170454545454545,0.3406177156177156,0.3315850815850816,0.3361013986013986,0.0101981351981352,0.0,0.0422535211267605,0.4379370629370629
physics teacher,0.0119463869463869,-0.0107808857808857,0.0113636363636363,0.3441142191142191,0.3446969696969697,0.3444055944055944,0.004807692307692299,0.0,0.0366606170598911,0.5731351981351981
professor,0.0026223776223776,-0.0034965034965034,0.0030594405594405,0.4006410256410256,0.3921911421911422,0.3964160839160839,0.006993006993007001,0.0,0.0153846153846153,0.5501165501165501
psychologist,0.0279720279720279,-0.0008741258741258,0.01442307692307685,0.3129370629370629,0.3068181818181818,0.3098776223776224,0.017773892773892748,0.0,0.0371113340020059,0.3744172494172494
receptionist,0.009032634032634,-0.0329254079254079,0.02097902097902095,0.2864219114219114,0.3044871794871794,0.2954545454545454,0.01092657342657345,0.0,0.0454705675008813,0.6296620046620046
sales clerk,0.0052447552447552,-0.0253496503496503,0.01529720279720275,0.2937062937062937,0.3208041958041958,0.30725524475524474,0.0058275058275058505,0.0,0.0358126721763085,0.6413170163170163
scientist,-0.0023310023310023,-0.0005827505827505,0.0014568764568764002,0.3135198135198135,0.3018648018648018,0.30769230769230765,0.0109265734265734,0.0,0.0103011093502376,0.5303030303030303
server,-0.0061188811188811,-0.0201048951048951,0.0131118881118881,0.3248834498834498,0.3464452214452214,0.3356643356643356,0.0088869463869464,0.0,0.0258684405025868,0.5646853146853147
taxi driver,-0.0139860139860139,0.0017482517482517,0.0078671328671328,0.3385780885780886,0.3677156177156177,0.3531468531468531,0.0179195804195803,0.0,0.0140660778541052,0.6553030303030303
truck driver,-0.0061188811188811,-0.0069930069930069,0.0065559440559440005,0.340034965034965,0.3653846153846153,0.35270979020979015,0.009615384615384599,0.0,0.0116731517509727,0.6634615384615384
