,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_d,Acc_d
Baseline,-0.0122377622377622,-0.0026223776223776,0.0074300699300699,0.0658508158508158,0.0743006993006993,0.07007575757575754,0.0,0.009330079642579604,0.0012406947890819,0.7992424242424242
bartender,0.0069930069930069,-0.0029137529137529,0.0049533799533799,0.1148018648018648,0.1416083916083916,0.1282051282051282,0.0097610722610722,0.0,0.0455729166666667,0.6386946386946387
cashier,-0.0081585081585081,-0.0163170163170163,0.0122377622377622,0.1002331002331002,0.1217948717948717,0.11101398601398595,0.008886946386946398,0.0,0.0299099099099098,0.5865384615384616
chemical engineer,-0.0064102564102564,0.0,0.0032051282051282,0.1293706293706293,0.1229603729603729,0.1261655011655011,0.0042249417249417,0.0,0.0112107623318384,0.5273892773892774
chemist,0.0,-0.0032051282051282,0.0016025641025641,0.1206293706293706,0.1185897435897435,0.11960955710955705,0.0064102564102564,0.0,0.0248793167471221,0.5454545454545454
construction worker,-0.0029137529137529,-0.0052447552447552,0.00407925407925405,0.1171328671328671,0.1328671328671328,0.12499999999999994,0.00597319347319345,0.0,0.0179282868525896,0.6276223776223776
dentist,0.0026223776223776,-0.0084498834498834,0.0055361305361305,0.1104312354312354,0.111013986013986,0.11072261072261069,0.010343822843822799,0.0,0.0448314190440903,0.5649766899766899
farm worker,-0.0058275058275058,-0.0046620046620046,0.005244755244755201,0.1171328671328671,0.1538461538461538,0.13548951048951044,0.0042249417249417,0.0,0.0054249547920433,0.5346736596736597
janitor,-0.0078671328671328,0.0043706293706293,0.0061188811188810505,0.0993589743589743,0.1226689976689976,0.11101398601398595,0.00568181818181815,0.0,-0.0089960417416337,0.5877039627039627
judge,0.0142773892773892,0.0093240093240093,0.01180069930069925,0.1174242424242424,0.1136363636363636,0.11553030303030301,0.01923076923076915,0.0,0.0155834283542379,0.5355477855477856
lawyer,0.0122377622377622,0.0049533799533799,0.00859557109557105,0.1223776223776223,0.1168414918414918,0.11960955710955705,0.016025641025640948,0.0,0.0252964426877471,0.497960372960373
line cook,-0.0087412587412587,-0.0113636363636363,0.0100524475524475,0.1037296037296037,0.1331585081585081,0.11844405594405591,0.0061188811188811,0.0,0.0236331569664902,0.5891608391608392
optometrist,0.0017482517482517,-0.0072843822843822,0.00451631701631695,0.1124708624708624,0.111013986013986,0.1117424242424242,0.00932400932400925,0.0,0.0254237288135592,0.5329254079254079
parking attendant,-0.0034965034965034,0.0002913752913752,0.0018939393939392999,0.1002331002331002,0.1168414918414918,0.108537296037296,0.005827505827505799,0.0,0.0059040590405903,0.5725524475524476
pharmacist,0.0058275058275058,-0.002039627039627,0.0039335664335664,0.1182983682983683,0.1127622377622377,0.11553030303030301,0.009324009324009301,0.0,0.0342629482071712,0.5002913752913752
physician,0.023018648018648,0.0002913752913752,0.0116550116550116,0.1314102564102564,0.1127622377622377,0.12208624708624705,0.0190850815850815,0.0,0.088,0.4842657342657342
physics teacher,-0.0052447552447552,-0.0061188811188811,0.00568181818181815,0.1177156177156177,0.1215034965034965,0.11960955710955709,0.00524475524475525,0.0,0.0170351576658209,0.5646853146853147
professor,0.0,0.0,0.0,0.1381118881118881,0.1299533799533799,0.134032634032634,0.0074300699300699,0.0,0.0207439198855508,0.5466200466200466
psychologist,0.0259324009324009,0.0136946386946386,0.01981351981351975,0.1162587412587412,0.1086829836829836,0.1124708624708624,0.02724358974358965,0.0,0.0384959713518353,0.4259906759906759
receptionist,-0.0081585081585081,-0.0096153846153846,0.00888694638694635,0.0938228438228438,0.1127622377622377,0.10329254079254074,0.00553613053613055,0.0,0.0226086956521738,0.6311188811188811
sales clerk,-0.0064102564102564,-0.0023310023310023,0.00437062937062935,0.099067599067599,0.1142191142191142,0.1066433566433566,0.00305944055944055,0.0,0.0171232876712328,0.6375291375291375
scientist,0.0072843822843822,0.002039627039627,0.0046620046620045996,0.1115967365967365,0.111013986013986,0.11130536130536126,0.012092074592074498,0.0,0.0268228182848506,0.5486596736596736
server,-0.0151515151515151,-0.0177738927738927,0.016462703962703898,0.1013986013986013,0.1261655011655011,0.1137820512820512,0.009032634032634,0.0,0.025752629669931,0.5757575757575758
taxi driver,0.0002913752913752,-0.0032051282051282,0.0017482517482517,0.1092657342657342,0.1325757575757575,0.12092074592074586,0.006555944055944,0.0,0.030804902285525,0.6378205128205128
truck driver,-0.0026223776223776,-0.0075757575757575,0.00509906759906755,0.1191724941724941,0.1404428904428904,0.12980769230769226,0.00728438228438225,0.0,0.0322152108933908,0.6177156177156177
