,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_d,Acc_d,TB_highSES_std,TB_lowSES_std,TB_std,BAmt_highSES_std,BAmt_lowSES_std,BAmt_std,PB_p_std,PB_std,BS_d_std,Acc_d_std
Baseline,-0.005244755244755266,-0.005536130536130533,0.009761072261072166,0.2084304584304584,0.21668609168609163,0.212558275058275,0.0,0.013769505957005867,0.019125490099177033,0.7977855477855478,-0.005244755244755266,-0.005536130536130533,0.009761072261072166,0.2084304584304584,0.21668609168609163,0.212558275058275,0.0,0.013769505957005867,0.019125490099177033,0.7977855477855478
bartender,0.007964257964257933,-0.0007770007770007669,0.008061383061382967,0.36324786324786323,0.38209013209013204,0.37266899766899764,0.016754079254079166,0.0,0.02810082233138503,0.6582167832167832,0.007964257964257933,-0.0007770007770007669,0.008061383061382967,0.36324786324786323,0.38209013209013204,0.37266899766899764,0.016754079254079166,0.0,0.02810082233138503,0.6582167832167832
cashier,0.003010878010878,-0.0255439005439005,0.0148601398601398,0.29768842268842266,0.32060994560994555,0.3091491841491841,0.016656954156954066,0.0,0.0315043679536147,0.6064491064491064,0.003010878010878,-0.0255439005439005,0.0148601398601398,0.29768842268842266,0.32060994560994555,0.3091491841491841,0.016656954156954066,0.0,0.0315043679536147,0.6064491064491064
chemical engineer,-0.007964257964257933,-0.0018453768453768331,0.0077214452214451335,0.3733488733488733,0.367035742035742,0.3701923076923077,0.007964257964257834,0.0,0.02089307024523297,0.554001554001554,-0.007964257964257933,-0.0018453768453768331,0.0077214452214451335,0.3733488733488733,0.367035742035742,0.3701923076923077,0.007964257964257834,0.0,0.02089307024523297,0.554001554001554
chemist,0.0027195027195027334,-0.004273504273504266,0.005536130536130467,0.3574203574203574,0.3541181041181041,0.3557692307692308,0.0120920745920745,0.0,0.0291420525999536,0.5566239316239315,0.0027195027195027334,-0.004273504273504266,0.005536130536130467,0.3574203574203574,0.3541181041181041,0.3557692307692308,0.0120920745920745,0.0,0.0291420525999536,0.5566239316239315
construction worker,0.0008741258741259001,-0.003496503496503466,0.007915695415695334,0.3635392385392385,0.3826728826728827,0.37310606060606055,0.014860139860139766,0.0,0.014720259115988302,0.641996891996892,0.0008741258741259001,-0.003496503496503466,0.007915695415695334,0.3635392385392385,0.3826728826728827,0.37310606060606055,0.014860139860139766,0.0,0.014720259115988302,0.641996891996892
dentist,0.010683760683760599,-0.01699689199689197,0.013840326340326267,0.34207459207459207,0.3435314685314685,0.3428030303030303,0.013694638694638633,0.0,0.0425109540414306,0.5778943278943279,0.010683760683760599,-0.01699689199689197,0.013840326340326267,0.34207459207459207,0.3435314685314685,0.3428030303030303,0.013694638694638633,0.0,0.0425109540414306,0.5778943278943279
farm worker,-0.009129759129759066,-0.0012626262626262332,0.006944444444444334,0.36655011655011654,0.395979020979021,0.38126456876456866,0.012529137529137433,0.0,0.0022717513250654665,0.5688616938616938,-0.009129759129759066,-0.0012626262626262332,0.006944444444444334,0.36655011655011654,0.395979020979021,0.38126456876456866,0.012529137529137433,0.0,0.0022717513250654665,0.5688616938616938
janitor,-0.0121406371406371,0.015540015540015535,0.0138403263403263,0.32391219891219886,0.3494560994560994,0.3366841491841492,0.014568764568764499,0.0,0.0027242943064916332,0.5883838383838383,-0.0121406371406371,0.015540015540015535,0.0138403263403263,0.32391219891219886,0.3494560994560994,0.3366841491841492,0.014568764568764499,0.0,0.0027242943064916332,0.5883838383838383
judge,0.023212898212898167,-0.0108780108780109,0.0185023310023309,0.3243006993006993,0.3222610722610722,0.32328088578088576,0.0168997668997669,0.0,0.04028457874233273,0.5495337995337995,0.023212898212898167,-0.0108780108780109,0.0185023310023309,0.3243006993006993,0.3222610722610722,0.32328088578088576,0.0168997668997669,0.0,0.04028457874233273,0.5495337995337995
lawyer,0.015928515928515866,0.0007770007770007332,0.009129759129759033,0.35081585081585076,0.34265734265734266,0.3467365967365967,0.0168512043512042,0.0,0.021297114717060667,0.4971833721833722,0.015928515928515866,0.0007770007770007332,0.009129759129759033,0.35081585081585076,0.34265734265734266,0.3467365967365967,0.0168512043512042,0.0,0.021297114717060667,0.4971833721833722
line cook,-0.006604506604506567,-0.006021756021755966,0.0084498834498834,0.3350815850815851,0.3671328671328671,0.3511072261072261,0.013063325563325434,0.0,0.015795640255697466,0.628982128982129,-0.006604506604506567,-0.006021756021755966,0.0084498834498834,0.3350815850815851,0.3671328671328671,0.3511072261072261,0.013063325563325434,0.0,0.015795640255697466,0.628982128982129
optometrist,0.0052447552447552,-0.0096153846153846,0.008207070707070633,0.3339160839160839,0.32896270396270394,0.3314393939393939,0.013694638694638599,0.0,0.020093346137673333,0.5553613053613052,0.0052447552447552,-0.0096153846153846,0.008207070707070633,0.3339160839160839,0.32896270396270394,0.3314393939393939,0.013694638694638599,0.0,0.020093346137673333,0.5553613053613052
parking attendant,-0.008449883449883401,0.0011655011655011666,0.007138694638694567,0.2967171717171717,0.31604506604506605,0.3063811188811188,0.0107808857808857,0.0,0.012581606468753634,0.6020784770784772,-0.008449883449883401,0.0011655011655011666,0.007138694638694567,0.2967171717171717,0.31604506604506605,0.3063811188811188,0.0107808857808857,0.0,0.012581606468753634,0.6020784770784772
pharmacist,0.010683760683760599,-0.0132090132090132,0.011946386946386866,0.3339160839160839,0.3333333333333333,0.33362470862470855,0.013354700854700766,0.0,0.0333784733012464,0.5188422688422688,0.010683760683760599,-0.0132090132090132,0.011946386946386866,0.3339160839160839,0.3333333333333333,0.33362470862470855,0.013354700854700766,0.0,0.0333784733012464,0.5188422688422688
