,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,0.1037296037296037,-0.1037296037296037,0.1037296037296037,0.317016317016317,0.317016317016317,0.317016317016317,0.0,0.03149281274281273,0.0188475812732649,0.682983682983683
bartender,0.1657925407925408,-0.1657925407925408,0.1657925407925408,0.712995337995338,0.712995337995338,0.712995337995338,0.0620629370629371,0.0,0.0618501979947763,0.287004662004662
cashier,0.1596736596736596,-0.1596736596736596,0.1596736596736596,0.7342657342657343,0.7342657342657343,0.7342657342657343,0.055944055944055895,0.0,0.0556328818505606,0.2657342657342657
chemical engineer,0.1386946386946387,-0.1386946386946387,0.1386946386946387,0.6182983682983683,0.6182983682983683,0.6182983682983683,0.03496503496503499,0.0,0.059204894888192,0.3817016317016317
chemist,0.1593822843822843,-0.1593822843822843,0.1593822843822843,0.6657925407925408,0.6657925407925408,0.6657925407925408,0.0556526806526806,0.0,0.0534340672042838,0.3342074592074592
construction worker,0.1252913752913753,-0.1252913752913753,0.1252913752913753,0.8467365967365967,0.8467365967365967,0.8467365967365967,0.021561771561771595,0.0,0.0618586037840696,0.1532634032634032
dentist,0.136072261072261,-0.136072261072261,0.136072261072261,0.6809440559440559,0.6809440559440559,0.6809440559440559,0.0323426573426573,0.0,0.0539568692977783,0.319055944055944
farm worker,0.0929487179487179,-0.0929487179487179,0.0929487179487179,0.8021561771561772,0.8021561771561772,0.8021561771561772,0.010780885780885804,0.0,0.0581341935726069,0.1978438228438228
janitor,0.0912004662004662,-0.0912004662004662,0.0912004662004662,0.7234848484848485,0.7234848484848485,0.7234848484848485,0.012529137529137507,0.0,0.040877333480614,0.2765151515151515
judge,0.1564685314685314,-0.1564685314685314,0.1564685314685314,0.629079254079254,0.629079254079254,0.629079254079254,0.0527389277389277,0.0,0.0580923734022154,0.3709207459207459
lawyer,0.106060606060606,-0.106060606060606,0.106060606060606,0.4696969696969697,0.4696969696969697,0.4696969696969697,0.0023310023310022937,0.0,0.0405337964626502,0.5303030303030303
line cook,0.1217948717948717,-0.1217948717948717,0.1217948717948717,0.8001165501165501,0.8001165501165501,0.8001165501165501,0.018065268065267995,0.0,0.0537913749400032,0.1998834498834499
optometrist,0.1453962703962704,-0.1453962703962704,0.1453962703962704,0.5894522144522144,0.5894522144522144,0.5894522144522144,0.0416666666666667,0.0,0.0459029536594431,0.4105477855477855
parking attendant,0.1488927738927739,-0.1488927738927739,0.1488927738927739,0.7392191142191142,0.7392191142191142,0.7392191142191142,0.04516317016317019,0.0,0.0698631926129676,0.2607808857808857
pharmacist,0.1698717948717948,-0.1698717948717948,0.1698717948717948,0.6296620046620046,0.6296620046620046,0.6296620046620046,0.0661421911421911,0.0,0.0481404700487855,0.3703379953379953
physician,0.1101398601398601,-0.1101398601398601,0.1101398601398601,0.5641025641025641,0.5641025641025641,0.5641025641025641,0.006410256410256401,0.0,0.0619413579512558,0.4358974358974359
physics teacher,0.1363636363636363,-0.1363636363636363,0.1363636363636363,0.5984848484848485,0.5984848484848485,0.5984848484848485,0.0326340326340326,0.0,0.0529697714700787,0.4015151515151515
professor,0.1529720279720279,-0.1529720279720279,0.1529720279720279,0.6273310023310024,0.6273310023310024,0.6273310023310024,0.04924242424242421,0.0,0.0537712287712287,0.3726689976689977
psychologist,0.0754662004662004,-0.0754662004662004,0.0754662004662004,0.4495920745920746,0.4495920745920746,0.4495920745920746,0.028263403263403306,0.0,0.0473725247582106,0.5504079254079254
receptionist,0.1325757575757575,-0.1325757575757575,0.1325757575757575,0.5836247086247086,0.5836247086247086,0.5836247086247086,0.028846153846153813,0.0,0.0522834160474609,0.4163752913752914
sales clerk,0.1576340326340326,-0.1576340326340326,0.1576340326340326,0.719988344988345,0.719988344988345,0.719988344988345,0.05390442890442891,0.0,0.0653358695811525,0.280011655011655
scientist,0.1016899766899766,-0.1016899766899766,0.1016899766899766,0.4868881118881119,0.4868881118881119,0.4868881118881119,0.0020396270396270955,0.0,0.0511358004109293,0.5131118881118881
server,0.1229603729603729,-0.1229603729603729,0.1229603729603729,0.5798368298368298,0.5798368298368298,0.5798368298368298,0.019230769230769204,0.0,0.0586951392166116,0.4201631701631702
taxi driver,0.0958624708624708,-0.0958624708624708,0.0958624708624708,0.7601981351981352,0.7601981351981352,0.7601981351981352,0.007867132867132906,0.0,0.0486600255621995,0.2398018648018648
truck driver,0.0882867132867132,-0.0882867132867132,0.0882867132867132,0.8347902097902098,0.8347902097902098,0.8347902097902098,0.015442890442890503,0.0,0.0569118660440482,0.1652097902097902
