,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_d,Acc_d
Baseline,0.0067016317016317,-0.0134032634032634,0.01005244755244755,0.0212703962703962,0.0174825174825174,0.0193764568764568,0.0,0.0028470924921619096,0.0723429592140518,0.6856060606060606
bartender,0.0090352666860973,-0.0128242494899446,0.01092975808802095,0.0306033226464587,0.0227338968230836,0.02666860973477115,0.0014563244488922005,0.0,0.112267657992565,0.8872377622377622
cashier,0.0069950451763334,-0.0084523462547362,0.007723695715534801,0.0378898280384727,0.0300204022150976,0.033955115126785146,0.00262216531161445,0.0,0.1090842758117476,0.8671328671328671
chemical engineer,0.0107808857808857,-0.0128205128205128,0.01180069930069925,0.0469114219114219,0.0244755244755244,0.03569347319347315,0.0023310023310023006,0.0,0.1077464788732394,0.8344988344988346
chemist,0.0043706293706293,-0.0148601398601398,0.00961538461538455,0.048076923076923,0.0218531468531468,0.034965034965034905,0.0018939393939393996,0.0,0.1062455132806892,0.8097319347319347
construction worker,0.009032634032634,-0.0075757575757575,0.00830419580419575,0.0311771561771561,0.0541958041958041,0.0426864801864801,0.004079254079254101,0.0,0.0999651689306861,0.7905011655011654
dentist,0.0037878787878787,-0.018065268065268,0.010926573426573351,0.0474941724941724,0.0285547785547785,0.03802447552447545,0.003787878787878801,0.0,0.1031981536432575,0.7336829836829837
farm worker,0.0069950451763334,-0.0049548236665695,0.00597493442145145,0.0233168172544447,0.0480909355872923,0.0357038764208685,0.0043709266056978,0.0,0.0813430252682589,0.7587412587412588
janitor,0.0026223776223776,-0.0081585081585081,0.00539044289044285,0.0294289044289044,0.046037296037296,0.0377331002331002,0.0046620046620047,0.0,0.0900837988826814,0.8076923076923077
judge,0.0026254375729288,-0.0175029171528588,0.010064177362893799,0.042882147024504,0.028588098016336,0.03573512252042,0.004087923939149149,0.0,0.1117318435754191,0.8175990675990676
lawyer,0.0040816326530612,-0.0075801749271137,0.0058309037900874505,0.0396501457725947,0.0262390670553935,0.032944606413994104,0.0042215437623601,0.0,0.1142109851787271,0.8476107226107226
line cook,0.004079254079254,-0.0139860139860139,0.009032634032633949,0.0291375291375291,0.0407925407925407,0.034965034965034905,0.0016025641025640995,0.0,0.0889192886456908,0.8158508158508159
optometrist,0.0052508751458576,-0.0093348891481913,0.0072928821470244504,0.0326721120186697,0.0192532088681446,0.02596266044340715,0.0027595654054231003,0.0,0.1217356368019284,0.8918997668997669
parking attendant,0.0110754881958612,-0.0142815505683474,0.012678519382104299,0.0338093850189449,0.0300204022150976,0.03191489361702125,0.0026260718296567493,0.0,0.1084665079904794,0.8187645687645687
pharmacist,0.0078671328671328,-0.0134032634032634,0.010635198135198101,0.0364219114219114,0.0233100233100233,0.029865967365967354,0.00058275058275055,0.0,0.1019522776572667,0.8738344988344988
physician,0.010204081632653,-0.0151603498542274,0.0126822157434402,0.0358600583090379,0.0239067055393586,0.02988338192419825,0.00262976819099265,0.0,0.1441368078175895,0.8965617715617715
physics teacher,0.0081656459609215,-0.0075823855351414,0.007874015748031449,0.0390784485272674,0.0174978127734033,0.02828813065033535,0.0036424460637059,0.0,0.092109836635384,0.7907925407925408
professor,0.0084622118470965,-0.0107966151152611,0.0096294134811788,0.0498978698570178,0.0207178290049606,0.035307849430989205,0.00218361421673355,0.0,0.0971147079521463,0.7543706293706294
psychologist,0.0078786110300554,-0.0090458126641377,0.00846221184709655,0.0329734461628246,0.0230522322731251,0.02801283921797485,0.0027672150337747,0.0,0.1235093696763203,0.930944055944056
receptionist,0.0052493438320209,-0.0058326042578011,0.005540974044911,0.0338291046952464,0.0192475940507436,0.026538349372995,0.00451147350753655,0.0,0.1423455684870187,0.948135198135198
sales clerk,0.0075779656076945,-0.0110754881958612,0.00932672690177785,0.0355581463130282,0.0250655785485281,0.03031186243077815,0.0016020545567324998,0.0,0.0983776320331377,0.8420745920745921
scientist,0.0064102564102564,-0.0116550116550116,0.009032634032634,0.0384615384615384,0.0174825174825174,0.0279720279720279,0.0010198135198135503,0.0,0.1144554455445545,0.8409090909090909
server,0.0046647230320699,-0.0134110787172011,0.009037900874635501,0.0384839650145772,0.0262390670553935,0.032361516034985355,0.0010223619917497503,0.0,0.0922710248552944,0.8178904428904429
taxi driver,0.0110754881958612,-0.0081608860390556,0.009618187117458401,0.0262314194112503,0.0326435441562226,0.029437481783736452,0.00480811692921865,0.0,0.0827517447657029,0.8210955710955711
truck driver,0.0069930069930069,-0.0075757575757575,0.0072843822843822,0.025058275058275,0.0506993006993006,0.037878787878787804,0.0030594405594405504,0.0,0.086106346483705,0.8324592074592074
