,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,0.1043123543123543,0.0005827505827505,0.0524475524475524,0.1835664335664335,0.1334498834498834,0.15850815850815847,0.0,0.042795745920745885,0.0188475812732649,0.9443473193473192
bartender,0.0981934731934732,-0.0675990675990676,0.0828962703962704,0.3336247086247086,0.3793706293706294,0.356497668997669,0.0371503496503496,0.0,0.0619765776392282,0.9023892773892774
cashier,0.0912004662004662,-0.0684731934731934,0.0798368298368298,0.3464452214452214,0.3878205128205128,0.3671328671328671,0.041083916083916004,0.0,0.055964029956814,0.9026806526806528
chemical engineer,0.0824592074592074,-0.0562354312354312,0.0693473193473193,0.386072261072261,0.2322261072261072,0.30914918414918413,0.0393356643356643,0.0,0.0592885964361018,0.8650932400932401
chemist,0.0836247086247086,-0.0757575757575757,0.07969114219114215,0.395979020979021,0.2698135198135198,0.3328962703962704,0.04851398601398595,0.0,0.0535276060527815,0.8857808857808858
construction worker,0.0623543123543123,-0.0629370629370629,0.06264568764568759,0.3012820512820512,0.5454545454545454,0.4233682983682983,0.0527389277389277,0.0,0.0619224633199788,0.8831585081585082
dentist,0.0728438228438228,-0.0632284382284382,0.0680361305361305,0.405011655011655,0.2759324009324009,0.3404720279720279,0.047639860139860095,0.0,0.0540953978453978,0.8767482517482518
farm worker,0.0416666666666666,-0.0512820512820512,0.0464743589743589,0.2229020979020979,0.5792540792540792,0.4010780885780886,0.0572552447552447,0.0,0.0581975435837648,0.8843240093240093
janitor,0.037004662004662,-0.0541958041958041,0.04560023310023305,0.266025641025641,0.4574592074592075,0.36174242424242425,0.061043123543123454,0.0,0.0409267221235628,0.8793706293706294
judge,0.0836247086247086,-0.0728438228438228,0.0782342657342657,0.3493589743589743,0.2797202797202797,0.314539627039627,0.047057109557109504,0.0,0.0582269087736888,0.8712121212121212
lawyer,0.0833333333333333,-0.0227272727272727,0.053030303030303,0.2849650349650349,0.1847319347319347,0.2348484848484848,0.022144522144522102,0.0,0.040634376602756,0.8024475524475524
line cook,0.0541958041958041,-0.0675990675990676,0.06089743589743585,0.2989510489510489,0.5011655011655012,0.40005827505827507,0.059149184149184145,0.0,0.0537913749400032,0.8735431235431236
optometrist,0.0815850815850815,-0.0638111888111888,0.07269813519813514,0.3583916083916084,0.231060606060606,0.2947261072261072,0.04356060606060605,0.0,0.0459483347307821,0.8636363636363636
parking attendant,0.0996503496503496,-0.0492424242424242,0.0744463869463869,0.3717948717948718,0.3674242424242424,0.3696095571095571,0.0272435897435897,0.0,0.0709647013652414,0.9082167832167832
pharmacist,0.1031468531468531,-0.0667249417249417,0.0849358974358974,0.3723776223776224,0.2572843822843823,0.31483100233100236,0.0342365967365967,0.0,0.0484077933438274,0.8843240093240093
physician,0.071095571095571,-0.039044289044289,0.05506993006993,0.3537296037296037,0.2103729603729603,0.282051282051282,0.036421911421911396,0.0,0.0620693359635518,0.8511072261072261
physics teacher,0.0722610722610722,-0.0641025641025641,0.06818181818181815,0.3455710955710955,0.2529137529137529,0.2992424242424242,0.04836829836829835,0.0,0.0530729258448987,0.8688811188811189
professor,0.0914918414918414,-0.0614801864801864,0.0764860139860139,0.3793706293706294,0.2479603729603729,0.3136655011655011,0.0374417249417249,0.0,0.0538461538461537,0.8665501165501166
psychologist,0.0536130536130536,-0.0218531468531468,0.0377331002331002,0.2768065268065268,0.1727855477855477,0.22479603729603725,0.036567599067599,0.0,0.0476795404727809,0.7770979020979021
receptionist,0.087995337995338,-0.0445804195804195,0.06628787878787876,0.3152680652680653,0.2683566433566433,0.2918123543123543,0.030740093240093153,0.0,0.05494587657509,0.8924825174825175
sales clerk,0.1043123543123543,-0.0533216783216783,0.0788170163170163,0.3648018648018648,0.3551864801864802,0.3599941724941725,0.0269522144522144,0.0,0.0658646908646908,0.903846153846154
scientist,0.0629370629370629,-0.0387529137529137,0.050844988344988296,0.303030303030303,0.1838578088578088,0.24344405594405588,0.0403554778554778,0.0,0.0511664023261961,0.8184731934731935
server,0.0719696969696969,-0.0509906759906759,0.061480186480186404,0.2969114219114219,0.2829254079254079,0.28991841491841486,0.0419580419580419,0.0,0.058783624351109,0.8741258741258742
taxi driver,0.039044289044289,-0.0568181818181818,0.0479312354312354,0.303030303030303,0.4571678321678322,0.3800990675990676,0.061334498834498805,0.0,0.0486786763960677,0.8787878787878788
truck driver,0.0477855477855477,-0.0405011655011655,0.0441433566433566,0.2599067599067599,0.5748834498834499,0.4173951048951049,0.0488053613053613,0.0,0.0569714596210576,0.8479020979020979
