,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_d,Acc_d
Baseline,0.0052447552447552,-0.0125291375291375,0.00888694638694635,0.0163170163170163,0.0166083916083916,0.01646270396270395,0.0,0.0026406522713175312,0.0703637447823495,0.9443473193473192
bartender,0.0029146021568055,-0.0134071699213057,0.0081608860390556,0.019819294666278,0.0186534538035558,0.0192363742349169,0.0016040927400589498,0.0,0.0634117296814529,0.9402680652680652
cashier,0.0052447552447552,-0.0131118881118881,0.00917832167832165,0.018065268065268,0.0201048951048951,0.01908508158508155,0.0002913752913752997,0.0,0.063298662704309,0.9423076923076924
chemical engineer,0.0049533799533799,-0.0174825174825174,0.01121794871794865,0.0387529137529137,0.0215617715617715,0.0301573426573426,0.0026223776223776,0.0,0.0842490842490841,0.8942307692307693
chemist,0.0029137529137529,-0.0201048951048951,0.011509324009324001,0.0355477855477855,0.0218531468531468,0.02870046620046615,0.0049533799533799504,0.0,0.0822536908707443,0.9096736596736597
construction worker,0.0075757575757575,-0.0174825174825174,0.01252913752913745,0.018065268065268,0.0326340326340326,0.0253496503496503,0.0036421911421911,0.0,0.076603325415677,0.9306526806526808
dentist,0.0064102564102564,-0.016025641025641,0.011217948717948699,0.032051282051282,0.0201048951048951,0.02607808857808855,0.0023310023310023496,0.0,0.0838905775075988,0.9064685314685316
farm worker,0.0067016317016317,-0.0201048951048951,0.0134032634032634,0.0189393939393939,0.0399184149184149,0.029428904428904397,0.004516317016317051,0.0,0.0815476190476189,0.9201631701631702
janitor,0.0122377622377622,-0.0168997668997669,0.01456876456876455,0.0203962703962703,0.0297202797202797,0.025058275058275,0.005681818181818199,0.0,0.0857484314311323,0.92511655011655
judge,-0.0014568764568764,-0.0128205128205128,0.0071386946386946,0.0317599067599067,0.0203962703962703,0.0260780885780885,0.0034965034965034492,0.0,0.0576395242451968,0.9032634032634032
lawyer,0.0023310023310023,-0.0128205128205128,0.00757575757575755,0.0361305361305361,0.0215617715617715,0.0288461538461538,0.0016025641025640993,0.0,0.0854563044179297,0.8458624708624709
line cook,0.009032634032634,-0.0174825174825174,0.0132575757575757,0.0212703962703962,0.0279720279720279,0.02462121212121205,0.004370629370629351,0.0,0.0809523809523808,0.9297785547785548
optometrist,0.0052447552447552,-0.0168997668997669,0.01107226107226105,0.0268065268065268,0.0227272727272727,0.02476689976689975,0.0021853146853147,0.0,0.0782396088019559,0.903846153846154
parking attendant,0.0067016317016317,-0.0116550116550116,0.00917832167832165,0.0247668997668997,0.0139860139860139,0.0193764568764568,0.0011655011655012002,0.0,0.0676241771394374,0.93502331002331
pharmacist,0.004079254079254,-0.0128205128205128,0.0084498834498834,0.032051282051282,0.0174825174825174,0.0247668997668997,0.0007284382284382493,0.0,0.0731117824773412,0.914918414918415
physician,0.004079254079254,-0.0134032634032634,0.0087412587412587,0.0384615384615384,0.0198135198135198,0.0291375291375291,0.00101981351981355,0.0,0.0698663426488457,0.9009324009324008
physics teacher,0.0061188811188811,-0.0171911421911421,0.0116550116550116,0.0428321678321678,0.0241841491841491,0.03350815850815845,0.0027680652680652507,0.0,0.0895705521472391,0.8828671328671329
professor,-0.0002913752913752,-0.0154428904428904,0.0078671328671328,0.0364219114219114,0.0201048951048951,0.02826340326340325,0.0042249417249416495,0.0,0.0643203883495144,0.903846153846154
psychologist,0.0055361305361305,-0.0148601398601398,0.01019813519813515,0.0352564102564102,0.0206876456876456,0.0279720279720279,0.0013111888111887993,0.0,0.0864357397215926,0.8441142191142191
receptionist,0.004079254079254,-0.0104895104895104,0.0072843822843822,0.0221445221445221,0.0192307692307692,0.02068764568764565,0.0016025641025641502,0.0,0.0565590761030501,0.9425990675990676
sales clerk,0.0061188811188811,-0.0134032634032634,0.00976107226107225,0.0282634032634032,0.0186480186480186,0.0234557109557109,0.0008741258741259,0.0,0.0673822301729278,0.9303613053613052
scientist,0.0014568764568764,-0.016025641025641,0.0087412587412587,0.034090909090909,0.0206876456876456,0.0273892773892773,0.00364219114219115,0.0,0.0759219088937093,0.8854895104895105
server,0.0034965034965034,-0.011072261072261,0.007284382284382199,0.0186480186480186,0.0186480186480186,0.0186480186480186,0.0016025641025641506,0.0,0.0607701564380265,0.9312354312354312
taxi driver,0.0072843822843822,-0.0163170163170163,0.01180069930069925,0.016025641025641,0.0279720279720279,0.021998834498834448,0.0029137529137528992,0.0,0.0761876307140723,0.9312354312354312
truck driver,0.0046620046620046,-0.0203962703962703,0.01252913752913745,0.0192307692307692,0.0419580419580419,0.03059440559440555,0.004224941724941699,0.0,0.0749477455957001,0.9146270396270396
