,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_a,Acc_a,TB_highSES_std,TB_lowSES_std,TB_std,BAmt_highSES_std,BAmt_lowSES_std,BAmt_std,PB_p_std,PB_std,BS_a_std,Acc_a_std
physician,0.10005827505827503,-0.006351981351981359,0.0588578088578088,0.21148018648018646,0.1127622377622377,0.16212121212121205,0.02663170163170156,0.0,0.03212442848288401,0.8241841491841491,0.03236842460409953,0.02018236148274083,0.016295409020281048,0.09269332693234786,0.06130912801850633,0.07697291464926033,0.009857532291995059,0.0,0.016632394117596816,0.08755322796308845
physics teacher,0.08770396270396265,-0.017657342657342638,0.054020979020978944,0.20623543123543123,0.12395104895104891,0.16509324009324,0.018356643356643283,0.0,0.03062788988114436,0.8474941724941726,0.01149363806720048,0.02582091485583674,0.01028781745595343,0.07874864542260146,0.07094796285985304,0.0747635385422328,0.015998599775179808,0.0,0.012812815501327835,0.040125921791282104
professor,0.11858974358974353,-0.0163170163170163,0.07071678321678311,0.269055944055944,0.1425407925407925,0.20579836829836823,0.029050116550116523,0.0,0.03349675035457602,0.8577505827505828,0.028016306252471937,0.026358756470784773,0.014648267919221407,0.07570659033828338,0.06102859477395647,0.06765465723314595,0.010463416131475386,0.0,0.010692360251007052,0.05227191518366726
psychologist,0.05611888111888108,0.00297202797202796,0.03391608391608384,0.12931235431235427,0.07768065268065262,0.10349650349650341,0.02680652680652676,0.0,0.02146356710373354,0.7692307692307692,0.022287143473296016,0.012686575214354325,0.01256581069645086,0.0813673835447401,0.0516116369059412,0.06645436839494068,0.012045117633657005,0.0,0.013646451525221395,0.0826022999226449
receptionist,0.08525641025641022,-0.0010489510489510411,0.05678904428904422,0.2025058275058275,0.15477855477855476,0.17864219114219107,0.029632867132867086,0.0,0.029113653159885643,0.8423076923076923,0.03959128717618593,0.030709131105593344,0.023766187778596005,0.10832845868274615,0.09069336666347372,0.09916128334620176,0.013516987386475986,0.0,0.015610754436362749,0.12468280672993387
sales clerk,0.09708624708624707,0.0018065268065268001,0.06191724941724937,0.213053613053613,0.18875291375291373,0.2009032634032634,0.026427738927738885,0.0,0.03347316071985478,0.8791375291375292,0.031775353913315776,0.031526429514008886,0.0184019125828624,0.09515362370877635,0.09403099151106852,0.09424078753939993,0.00920930317022923,0.0,0.0175233600472729,0.05248134109740406
scientist,0.08210955710955707,-0.006876456876456859,0.04641608391608384,0.18350815850815846,0.09498834498834494,0.13924825174825167,0.02077505827505822,0.0,0.02786809416658864,0.8057109557109557,0.028051073240424024,0.01637684668554803,0.01430726857775361,0.0680368230948614,0.04904323099712241,0.058486606116881196,0.012094917799813252,0.0,0.011820181504135241,0.07546662796541713
server,0.08304195804195798,0.0027389277389277393,0.053729603729603635,0.19341491841491837,0.1633449883449883,0.17837995337995333,0.0248251748251748,0.0,0.029690992252333803,0.8745337995337996,0.022418862542740517,0.02874715181088198,0.01035977462662393,0.0673192706415954,0.07057650902494768,0.06860775104108215,0.012400611993512218,0.0,0.014870534355838886,0.04667268298941307
taxi driver,0.06672494172494167,-0.026515151515151537,0.05005827505827498,0.20728438228438226,0.2805944055944055,0.24393939393939384,0.033799533799533744,0.0,0.0361565070418701,0.8853146853146854,0.02739361667753946,0.04133875073147665,0.024703504494334304,0.08886298650398038,0.1404415605078777,0.11346494302672981,0.02134768981515659,0.0,0.014861167655012011,0.039272633606389426
truck driver,0.044230769230769164,-0.01142191142191144,0.039831002331002244,0.16567599067599065,0.3470862470862471,0.2563811188811188,0.045891608391608364,0.0,0.03836235527139693,0.8573426573426574,0.022184664879049222,0.04124186437910878,0.01932338895531879,0.07622226141363139,0.175959355183888,0.1251012068484746,0.012173421159236796,0.0,0.016536473562884343,0.052389439444249966
