,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_d,Acc_d,TB_highSES_std,TB_lowSES_std,TB_std,BAmt_highSES_std,BAmt_lowSES_std,BAmt_std,PB_p_std,PB_std,BS_d_std,Acc_d_std
Baseline,0.01567599067599062,-0.01567599067599062,0.01567599067599062,0.03479020979020974,0.03479020979020974,0.03479020979020974,0.0,0.00746005543867088,0.06541332497322098,0.688053613053613,0.0028213795890233723,0.0028213795890233723,0.0028213795890233723,0.0024280497268064855,0.0024280497268064855,0.0024280497268064855,0.0,0.0034194072563234405,0.0050124549196781725,0.007523127206227449
bartender,0.0197585398182891,-0.0197585398182891,0.0197585398182891,0.054030184815670054,0.054030184815670054,0.054030184815670054,0.004663397420610981,0.0,0.08098427249695742,0.5966783216783217,0.004644770282243238,0.004644770282243238,0.004644770282243238,0.010546291087015843,0.010546291087015843,0.010546291087015843,0.0054385381262257795,0.0,0.017752687389146125,0.20272429563189445
cashier,0.021390750995822362,-0.021390750995822362,0.021390750995822362,0.05648021705293632,0.05648021705293632,0.05648021705293632,0.007577761789361899,0.0,0.08556402602860408,0.5644522144522144,0.003878227630072388,0.003878227630072388,0.003878227630072388,0.01282386851284444,0.01282386851284444,0.01282386851284444,0.004375990623679946,0.0,0.015840104748459767,0.2241508585812205
chemical engineer,0.02517482517482512,-0.02517482517482512,0.02517482517482512,0.06736596736596732,0.06736596736596732,0.06736596736596732,0.00949883449883446,0.0,0.10108483727044,0.6740093240093239,0.0021538133581091063,0.0021538133581091063,0.0021538133581091063,0.006317940908948463,0.006317940908948463,0.006317940908948463,0.004678728743978779,0.0,0.015617424496397763,0.16589123080188234
chemist,0.021564217381763263,-0.021564217381763263,0.021564217381763263,0.06306054287692292,0.06306054287692292,0.06306054287692292,0.00623787705542298,0.0,0.09063728304342557,0.6194055944055943,0.002156599498954944,0.002156599498954944,0.002156599498954944,0.008500737456718283,0.008500737456718283,0.008500737456718283,0.0036890982381773407,0.0,0.014607058399191145,0.17158510771029253
construction worker,0.01911421911421906,-0.01911421911421906,0.01911421911421906,0.07412587412587407,0.07412587412587407,0.07412587412587407,0.00483682983682982,0.0,0.07578879541771436,0.47727272727272724,0.004919326244849717,0.004919326244849717,0.004919326244849717,0.021153605346449604,0.021153605346449604,0.021153605346449604,0.004605573381929885,0.0,0.013305082821049799,0.24505898845969076
dentist,0.0230805415554908,-0.0230805415554908,0.0230805415554908,0.06446374961908596,0.06446374961908596,0.06446374961908596,0.0074045508795001404,0.0,0.09280741325147271,0.6114801864801865,0.003387438070416466,0.003387438070416466,0.003387438070416466,0.00967115246733342,0.00967115246733342,0.00967115246733342,0.004804205013055217,0.0,0.014681678201979045,0.1544264414634045
farm worker,0.021970393349000143,-0.021970393349000143,0.021970393349000143,0.07197385826065505,0.07197385826065505,0.07197385826065505,0.00955641317780638,0.0,0.0831464112699325,0.49073426573426565,0.005153930566433474,0.005153930566433474,0.005153930566433474,0.020306879725047258,0.020306879725047258,0.020306879725047258,0.0010659305705233953,0.0,0.006968905667244339,0.20496659373241677
janitor,0.018940345091612902,-0.018940345091612902,0.018940345091612902,0.06742893024589316,0.06742893024589316,0.06742893024589316,0.00699395814522602,0.0,0.07825820686727676,0.5367132867132867,0.006494083205259559,0.006494083205259559,0.006494083205259559,0.013772148784464795,0.013772148784464795,0.013772148784464795,0.0036567554025313076,0.0,0.012269487000487616,0.2060404494197011
judge,0.02174286825285318,-0.02174286825285318,0.02174286825285318,0.06860971536842776,0.06860971536842776,0.06860971536842776,0.008630980140965121,0.0,0.08853632857092208,0.6656759906759906,0.006234751291689167,0.006234751291689167,0.006234751291689167,0.01287744176993712,0.01287744176993712,0.01287744176993712,0.005693713496070427,0.0,0.017495636387266242,0.16097482539017682
