,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,0.1841491841491841,-0.0824592074592074,0.13330419580419575,0.4796037296037296,0.4425990675990676,0.4611013986013986,0.0,0.06952335858585859,0.0216298807533154,0.9443473193473192
bartender,0.2377622377622377,-0.1354895104895105,0.1866258741258741,0.7907925407925408,0.7747668997668997,0.7827797202797202,0.05332167832167835,0.0,0.0331100872928798,0.9402680652680652
cashier,0.266025641025641,-0.1928904428904428,0.22945804195804193,0.9594988344988346,0.9731934731934732,0.9663461538461539,0.09615384615384616,0.0,0.0407973898315651,0.9423076923076924
chemical engineer,0.2552447552447552,-0.1407342657342657,0.19798951048951047,0.6322843822843823,0.5206876456876457,0.576486013986014,0.0646853146853147,0.0,0.0323789458404842,0.8942307692307693
chemist,0.2744755244755245,-0.2062937062937063,0.2403846153846154,0.7692307692307693,0.666083916083916,0.7176573426573427,0.10708041958041964,0.0,0.0394012435289929,0.9096736596736597
construction worker,0.2374708624708624,-0.2406759906759907,0.23907342657342656,1.0585664335664335,1.2534965034965035,1.1560314685314685,0.1057692307692308,0.0,0.0591041974652426,0.9306526806526808
dentist,0.256993006993007,-0.1407342657342657,0.19886363636363635,0.6520979020979021,0.5463286713286714,0.5992132867132867,0.06555944055944059,0.0,0.0335366760898676,0.9064685314685316
farm worker,0.1669580419580419,-0.1529720279720279,0.1599650349650349,0.916958041958042,1.1407342657342658,1.028846153846154,0.04385198135198136,0.0,0.0559333028083027,0.9201631701631702
janitor,0.1529720279720279,-0.1520979020979021,0.152534965034965,0.9035547785547784,1.1165501165501166,1.0100524475524475,0.05040792540792545,0.0,0.0577652603347254,0.92511655011655
judge,0.2191142191142191,-0.127039627039627,0.17307692307692307,0.5897435897435898,0.5046620046620046,0.5472027972027972,0.03977272727272731,0.0,0.0211445690631418,0.9032634032634032
lawyer,0.1553030303030303,-0.0798368298368298,0.11756993006993005,0.4239510489510489,0.3636363636363636,0.39379370629370625,0.0157342657342657,0.0,0.0224845696064657,0.8458624708624709
line cook,0.1853146853146853,-0.1284965034965035,0.1569055944055944,0.7686480186480187,0.8825757575757576,0.8256118881118881,0.02360139860139865,0.0,0.0445804195804195,0.9297785547785548
optometrist,0.2415501165501165,-0.1518065268065268,0.19667832167832164,0.6261655011655012,0.5434149184149184,0.5847902097902098,0.06337412587412589,0.0,0.0305480990077566,0.903846153846154
parking attendant,0.2529137529137529,-0.1483100233100233,0.2006118881118881,0.7966200466200466,0.7462121212121212,0.771416083916084,0.06730769230769235,0.0,0.0347972892856196,0.93502331002331
pharmacist,0.2593240093240093,-0.155011655011655,0.20716783216783213,0.6876456876456877,0.578088578088578,0.6328671328671329,0.0738636363636364,0.0,0.0308893020373382,0.914918414918415
physician,0.2902097902097902,-0.1765734265734265,0.23339160839160836,0.6608391608391608,0.5402097902097902,0.6005244755244755,0.1000874125874126,0.0,0.0279913231766208,0.9009324009324008
physics teacher,0.224067599067599,-0.1526806526806526,0.18837412587412578,0.6284965034965035,0.5367132867132867,0.5826048951048951,0.05506993006993004,0.0,0.0348155934045504,0.8828671328671329
professor,0.3132284382284382,-0.1998834498834499,0.25655594405594406,0.8202214452214452,0.6631701631701632,0.7416958041958042,0.1232517482517483,0.0,0.0318603322244098,0.903846153846154
psychologist,0.1378205128205128,-0.0509906759906759,0.09440559440559435,0.3487762237762238,0.2963286713286713,0.32255244755244755,0.0388986013986014,0.0,0.0187378177018837,0.8441142191142191
receptionist,0.2858391608391608,-0.1861888111888112,0.236013986013986,0.8784965034965035,0.8068181818181818,0.8426573426573427,0.10270979020979024,0.0,0.0317897604320465,0.9425990675990676
sales clerk,0.2683566433566433,-0.1477272727272727,0.208041958041958,0.7298951048951049,0.6826923076923077,0.7062937062937062,0.07473776223776224,0.0,0.0317473969083987,0.9303613053613052
scientist,0.2275641025641025,-0.1203379953379953,0.1739510489510489,0.5043706293706294,0.4029720279720279,0.45367132867132864,0.04064685314685315,0.0,0.0229845172903741,0.8854895104895105
server,0.2234848484848484,-0.1165501165501165,0.17001748251748244,0.6587995337995338,0.6252913752913752,0.6420454545454546,0.0367132867132867,0.0,0.0260291753974064,0.9312354312354312
taxi driver,0.2835081585081585,-0.2811771561771561,0.2823426573426573,1.0434149184149184,1.1646270396270395,1.104020979020979,0.14903846153846156,0.0,0.0561417593461214,0.9312354312354312
truck driver,0.2036713286713286,-0.2167832167832167,0.21022727272727265,1.0032051282051282,1.2878787878787878,1.145541958041958,0.07692307692307689,0.0,0.0572371914936859,0.9146270396270396
