,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_d,Acc_d,TB_highSES_std,TB_lowSES_std,TB_std,BAmt_highSES_std,BAmt_lowSES_std,BAmt_std,PB_p_std,PB_std,BS_d_std,Acc_d_std
optometrist,0.029137529137529077,-0.03572261072261066,0.03243006993006985,0.1023310023310023,0.088053613053613,0.09519230769230762,0.0122377622377622,0.0,0.09470265765144734,0.8255244755244755,0.005905653174898926,0.0061606411591620235,0.005433660932839176,0.021253545709121288,0.014133834217767658,0.017535758092350657,0.004100013776069429,0.0,0.017497150418602114,0.08242108305128502
parking attendant,0.03245920745920742,-0.0369463869463869,0.03470279720279714,0.08991841491841487,0.0847319347319347,0.08732517482517477,0.01124708624708618,0.0,0.08600252380338116,0.8803030303030303,0.00702836824854254,0.008650264537881388,0.007221993904103079,0.016761146781337843,0.01930778531679708,0.01791296995587908,0.009188906835098523,0.0,0.014262414170724628,0.04938115792920238
pharmacist,0.028205128205128153,-0.036480186480186416,0.03234265734265726,0.0968531468531468,0.08356643356643355,0.09020979020979013,0.00935314685314682,0.0,0.08932906467354565,0.8597319347319348,0.0049358664750255845,0.00552968585747152,0.005149187578679395,0.013171452378264592,0.012450149454516116,0.012765230992985169,0.006963442750578477,0.0,0.013117838906533997,0.060388989511108
physician,0.03368298368298362,-0.040617715617715565,0.03715034965034958,0.11037296037296032,0.09224941724941722,0.1013111888111887,0.014452214452214378,0.0,0.10394621971725222,0.8241841491841491,0.013767721473981075,0.0072542500324454355,0.010387028515743338,0.02370756575308368,0.01709715129845825,0.02035493647248654,0.011962153448317227,0.0,0.027466128022380524,0.08755322796308845
physics teacher,0.030303030303030255,-0.033682983682983655,0.03199300699300692,0.10792540792540786,0.08892773892773889,0.09842657342657334,0.01110139860139856,0.0,0.09320942760382775,0.8474941724941726,0.0062248019548841885,0.005758920409594615,0.005084978871415734,0.015987558056032813,0.012314389909654288,0.013926885501156953,0.00453872551949204,0.0,0.011930624025185802,0.040125921791282104
professor,0.02779720279720272,-0.03269230769230764,0.030244755244755162,0.11043123543123538,0.0899184149184149,0.1001748251748251,0.009061771561771481,0.0,0.08257001804992806,0.8577505827505828,0.008538041845909054,0.0020471058356935005,0.005047272738899316,0.017311714192905555,0.012480389799054886,0.014781259173995994,0.0061129119513563335,0.0,0.01088129462273294,0.05227191518366726
psychologist,0.03210955710955706,-0.0383449883449883,0.035227272727272656,0.11066433566433564,0.09895104895104892,0.10480769230769224,0.013636363636363622,0.0,0.10559959097478995,0.7692307692307692,0.006612100848895277,0.007703777561613404,0.0069249308812371945,0.028170069139088882,0.023886803506710432,0.025907769659505857,0.008458720561820244,0.0,0.013173159378695731,0.0826022999226449
receptionist,0.026048951048950997,-0.03461538461538458,0.030332167832167762,0.08572261072261068,0.08088578088578084,0.08330419580419575,0.014219114219114159,0.0,0.09243038968804958,0.8423076923076923,0.010823484164329942,0.013096209221993223,0.011739351023915727,0.0159660898202031,0.015703587462426265,0.015626084978712484,0.009237837525948561,0.0,0.030274651895221067,0.12468280672993387
sales clerk,0.028904428904428858,-0.03840326340326336,0.033653846153846076,0.0877622377622377,0.08304195804195798,0.08540209790209782,0.011888111888111839,0.0,0.08385083362406212,0.8791375291375292,0.010204626638623539,0.01048530089061395,0.010167703513003756,0.013168615953839604,0.01833118818184828,0.015623639849841747,0.011435357315743385,0.0,0.016141720253131004,0.05248134109740406
scientist,0.02937062937062932,-0.037762237762237715,0.03356643356643346,0.10792540792540788,0.09032634032634027,0.09912587412587406,0.01209207459207454,0.0,0.10206635215994511,0.8057109557109557,0.008523710918870562,0.005393513269075306,0.006360129287965479,0.019117949775221497,0.015094252560294043,0.01692150559080749,0.00805956907535566,0.0,0.017308510966435795,0.07546662796541713
server,0.026165501165501103,-0.03432400932400928,0.030244755244755155,0.08921911421911419,0.08315850815850814,0.08618881118881115,0.00987762237762234,0.0,0.08200013876349788,0.8745337995337996,0.011488318443218291,0.009476463424407245,0.010410541909761812,0.020679354193819787,0.01813993142969112,0.019354339165172096,0.01104861909743006,0.0,0.013864929086158693,0.04667268298941307
taxi driver,0.03006993006993,-0.0356643356643356,0.03286713286713276,0.08892773892773889,0.09708624708624702,0.09300699300699292,0.010576923076923041,0.0,0.07640921046289825,0.8853146853146854,0.0015351911273099744,0.004609258725707525,0.0022693627597459866,0.021498205298441785,0.02630807481566087,0.023697357372550402,0.0034236286761479074,0.0,0.0066509229416957475,0.039272633606389426
truck driver,0.031993006993006945,-0.03409090909090904,0.03304195804195796,0.11206293706293702,0.13898601398601396,0.12552447552447543,0.012849650349650318,0.0,0.07764005011824217,0.8573426573426574,0.0061241513545079885,0.00873737287365561,0.005958179436346834,0.03743491044805154,0.050228908580706715,0.043789605910521945,0.003546409576066564,0.0,0.006641991760004201,0.052389439444249966
