,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,0.1011072261072261,-0.1011072261072261,0.1011072261072261,0.3208041958041958,0.3208041958041958,0.3208041958041958,0.0,0.01581925019425021,0.0199845236730482,0.6791958041958042
bartender,0.0891608391608391,-0.0891608391608391,0.0891608391608391,0.3479020979020979,0.3479020979020979,0.3479020979020979,0.011946386946387,0.0,0.0227957896359611,0.6520979020979021
cashier,0.0906177156177156,-0.0906177156177156,0.0906177156177156,0.3627622377622377,0.3627622377622377,0.3627622377622377,0.010489510489510495,0.0,0.0303953787560345,0.6372377622377622
chemical engineer,0.1013986013986013,-0.1013986013986013,0.1013986013986013,0.2762237762237762,0.2762237762237762,0.2762237762237762,0.00029137529137519824,0.0,0.0247390040472189,0.7237762237762237
chemist,0.1098484848484848,-0.1098484848484848,0.1098484848484848,0.2969114219114219,0.2969114219114219,0.2969114219114219,0.008741258741258709,0.0,0.0220677408177408,0.703088578088578
construction worker,0.0576923076923076,-0.0576923076923076,0.0576923076923076,0.372960372960373,0.372960372960373,0.372960372960373,0.0434149184149185,0.0,0.022350530825107,0.627039627039627
dentist,0.0938228438228438,-0.0938228438228438,0.0938228438228438,0.2762237762237762,0.2762237762237762,0.2762237762237762,0.007284382284382301,0.0,0.0223919026518036,0.7237762237762237
farm worker,0.0705128205128205,-0.0705128205128205,0.0705128205128205,0.3968531468531469,0.3968531468531469,0.3968531468531469,0.0305944055944056,0.0,0.0344147968465736,0.6031468531468531
janitor,0.0844988344988345,-0.0844988344988345,0.0844988344988345,0.4184149184149184,0.4184149184149184,0.4184149184149184,0.0166083916083916,0.0,0.0359077927550234,0.5815850815850816
judge,0.0874125874125874,-0.0874125874125874,0.0874125874125874,0.2773892773892774,0.2773892773892774,0.2773892773892774,0.013694638694638703,0.0,0.0243202455370942,0.7226107226107226
lawyer,0.0958624708624708,-0.0958624708624708,0.0958624708624708,0.2479603729603729,0.2479603729603729,0.2479603729603729,0.005244755244755303,0.0,0.0246547045945399,0.752039627039627
line cook,0.0501165501165501,-0.0501165501165501,0.0501165501165501,0.324009324009324,0.324009324009324,0.324009324009324,0.050990675990676,0.0,0.0257530516310552,0.675990675990676
optometrist,0.0856643356643356,-0.0856643356643356,0.0856643356643356,0.222027972027972,0.222027972027972,0.222027972027972,0.015442890442890503,0.0,0.0193605096202498,0.777972027972028
parking attendant,0.099067599067599,-0.099067599067599,0.099067599067599,0.3607226107226107,0.3607226107226107,0.3607226107226107,0.0020396270396270955,0.0,0.0275276717584409,0.6392773892773893
pharmacist,0.0903263403263403,-0.0903263403263403,0.0903263403263403,0.275058275058275,0.275058275058275,0.275058275058275,0.010780885780885804,0.0,0.024561778690219,0.7249417249417249
physician,0.1002331002331002,-0.1002331002331002,0.1002331002331002,0.2546620046620046,0.2546620046620046,0.2546620046620046,0.0008741258741259,0.0,0.0195771911458186,0.7453379953379954
physics teacher,0.0946969696969697,-0.0946969696969697,0.0946969696969697,0.2205710955710955,0.2205710955710955,0.2205710955710955,0.006410256410256401,0.0,0.0176840716772351,0.7794289044289044
professor,0.125,-0.125,0.125,0.3272144522144522,0.3272144522144522,0.3272144522144522,0.023892773892773903,0.0,0.0256953680266563,0.6727855477855478
psychologist,0.0743006993006993,-0.0743006993006993,0.0743006993006993,0.1931818181818181,0.1931818181818181,0.1931818181818181,0.0268065268065268,0.0,0.0187184640383135,0.8068181818181818
receptionist,0.0842074592074592,-0.0842074592074592,0.0842074592074592,0.3062354312354312,0.3062354312354312,0.3062354312354312,0.016899766899766896,0.0,0.02072549352519,0.6937645687645687
sales clerk,0.0973193473193473,-0.0973193473193473,0.0973193473193473,0.3356643356643357,0.3356643356643357,0.3356643356643357,0.0037878787878787984,0.0,0.0207680158914538,0.6643356643356644
scientist,0.1107226107226107,-0.1107226107226107,0.1107226107226107,0.263986013986014,0.263986013986014,0.263986013986014,0.009615384615384609,0.0,0.023820133355017,0.736013986013986
server,0.0844988344988345,-0.0844988344988345,0.0844988344988345,0.3071095571095571,0.3071095571095571,0.3071095571095571,0.0166083916083916,0.0,0.0241441285338501,0.6928904428904429
taxi driver,0.0984848484848484,-0.0984848484848484,0.0984848484848484,0.3438228438228438,0.3438228438228438,0.3438228438228438,0.0026223776223777,0.0,0.0266875478291968,0.6561771561771562
truck driver,0.0565268065268065,-0.0565268065268065,0.0565268065268065,0.3741258741258741,0.3741258741258741,0.3741258741258741,0.0445804195804196,0.0,0.0315172706081797,0.6258741258741258
