,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,0.1022727272727272,0.0011655011655011,0.05171911421911415,0.1826923076923076,0.1381118881118881,0.16040209790209786,0.0,0.012243832556332558,0.0199845236730482,0.6791958041958042
bartender,0.1063519813519813,0.0171911421911421,0.061771561771561706,0.1972610722610722,0.1506410256410256,0.1739510489510489,0.010052447552447556,0.0,0.0227957896359611,0.6520979020979021
cashier,0.0987762237762237,0.0081585081585081,0.053467365967365905,0.1896853146853147,0.173076923076923,0.18138111888111885,0.005244755244755245,0.0,0.0303953787560345,0.6372377622377622
chemical engineer,0.1156759906759906,0.0142773892773892,0.0649766899766899,0.1803613053613053,0.0958624708624708,0.13811188811188804,0.013257575757575753,0.0,0.0247390040472189,0.7237762237762237
chemist,0.1185897435897435,0.0087412587412587,0.0636655011655011,0.1931818181818181,0.1037296037296037,0.1484557109557109,0.011946386946386953,0.0,0.0220677408177408,0.703088578088578
construction worker,0.0713869463869463,0.0136946386946386,0.04254079254079245,0.1605477855477855,0.2124125874125874,0.18648018648018644,0.021707459207459198,0.0,0.022350530825107,0.627039627039627
dentist,0.1133449883449883,0.0195221445221445,0.0664335664335664,0.1739510489510489,0.1022727272727272,0.13811188811188804,0.01471445221445225,0.0,0.0223919026518036,0.7237762237762237
farm worker,0.0777972027972028,0.0072843822843822,0.0425407925407925,0.1617132867132867,0.2351398601398601,0.19842657342657338,0.015297202797202748,0.0,0.0344147968465736,0.6031468531468531
janitor,0.0693473193473193,-0.0151515151515151,0.0422494172494172,0.1748251748251748,0.2435897435897435,0.20920745920745915,0.024621212121212047,0.0,0.0359077927550234,0.5815850815850816
judge,0.0981934731934732,0.0107808857808857,0.054487179487179446,0.1675407925407925,0.1098484848484848,0.13869463869463866,0.0068473193473192985,0.0,0.0243202455370942,0.7226107226107226
lawyer,0.1011072261072261,0.0052447552447552,0.05317599067599065,0.1553030303030303,0.0926573426573426,0.12398018648018645,0.002622377622377599,0.0,0.0246547045945399,0.752039627039627
line cook,0.0804195804195804,0.0303030303030303,0.05536130536130535,0.1515151515151515,0.1724941724941724,0.16200466200466196,0.025495337995337996,0.0,0.0257530516310552,0.675990675990676
optometrist,0.0976107226107226,0.0119463869463869,0.05477855477855475,0.1407342657342657,0.0812937062937062,0.11101398601398596,0.0077214452214452,0.0,0.0193605096202498,0.777972027972028
parking attendant,0.1002331002331002,0.0011655011655011,0.05069930069930065,0.1923076923076923,0.1684149184149184,0.18036130536130535,0.0010198135198134992,0.0,0.0275276717584409,0.6392773892773893
pharmacist,0.1133449883449883,0.023018648018648,0.06818181818181815,0.1756993006993007,0.0993589743589743,0.1375291375291375,0.016462703962704,0.0,0.024561778690219,0.7249417249417249
physician,0.1101398601398601,0.0099067599067599,0.06002331002331,0.1678321678321678,0.0868298368298368,0.1273310023310023,0.008304195804195853,0.0,0.0195771911458186,0.7453379953379954
physics teacher,0.0955710955710955,0.0008741258741258,0.04822261072261065,0.1439393939393939,0.0766317016317016,0.11028554778554775,0.0034965034965034982,0.0,0.0176840716772351,0.7794289044289044
professor,0.131993006993007,0.0069930069930069,0.06949300699300695,0.2135780885780885,0.1136363636363636,0.16360722610722606,0.017773892773892803,0.0,0.0256953680266563,0.6727855477855478
psychologist,0.0865384615384615,0.0122377622377622,0.049388111888111846,0.125,0.0681818181818181,0.09659090909090905,0.0134032634032634,0.0,0.0187184640383135,0.8068181818181818
receptionist,0.1066433566433566,0.0224358974358974,0.064539627039627,0.1853146853146853,0.1209207459207459,0.15311771561771562,0.012820512820512851,0.0,0.02072549352519,0.6937645687645687
sales clerk,0.1136363636363636,0.0163170163170163,0.06497668997668996,0.187062937062937,0.1486013986013986,0.1678321678321678,0.013257575757575805,0.0,0.0207680158914538,0.6643356643356644
scientist,0.1177156177156177,0.0069930069930069,0.0623543123543123,0.1736596736596736,0.0903263403263403,0.13199300699300695,0.010635198135198152,0.0,0.023820133355017,0.736013986013986
server,0.1066433566433566,0.0221445221445221,0.06439393939393935,0.18006993006993,0.127039627039627,0.1535547785547785,0.0126748251748252,0.0,0.0241441285338501,0.6928904428904429
taxi driver,0.0987762237762237,0.0002913752913752,0.04953379953379945,0.1809440559440559,0.1628787878787878,0.17191142191142184,0.0021853146853146946,0.0,0.0266875478291968,0.6561771561771562
truck driver,0.0716783216783216,0.0151515151515151,0.043414918414918346,0.1515151515151515,0.2226107226107226,0.18706293706293703,0.0222902097902098,0.0,0.0315172706081797,0.6258741258741258
