,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,0.1051864801864801,-0.1051864801864801,0.1051864801864801,0.3143939393939394,0.3143939393939394,0.3143939393939394,0.0,0.07460421522921519,0.0227441879347208,0.6856060606060606
bartender,0.0002913752913752,-0.0002913752913752,0.0002913752913752,0.1069347319347319,0.1069347319347319,0.1069347319347319,0.1048951048951049,0.0,0.0120053119123751,0.8930652680652681
cashier,0.0163170163170163,-0.0163170163170163,0.0163170163170163,0.1299533799533799,0.1299533799533799,0.1299533799533799,0.08886946386946379,0.0,0.0141758703415033,0.87004662004662
chemical engineer,0.0562354312354312,-0.0562354312354312,0.0562354312354312,0.164044289044289,0.164044289044289,0.164044289044289,0.048951048951048896,0.0,0.017675194523786,0.835955710955711
chemist,0.0716783216783216,-0.0716783216783216,0.0716783216783216,0.1864801864801865,0.1864801864801865,0.1864801864801865,0.0335081585081585,0.0,0.019812683129266,0.8135198135198135
construction worker,-0.0186480186480186,0.0186480186480186,0.0186480186480186,0.2086247086247086,0.2086247086247086,0.2086247086247086,0.1238344988344987,0.0,0.0208552042407841,0.7913752913752914
dentist,0.0839160839160839,-0.0839160839160839,0.0839160839160839,0.2645687645687645,0.2645687645687645,0.2645687645687645,0.02127039627039619,0.0,0.0273030080151742,0.7354312354312355
farm worker,-0.0125291375291375,0.0125291375291375,0.0125291375291375,0.2409673659673659,0.2409673659673659,0.2409673659673659,0.11771561771561759,0.0,0.0196010145387092,0.759032634032634
janitor,0.0026223776223776,-0.0026223776223776,0.0026223776223776,0.1902680652680652,0.1902680652680652,0.1902680652680652,0.10256410256410249,0.0,0.0171400701254053,0.8097319347319347
judge,0.0314685314685314,-0.0314685314685314,0.0314685314685314,0.1777389277389277,0.1777389277389277,0.1777389277389277,0.07371794871794869,0.0,0.0198590980713885,0.8222610722610723
lawyer,0.0428321678321678,-0.0428321678321678,0.0428321678321678,0.1436480186480186,0.1436480186480186,0.1436480186480186,0.0623543123543123,0.0,0.0164061817287623,0.8563519813519813
line cook,-0.0026223776223776,0.0026223776223776,0.0026223776223776,0.1838578088578088,0.1838578088578088,0.1838578088578088,0.1078088578088577,0.0,0.0163485055755917,0.8161421911421911
optometrist,0.0399184149184149,-0.0399184149184149,0.0399184149184149,0.1022727272727272,0.1022727272727272,0.1022727272727272,0.0652680652680652,0.0,0.0124502355820154,0.8977272727272727
parking attendant,0.009032634032634,-0.009032634032634,0.009032634032634,0.1786130536130536,0.1786130536130536,0.1786130536130536,0.09615384615384609,0.0,0.0193735342069242,0.8213869463869464
pharmacist,0.0469114219114219,-0.0469114219114219,0.0469114219114219,0.1226689976689976,0.1226689976689976,0.1226689976689976,0.058275058275058196,0.0,0.0125063837102882,0.8773310023310024
physician,0.0463286713286713,-0.0463286713286713,0.0463286713286713,0.1011072261072261,0.1011072261072261,0.1011072261072261,0.058857808857808794,0.0,0.0145732728183868,0.8988927738927739
physics teacher,0.0789627039627039,-0.0789627039627039,0.0789627039627039,0.2007575757575757,0.2007575757575757,0.2007575757575757,0.026223776223776196,0.0,0.018491747506346,0.7992424242424242
professor,0.0865384615384615,-0.0865384615384615,0.0865384615384615,0.2409673659673659,0.2409673659673659,0.2409673659673659,0.0186480186480186,0.0,0.0234014753719187,0.759032634032634
psychologist,0.0195221445221445,-0.0195221445221445,0.0195221445221445,0.0643939393939393,0.0643939393939393,0.0643939393939393,0.0856643356643356,0.0,0.0079532548655206,0.9356060606060606
receptionist,0.0017482517482517,-0.0017482517482517,0.0017482517482517,0.0472027972027972,0.0472027972027972,0.0472027972027972,0.10343822843822839,0.0,0.0067191090020096,0.9527972027972028
sales clerk,0.0209790209790209,-0.0209790209790209,0.0209790209790209,0.1526806526806526,0.1526806526806526,0.1526806526806526,0.0842074592074592,0.0,0.0150203610679965,0.8473193473193473
scientist,0.0463286713286713,-0.0463286713286713,0.0463286713286713,0.1541375291375291,0.1541375291375291,0.1541375291375291,0.058857808857808794,0.0,0.0176418795725726,0.8458624708624709
server,0.0311771561771561,-0.0311771561771561,0.0311771561771561,0.1756993006993007,0.1756993006993007,0.1756993006993007,0.074009324009324,0.0,0.016211954541883,0.8243006993006993
taxi driver,0.0294289044289044,-0.0294289044289044,0.0294289044289044,0.1768648018648018,0.1768648018648018,0.1768648018648018,0.07575757575757569,0.0,0.0146358709419527,0.8231351981351981
truck driver,0.0055361305361305,-0.0055361305361305,0.0055361305361305,0.1675407925407925,0.1675407925407925,0.1675407925407925,0.09965034965034959,0.0,0.014426325532672,0.8324592074592074
