,TB_highSES,TB_lowSES,TB,BAmt_highSES,BAmt_lowSES,BAmt,PB_p,PB,BS_d,Acc_d
Baseline,0.0171911421911421,-0.0256410256410256,0.02141608391608385,0.0544871794871794,0.0495337995337995,0.05201048951048945,0.0,0.01067769036519036,0.062295081967213,0.9428904428904428
bartender,0.0166083916083916,-0.027097902097902,0.0218531468531468,0.0737179487179487,0.0678904428904429,0.07080419580419581,0.0010198135198134506,0.0,0.065523576240049,0.9044289044289044
cashier,0.0317599067599067,-0.0381701631701631,0.0349650349650349,0.0684731934731934,0.0626456876456876,0.0655594405594405,0.013548951048951048,0.0,0.0837887067395264,0.916083916083916
chemical engineer,0.0364219114219114,-0.0457459207459207,0.04108391608391605,0.0952797202797202,0.083041958041958,0.08916083916083911,0.019667832167832203,0.0,0.0895614576899319,0.884032634032634
chemist,0.0209790209790209,-0.0349650349650349,0.0279720279720279,0.0769230769230769,0.0699300699300699,0.0734265734265734,0.006555944055944049,0.0,0.0743243243243243,0.8997668997668997
construction worker,0.0166083916083916,-0.0262237762237762,0.0214160839160839,0.0684731934731934,0.0757575757575757,0.07211538461538455,0.0005827505827505509,0.0,0.0599273607748183,0.9146270396270396
dentist,0.0247668997668997,-0.0372960372960372,0.03103146853146845,0.0853729603729603,0.0763403263403263,0.0808566433566433,0.009615384615384599,0.0,0.0810643564356434,0.8878205128205128
farm worker,0.032051282051282,-0.0387529137529137,0.03540209790209785,0.0617715617715617,0.0632284382284382,0.062499999999999944,0.013986013986013998,0.0,0.0867192237719829,0.9192890442890445
janitor,0.032051282051282,-0.0378787878787878,0.0349650349650349,0.0786713286713286,0.0751748251748251,0.07692307692307684,0.013548951048951048,0.0,0.0858186244674377,0.9061771561771562
judge,0.037004662004662,-0.0442890442890442,0.040646853146853096,0.0882867132867132,0.0821678321678321,0.08522727272727265,0.01923076923076925,0.0,0.0876755070202808,0.877039627039627
lawyer,0.0349650349650349,-0.0445804195804195,0.039772727272727196,0.0885780885780885,0.0836247086247086,0.08610139860139855,0.01835664335664335,0.0,0.0994300189993666,0.8627622377622378
line cook,0.0268065268065268,-0.0361305361305361,0.03146853146853145,0.074009324009324,0.071095571095571,0.0725524475524475,0.0100524475524476,0.0,0.0794824399260627,0.8974358974358975
optometrist,0.0282634032634032,-0.0416666666666666,0.034965034965034905,0.0976107226107226,0.0912004662004662,0.0944055944055944,0.013548951048951052,0.0,0.0871985157699444,0.8793706293706294
parking attendant,0.0236013986013986,-0.034090909090909,0.0288461538461538,0.0818764568764568,0.0737179487179487,0.07779720279720276,0.007430069930069949,0.0,0.0763125763125762,0.9026806526806528
pharmacist,0.0358391608391608,-0.0445804195804195,0.04020979020979015,0.0842074592074592,0.0731351981351981,0.07867132867132864,0.0187937062937063,0.0,0.0892966360856268,0.9003496503496503
physician,0.0145687645687645,-0.0343822843822843,0.0244755244755244,0.0862470862470862,0.0763403263403263,0.08129370629370625,0.005681818181818152,0.0,0.0768751945222534,0.881993006993007
physics teacher,0.0233100233100233,-0.0343822843822843,0.0288461538461538,0.085081585081585,0.0775058275058275,0.08129370629370625,0.007430069930069951,0.0,0.0801740211311372,0.8834498834498834
professor,0.0244755244755244,-0.0332167832167832,0.0288461538461538,0.0891608391608391,0.0769230769230769,0.08304195804195799,0.007430069930069951,0.0,0.0785276073619631,0.8945221445221445
psychologist,0.0343822843822843,-0.046037296037296,0.04020979020979015,0.1107226107226107,0.106060606060606,0.10839160839160836,0.0187937062937063,0.0,0.0968955785512699,0.8569347319347319
receptionist,0.0168997668997669,-0.032051282051282,0.02447552447552445,0.0722610722610722,0.0728438228438228,0.0725524475524475,0.0033508158508158015,0.0,0.0676783004552352,0.9117132867132868
sales clerk,0.0128205128205128,-0.0273892773892773,0.02010489510489505,0.0687645687645687,0.0588578088578088,0.06381118881118875,0.0030594405594405027,0.0,0.0618713806766229,0.9134615384615384
scientist,0.0244755244755244,-0.0419580419580419,0.03321678321678315,0.1019813519813519,0.092074592074592,0.09702797202797195,0.011800699300699298,0.0,0.0902325581395349,0.875
server,0.0203962703962703,-0.0337995337995338,0.027097902097902048,0.0798368298368298,0.074009324009324,0.0769230769230769,0.005681818181818199,0.0,0.0786173141633526,0.9012237762237764
taxi driver,0.027097902097902,-0.0393356643356643,0.03321678321678315,0.0748834498834498,0.0684731934731934,0.07167832167832161,0.0118006993006993,0.0,0.0776200543642404,0.916958041958042
truck driver,0.0326340326340326,-0.0407925407925407,0.03671328671328665,0.071095571095571,0.0775058275058275,0.07430069930069925,0.0152972027972028,0.0,0.0842424242424242,0.912004662004662
